"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10"
"tellement";-72,837;34,156;27,007;0,905;0,957;12,211;-2,381;45,472;-2,405;-56,363
"temps";-82,05;-94,061;-0,172;-0,98;-0,721;0,129;53,898;517,323;-1,607;-171,052
"adorer";-74,398;306,493;108,805;-2,332;1,404;-6,329;-5,55;-31,981;-4,977;-12,75
"penser";-70,487;-111,313;-8,294;-0,008;9,717;-2,404;-0,268;345,514;0,045;-17,359
"monde";-79,874;-104,808;-1,141;-3,179;-0,118;4,333;9,087;757,559;1,256;-235,252
"vrai";-71,664;-20,657;-0,544;-0,301;-0,002;-3,207;0,01;304,124;0;-55,081
"comprendre";-76,662;-59,494;-3,82;0,012;2,94;-1,17;-34,727;755,905;0,256;-121,869
"chose";-73,547;-108,208;-5,551;-0,003;0,015;1,128;0;757,268;-2,698;-148,082
"grand";-43,189;-5,327;-1,594;-0,383;0;-0,068;186,088;87,37;-0,889;-152,611
"it";6842,398;-118,216;-12,64;-9,39;-24,096;-7,44;-89,381;-215,925;-19,325;-225,469
"passer";-67,894;-107,285;27,455;0,281;-1,374;-0,606;364,901;113,777;0,825;-153,67
"français";-47,93;-92,207;-9,331;128,578;-27,18;-1,71;-9,13;131,269;318,362;-9,323
"connaître";-60,47;-84,266;-0,149;-0,162;-4,22;-0,242;24,256;169,68;104,76;-44,85
"prendre";-65,261;-110,575;-5,345;219,684;53,529;-1,083;89,474;130,24;11,454;-143,9
"emji_visage_faisant_un_clin_d_oeil";-46,564;-81,46;-3,763;3,138;-1,48;-7,8;2,995;0,444;-1,587;133,784
"vraiment";-62,317;-25,002;-0,103;0,004;0,07;-0,084;6,398;347,641;-1,824;-113,887
"jour";-57,07;-84,144;0,18;38,207;25,073;-0,025;506,233;32,707;-2,659;-177,767
"we";6627,566;-107,426;-10,036;-8,921;-24,852;-7,068;-87,095;-212,655;-18,36;-224,387
"changer";-50,998;-86,436;-3,855;-0,048;-1,581;23,613;-2,333;256,435;514,375;-121,827
"vivre";-57,75;-71,242;-8,374;-0,912;0,193;-0,58;2,02;656,773;-3,586;-163,59
"trouver";-57,001;-75,475;-6,603;15,125;5,794;-5,16;16,189;294,695;0,68;-82,859
"jeune";-56,72;-50,347;0,016;-5,235;-10,732;-2,227;-0,018;597,449;1,19;-132,967
"venir";-56,438;-94,891;-3,803;0,019;53,97;-0,503;56,069;71,265;6,659;-20,973
"mettre";-6,494;-97,651;1,043;1,339;9,438;-1,224;195,737;66,645;10,788;-135,094
"emji_visage_avec_bouche_ouverte";-1,053;-9,51;-1,363;-0,007;-0,048;40,833;-1,036;-3,488;-0,556;25,212
"magnifique";-52,381;1464,91;-3,487;-8,526;-9,912;-3,285;-24,569;-40,746;-10,211;-160,633
"france";-5,25;-91,591;-0,01;31,179;-0,042;0,131;14,621;12,559;211,877;-15,625
"emji_pouce_vers_le_haut";-24,157;738,275;-0,584;-2,804;-4,618;-4,929;-10,394;-52,925;-8,99;-41,809
"donner";-21,556;-58,138;-8,361;-2,751;171,671;-0,651;37,421;122,549;4,193;-125,598
"this";5757,747;-99,411;-10,218;-7,59;-21,146;-6,014;-74,107;-180,543;-15,622;-193,266
"emji_visage_qui_pleure_à_chaudes_larmes";-2,489;-21,264;-3,009;-2,974;0,123;-0,148;-14,657;-21,148;-0,698;180,004
"vidéo";-46,214;-48,159;-2,49;-5,652;-1,343;0,003;36,058;172,502;0;-34,029
"accent";-34,51;-11,917;-9,433;-7,007;-19,521;-2,221;-55,309;-85,541;-5,906;676,665
"and";4410,584;-73,691;-8,296;-6,163;-17,168;-4,883;-55,66;-138,129;-10,694;-151,459
"bidet";164,053;-48,698;-8,884;4085,107;-12,632;-5,229;-26,659;-23,837;-0,755;-53,828
"raison";-46,432;2,441;-7,818;-7,255;33,342;-1,256;-3,972;194,797;0,028;-100,904
"exister";-40,735;-57,803;-1,98;12,387;3,881;-2,241;1,014;287,831;10,824;-89,803
"emji_drapeau_suisse";-16,219;628,214;-1,593;-4,624;-7,371;-3,664;-5,211;-41,812;-4,318;-44,571
"animal";-29,879;-30,614;-8,845;-4,684;6721,351;-3,366;-43,22;-51,95;-11,526;-153,81
"rester";-41,646;-55,439;-4,081;8,162;14,42;-0,333;28,325;171,959;31,924;-110,107
"emji_visage_souriant_avec_yeux_rieurs";-1,69;-9,326;0,009;-0,358;-8,098;-3,433;7,685;-5,269;-4,077;37,332
"jouer";-40,622;-44,5;10229,537;-6,686;-16,59;-5,298;-3,853;-31,993;-6,71;-112,836
"seul";-41,584;-73,543;41,261;0,067;57,353;-0,848;9,888;184,468;-0,286;-91,131
"devenir";-42,515;-49,233;-7,005;-4,755;10,589;0,139;38,661;202,518;0,054;-80,728
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";61,182;40,194;145,454;-0,603;-4,85;-3,767;-2,038;-39,577;-3,254;-18,19
"fois";-40,466;-56,572;-3,464;236,391;2,393;-0,174;77,66;63,292;-0,197;-66,178
"commentaire";-39,412;-71,334;-6,812;-4,613;-1,105;-0,848;-38,853;429,788;18,402;-20,422
"dieu";-34,886;-12,997;0;-2,714;-5,533;0,013;-24,068;454,406;-1,465;-78,261
"played";4570,54;-78,998;-8,12;-6,032;-16,804;-4,779;-58,889;-142,921;-12,414;-153,579
"emji_coeur_cartes";-1,69;805,808;-2,678;-3,337;-0,988;-2,644;-16,836;-65,152;-6,867;-76,932
"appeler";-34,671;-70,672;-0,041;-0,073;0,033;-4,56;-4,563;-25,037;2671,741;-3,146
"question";-38,883;-65,858;-6,254;0,726;-1,723;0,351;-6,925;594,843;0,326;-116,189
"demander";-38,418;-64,915;-6,158;0,221;0,071;-0,607;67,988;173,999;12,725;-85,541
"mot";-36,093;-47,945;-0,797;-3,781;-10,056;-2,664;-22,947;41,615;1036,634;-8,542
"chat";-31,794;-29,894;-3,628;-0,008;4090,066;-4,204;-18,727;-24,736;-5,587;-92,418
"regarder";-34,856;-55,76;-0,34;-5,785;1,449;-4,583;26,673;176,945;1,843;-46,418
"école";-34,142;-54,131;581,899;-0,967;-1,991;-0,006;1,104;169,114;-1,264;-100,084
"sentir";-25,665;-51,322;-2,633;0,051;-0,055;-0,429;-0,163;260,054;89,04;-88,43
"was";3774,248;-65,306;-4,818;-4,986;-13,891;-3,951;-48,682;-120,381;-10,263;-126,961
"humain";-33,77;-32,771;-5,199;-5,276;1037,137;-2,393;-0,889;83,126;-7,11;-126,232
"utiliser";-30,588;-67,015;-1,126;833,829;-2,428;-1,005;2,876;5,815;178,389;-24,175
"emji_visage_retenant_ses_larmes";7,211;497,728;-0,044;-4,175;-4,772;-0,02;-16,415;-28,342;-8,593;-83,047
"emji_visage_souriant_aux_yeux_rieurs";-2,718;-29,631;-0,025;-1,644;-3,918;-3,859;-0,826;-20,029;-2,342;166,571
"super";-16,549;3,994;7,665;6,926;-0,269;-4,135;310,276;-21,04;-1,132;-65,145
"apprendre";-28,735;-43,54;-1,802;-1,608;-0,663;-2,06;-1,829;417,557;2,098;-89,797
"vieux";-32,934;-47,598;-2,14;-1,873;-1,045;0,251;3,289;112,476;0,061;-2,213
"ca";-25,388;-53,338;-0,979;3,641;7,697;0,006;-0,032;172,229;27,607;-49,801
"meilleur";-29,476;-1,474;66,505;-0,716;0,056;-0,904;6,91;77,178;-4,907;-56,95
"fille";-32,192;-46,121;92,488;-0,77;-11,998;0,002;-15,193;341,311;8,41;-72,689
"arriver";-32,749;-51,327;0,252;1,818;0,011;-1,005;52,043;141,998;0,819;-68,655
"entendre";-30,496;-41,22;-3,378;-3,265;-2,401;-0,242;-19,87;200,529;9,945;-1,63
"dernier";-32,934;1,959;-3,432;-1,873;-4,527;2,278;9,661;104,876;-6,852;-56,054
"nom";-29,594;-51,381;-1,593;-4,624;-12,882;-3,664;-13,306;-0,036;3210,2;-38,071
"manger";-30,336;-57,391;1,27;-4,74;2696,155;-3,756;-9,577;-45,89;-0,019;-9,693
"respect";-30,058;21,593;-1,667;-4,696;-0,022;-0,764;-2,318;131,609;0,049;-88,904
"pareil";-30,985;-27,689;-0,895;-0,654;8,292;-2,071;-4,154;1,179;5,862;48,32
"parent";-21,553;-51,57;-0,736;4,45;-5,909;-3,675;20,379;232,734;3,752;-82,798
"reportage";-28,272;71,56;-2,956;-0,603;-4,85;-0,136;15,664;1,077;-2,169;-27,7
"emji_renard";-18,482;924,412;-4,336;-3,221;3,55;-2,552;-27,037;-64,839;-4,723;-82,014
"premier";-29,316;-44,434;-0,176;-2,767;-1,513;-3,629;42,408;77,268;-0,504;-7,8
"coup";-27,994;-61,698;-0,233;0,423;0,502;-1,975;27,263;68,04;8,25;-10,933
"jeu";-23,8;-30,492;4519,803;-2,576;-5,265;-0,05;-0,333;-2,976;-7,059;-71,881
"archive";-29,965;5,712;-4,419;-4,682;-9,195;-3,71;213,326;-9,732;-9,636;-4,486
"tête";-28,482;-46,953;-0,597;-0,031;-1,311;-0,631;-3,597;-5,765;2889,593;-42,502
"accord";-29,038;-9,367;-6,108;-0,046;0,317;-0,678;-12,641;129,696;0,11;-4,265
"problème";-27,277;-46,675;-5,737;-0,339;17,133;-0,032;-0,054;243,31;1,517;-58,544
"pays";-21,272;-34,855;-2,405;8,131;-5,053;-0,036;51,27;108,712;0,261;-53,322
"incroyable";-26,421;53,959;0,798;-0,442;-4,179;-0,067;1,915;3,5;-0,411;-21,277
"my";2763,22;-53,077;-5,698;-2,439;-9,794;-3,354;-36,871;-89,113;-8,712;-82,088
"cas";-24,168;-48,933;-4,097;-0,427;0,003;-0,624;3,166;173,976;14,674;-35,747
"moment";-22,002;-14,628;0,866;-0,412;-1,246;-1,754;-0,197;233,115;0,592;-68,241
"no";2622,684;-48,722;-5,251;-3,9;-10,865;-1,392;-35,822;-86,221;-8,027;-76,156
"emji_visage_en_pleine_réflexion";-1,101;-43,964;-1,741;0,036;1,015;-0,281;6,448;58,842;-0,798;-8,722
"fin";-8,624;-33;0,338;-0,353;-5,053;0,131;73,56;30,338;1,458;-23,119
"pauvre";-26,721;-45,548;-5,621;-2,385;134,753;59,033;13,435;60,007;0,359;-56,497
"heureux";-27,092;-7,817;-1,209;-2,439;3,032;-1,629;-0,299;277,445;-8,712;-82,088
"emji_étincelles";-2,276;502,216;2,127;-1,403;-6,69;-2,461;-14,776;-15,826;-6,392;-71,067
"manquer";-26,536;-19,83;-2,236;6,103;0;10,468;0,231;186,503;-0,633;-57,828
"arrêter";-26,536;-47,375;-2,236;-1,071;2,318;-0,477;36,762;132,095;2,836;-53,839
"hiver";-5,156;16,206;-1,893;-1,406;1,39;-1,114;9,456;-7,942;-1,199;-0,25
"génial";-26,906;161,05;10,37;-0,004;-4,842;-1,608;2,14;-9,559;-6,707;-15,853
"malheureusement";-24,664;-37,432;-1,168;-1,104;20,604;35,879;-0,439;223,872;-0,676;-73,988
"niveau";-24,222;-40,48;0,844;-0,14;-5,206;-0,311;2,709;299,92;-0,88;-75,672
"mignon";-23,647;654,88;-5,426;-4,03;14,615;-3,193;-18,182;-22,953;-3,249;-89,364
"renard";-24,684;-1,515;-3,346;-3,857;4641,382;-3,056;-33,213;-80,081;-7,938;-95,478
"classe";-17;-5,602;-0,659;-3,611;-6,315;0,012;-0,854;187,239;11,176;-59,757
"père";-23,944;-33,718;-0,766;-3,741;-8,438;-0,293;266,185;9,095;-4,118;-18,33
"touchant";-25,61;556,529;-5,387;-4,001;-7,359;4,907;-14,96;-1,683;-3,198;-91,208
"besoin";-24,222;-36,281;-5,095;41,428;105,423;-2,999;23,511;63,713;-0,88;-66,263
"etc";-3,056;-46,158;1,236;-1,781;56,75;-1,13;76,944;13,477;3,663;-51,235
"plutôt";-24,592;-47,965;-5,173;-0,16;7,819;-3,044;0,63;115,055;2,566;-8,759
"of";2317,435;-44,645;-4,589;-3,409;-7,523;-2,701;-22,818;-71,839;-7,016;-81,399
"génération";-23,944;-31,767;0,902;-1,981;-2,593;0,002;-10,249;359,09;0,336;-65,193
"blanc";-20,048;-43,047;-4,667;-3,467;-2,037;-1,091;-6,113;-15,819;2307,516;-4,413
"sûr";-24,499;-36,837;-3,308;-0,155;4,726;-1,341;0,398;152,025;0,02;-21,11
"laisser";-24,407;-38,725;-5,134;-2,047;32,678;0,36;13,383;175,158;-2,869;-71,61
"coeur";-22,372;67,538;-1,502;-3,495;15,273;6,803;0,391;1,981;-1,3;-44,537
"laver";-14,904;-37,67;-4,803;10011,69;-9,939;-2,827;-17,272;-44,343;-7,343;-36,959
"adorable";-12,506;597,16;-5,017;-3,727;23,852;-1,27;-17,086;-33,4;-4,091;-81,673
"simple";-3,682;-12,321;-0,15;0,541;-0,072;0,006;-3,947;219,021;-1,565;-73,132
"part";-2,973;-39,543;-0,742;-0,116;0,001;-1,26;5,518;104,889;-0,021;-24,281
"heure";-21,17;-30,193;427,913;-3,308;0,56;0,793;54,888;3,809;-1,049;-36,499
"emji_visage_roulant_des_yeux";-9,561;-37,551;-1,209;-1,506;-1,57;-0,925;0,516;62,142;18,06;-2,224
"che";2033,877;-32,149;-4,006;-1,288;-8,29;-2,358;-29,052;-69,164;-6,124;-62,688
"genre";-23,019;-26,267;-1,612;-0,676;-0,276;-0,235;1,496;177,231;1,167;-39,374
"triste";-17,272;-23,512;-3,085;-1,901;-0,808;491,975;4,318;106,615;-1,523;-74,845
"air";-18,201;-26,827;-0,079;-0,608;3,61;-1,111;5,706;117,164;-0,136;-31,997
"rendre";-20,325;-39,091;-1,517;-1,768;62,338;-1,121;15,401;125,55;-1,32;-64,058
"oublier";-22,742;-39,655;2,427;0,077;-0,24;0,019;24,954;68,087;-0,168;-15,143
"maison";-22,002;-40,379;69,178;198,222;13,358;-2,724;55,434;7,609;-0,513;-53,361
"âge";-22,557;-14,511;-0,59;-3,524;-3,24;-2,793;-9,819;352,104;-5,333;-53,327
"gros";-21,447;-30,744;-0,039;76,412;0;0,746;3,551;14,262;91,713;-14,046
"mère";-21,447;-23,278;0,082;0,156;1,926;-1,012;68,689;21,884;1,717;-24,351
"genève";-21,447;-32,773;-1,346;-1,623;-4,121;-1,012;53,105;-10,792;-0,433;56,66
"écouter";-21,817;-14,637;-2,77;-3,409;-9,496;-2,701;-0,372;245,2;0,224;-40,631
"plaisir";-22,464;-13,057;-0,579;-1,768;6,509;0,025;-1,346;132,218;-0,584;-23,173
"perdre";-21,724;-27,421;1,474;-1,663;1,795;2,122;6,732;75,924;-0,088;-17,115
"travailler";-21,077;-36,274;-2,623;-0,479;-7,205;-0,974;216,556;53,276;-1,031;-61,001
"game";2434,346;-41,535;-4,511;-3,351;-9,336;-1,012;-30,468;-78,221;-6,897;-82,604
"emji_rose";2,175;546,734;-2,977;-2,212;-4,252;-1,752;-21,593;-43,145;-2,722;-56,314
"emji_chat_souriant_aux_yeux_en_coeurs";-7,879;458,848;-2,493;-1,852;0,001;-0,14;-11,875;-32,236;-3,811;-36,843
"rappeler";-17,378;-8,219;13,264;-0,524;-1,032;-0,151;126,36;-1,87;0,014;-5,988
"amour";-20,985;7,438;-2,604;-0,47;31,526;-0,964;-2,599;89,876;-4,839;-67,851
"rire";-14,653;-12,808;-0,016;-0,444;-5,321;-0,935;-2,396;-0,077;-0,334;71,149
"revenir";-19,691;-23,479;-0,278;0,323;0,079;0,152;15,318;97,571;-0,763;-33,124
"exactement";-21,817;-14,637;-4,589;-1,676;-1,099;0,044;-0,654;0,374;0,007;55,557
"emji_visage_souriant";0,029;-3,081;-1,119;-0,002;-6,769;-2,484;-3,271;-21,725;-4,55;98,588
"travail";-20,431;-28,724;-4,297;1,13;-1,517;-0,906;435,173;4,617;-3,086;-73,266
"ami";-18,574;-11,531;14,42;-0,01;0,226;0,091;31,123;45,644;0,389;-48,483
"importer";-20,615;-39,835;-1,209;-1,506;32,695;-2,552;3,775;119,847;0,405;-34,562
"era";2325,846;-39,268;-4,278;-3,178;-8,853;-2,518;-31,025;-76,718;-6,54;-72,9
"enfance";-18,758;90,433;224,729;-0,013;-3,908;-0,954;-0,608;-4,753;0,994;-39,203
"mdr";-21,077;-34,119;-2,623;0,185;-2,723;-0,974;-8,091;-14,168;-3,274;241,299
"fou";-21,077;-20,887;-2,623;-0,479;0,005;-0,128;-4,15;91,628;0,328;-0,604
"emji_visage_envoyant_un_bisou";-6,331;65,392;-1,808;-1;-5,427;-2,095;-6,785;-6,664;-0,014;2,172
"famille";-20,153;-24,371;-1,134;-0,003;2,626;-0,086;29,091;45,922;57,816;-48,512
"sortir";-14,384;-37,175;-0,351;7,691;0,269;-0,906;21,779;68,976;1,136;-27,208
"droit";-19,784;-29,441;-1,075;-0,36;-0,008;-2,449;1,904;201,456;2,48;-55,979
"histoire";-19,691;-12,467;-1,06;0;-1,311;0,152;-0,788;141,981;19,937;-40,634
"partie";-17,469;-33,273;0;163,748;5,954;-0,821;4,266;55,167;-0,002;-32,803
"nourrir";-19,322;-24,612;-1,002;-1,326;3874,673;-2,392;-23,01;-36,068;-6,214;-76,869
"côté";-20,246;-32,441;0,831;54,499;0,301;-2,506;8,324;51,629;0,475;-16,724
"retrouver";-18,205;-14,929;-4,278;-3,178;5,235;-2,518;177,725;0,001;-0,288;-11,286
"excellent";-14,474;0,02;-0,012;-1,493;-5,245;-2,541;-5,395;-6,262;-3,113;78,444
"réponse";-19,23;-24,431;-0,988;-3,005;-4,716;5,782;-3,331;263,27;-0,167;-42,955
"garçon";-19,876;0,027;41,767;-1,403;-6,69;-0,849;-11,754;173,832;-0,798;-61,057
"toilette";-5,718;-29,91;-3,074;7279,771;-6,362;-1,809;-3,301;-27,501;-2,862;-58,147
"heureusement";-19,876;-38,324;-1,09;0,301;11,882;-2,461;-0,874;142,476;-0,006;-16,945
"so";2023,702;-29,462;-2,167;-2,932;-8,169;-2,323;-24,237;-65,496;-6,035;-74,665
"répondre";-18,306;-30,651;-0,846;-1,187;-4,341;-0,691;-5,08;313,094;-0,523;-43,668
"ancien";-19,599;-4,014;-4,122;-0,344;-3,417;-0,821;0,361;136,178;8,07;-46,422
"that";2077,998;-36,139;-1,951;-2,759;-7,687;-2,186;-26,94;-66,616;-5,679;-70,257
"espérer";-17,469;-3,295;-2,33;0;4,338;-0,065;8,424;78,171;0,138;-52,98
"cher";-17,568;-11,643;-0,106;-0,183;0,398;-0,619;278,754;-0,457;-0,042;-36,807
"mec";-17,009;-20,644;-2,239;-2,99;-3,244;-2,369;5,913;47,958;-0,158;-0,008
"écrire";-18,676;-35,87;-0,188;-1,237;-4,49;-2,312;0,202;190,832;0,006;-21,596
"lire";-16,641;-38,406;-2,167;0,005;-8,169;-0,737;-1,155;250,465;1,765;-33,497
"place";-5,694;-26,346;-2,257;17,143;-0,135;-0,052;91,817;33,15;-0,68;-51,558
"los";1933,518;-34,062;-1,755;-2,601;-7,245;-2,061;-25,391;-62,787;-5,353;-63,509
"lo";2052,701;-34,172;-3,753;-2,788;-7,767;-2,209;-27,221;-64,639;-5,739;-68,279
"préférer";-18,491;-16,16;10,335;9,557;31,629;-0,709;-0,328;61,157;0,905;-32,519
"payer";-18,399;-35,304;-3,87;-2,875;0,239;-0,7;722,273;-10,923;-1,341;-57,683
"finir";-18,583;-25,07;-3,909;-1,224;44,848;1,346;42,158;23,578;-1,384;-21,307
"emji_ok";-1,742;86,458;0,833;0,102;-1,197;-0,497;-3,998;-6,222;-1,918;-4,378
"pire";-17,568;-29,155;-3,695;0,035;4,58;1,633;88,455;10,926;0,053;-15,504
"naître";-16,457;-31,213;79,01;1,646;-1,894;-2,301;0,069;37,777;31,201;-11,167
"georges";-17,014;43,815;-1,826;-1,013;-7,406;-0,566;-8,121;42,036;-1,029;-22,395
"partir";-0,033;-28,533;-0,159;-0,238;-0,949;-0,691;43,84;30,304;-2,48;-19,022
"journée";-18,122;-22,275;-0,145;19,068;-1,748;-0,673;175,156;5,521;-0,493;-31,221
"joli";-18,306;33,151;-2,076;-1,187;-7,968;-0,691;0,016;2,574;1,977;-4,472
"emji_visage_qui_hurle_de_peur";-1,377;-21,555;0,152;2,761;42,689;-1,444;19,771;-3,079;-0,76;0,046
"poser";-15,629;-33,983;-3,734;0,607;1,821;0,326;-1,557;212,877;-0,052;-41,583
"truc";-18,029;-30,09;-0,138;19,24;0,853;-2,232;25,068;36,006;5,344;-19,595
"servir";-0,995;-30,777;-0,696;655,404;4,844;-2,141;2,386;5,245;-0,367;-26,596
"play";1948,818;-36,328;-3,734;-2,774;-7,727;-2,198;-22,699;-61,672;-5,709;-62,647
"mort";-17,199;-32,852;-1,861;-2,687;23,919;-0,005;8,503;51,853;-0,354;-8,849
"eau";-17,014;-34,817;-3,579;1110,454;28,407;0,418;11,804;0,342;-3,601;-32,843
"idée";-17,845;-23,616;-3,753;-0,203;4,328;-0,015;62,984;24,638;0,037;-19,031
"garder";-18,029;-27,976;1,45;-0,217;25,214;-2,232;17,093;71,52;-0,478;-38,506
"attendre";-17,752;-31,717;1,546;-1,112;4,411;-2,198;108,189;6,469;-0,435;-11,239
"façon";-17,568;-16,067;-3,695;-1,087;-1,577;-0,619;-5,311;242,764;0,053;-38,821
"emji_deux_coeurs";0,495;176,71;-2,067;-0,176;-4,277;-0,034;-3,265;-11,77;-1,434;-22,295
"nature";-14,71;-2,576;-3,54;-2,63;151,952;-2,084;6,796;39,274;-3,543;-58,99
"emji_visage_souriant_avec_yeux_plissés";0,061;-18,576;-1,132;-0,001;-2,38;-1,65;-0,499;-12,069;-4,285;89,175
"début";-16,922;-23,738;-0,644;-0,14;-2,436;-0,557;100,001;17,46;-0,014;-13,685
"élastique";-14,802;-19,956;8049,709;-2,644;-7,366;-2,095;-23,577;-55,987;-5,442;-59,356
"dimanche";-15,262;-11,951;2,663;-2,385;-0,307;5,36;492,208;-27,823;-3,06;-32,309
"compte";-16,737;-31,909;-3,521;-2,615;0;-0,54;31,18;126,685;-0,009;-46,482
"el";1787,857;-32,363;-3,326;-0,855;-6,884;-1,958;-24,125;-59,656;-5,086;-54,971
"société";-16,737;-19,601;-1,772;-0,976;0;4,347;-1,453;256,424;-2,044;-63,876
"rts";-12,371;-9,829;-3,462;-2,572;-7,165;-0,514;60,343;-0,263;-0,255;4,237
"is";1774,467;-26,169;-3,385;-2,514;-7,004;-1,992;-20,186;-60,7;-5,175;-61,308
"noir";-15,63;-25,237;-1,561;-2,442;0,036;-0,438;-6,46;-33,002;2960,448;-29,761
"bonheur";-16,645;-1,809;1,982;-2,601;-0,134;-0,531;-5,363;178,886;-0,279;-53,236
"valoir";-16,276;-15,314;-3,424;-0,915;10,351;-2,015;28,556;-2,133;0,177;8,074
"mode";-13,701;-27,773;0,175;1,034;0,911;-1,958;-1,41;120,502;0,242;-15,703
"merveilleux";-14,068;160,517;4,139;-0,903;-1,171;0;-1,655;0,231;-0,221;-53,898
"normal";-6,679;-23,35;-3,307;-0,072;6,591;0,003;-3,469;142,343;0,002;-28,224
"mauvais";-15,907;-30,212;0,932;-0,867;16,874;2,215;-0,266;115,061;10,351;-43,276
"emji_visage_qui_fait_un_câlin";0,008;20,899;0,279;-0,04;-3,018;-1,855;0,516;-1,525;-0,615;-3,502
"exprimer";-15,815;-14,472;-3,326;-2,471;-4,956;-0,455;-17,753;329,175;3,482;-60,208
"acheter";-15,907;-30,212;2,324;2,724;93,272;0,002;138,905;-0,601;0,873;-41,041
"exemple";-16,368;-3,521;-3,443;4,922;0,004;0;6,526;65,952;4,872;-45,056
"too";1763,507;-30,401;-3,365;-2,5;-6,964;-1,981;-24,406;-60,352;-5,145;-50,697
"propre";-15,723;-29,836;-1,578;504,047;-0,05;-1,946;1,977;31,59;5,494;-32,022
"elástico";1882,214;-32,363;-3,326;-2,471;-6,884;-1,958;-24,125;-59,656;-5,086;-62,916
"emji_visage_boudeur";-1,028;-10,098;-0,146;-1,104;361,96;0,022;11,03;-7,921;0,296;-20,517
"emji_visage_très_souriant_aux_yeux_rieurs";5,512;-13,046;3,344;0,319;-4,252;-0,311;0,584;-11,758;-4,552;29,626
"cours";-14,801;-25,71;133,653;-2,313;-1,704;-1,832;0,293;65,001;0,034;-16,861
"gentil";-15,538;0,828;-3,268;-2,428;226,397;-0,43;-0,412;6,607;-0,15;-31,349
"voiture";-14,893;-23,748;-0,378;-0,737;0,534;-0,373;565,206;-28,454;-2,947;-25,302
