"";"";"";"";"plastique";""
"344";"emji_mains_qui_forment_un_coeur_peau_claire";"0.00142306087679629";"-2.95304620287407";"0.810945628399919";"646"
"345";"emji_applaudissements_peau_claire";"0.017522513923025";"-3.26516715067393";"0.810568340328644";"650"
"346";"québécois";"-0.352208319861659";"0.167942782718473";"0.810486085482489";"651"
"347";"dispo";"-0.417152587875506";"-0.0392517761605683";"0.810383605743869";"653"
"348";"emji_coeur_grandissant";"-0.0310628454245823";"-3.44570158047937";"0.810312610116199";"655"
"349";"emji_visage_souriant";"-0.0663539051837688";"-0.267451022939969";"0.810258920324349";"657"
"350";"emji_tête_de_fou";"-0.248926019171086";"0.152704383874921";"0.809911761087724";"659"
"351";"fondue";"-0.353509647889804";"-0.0265447568347071";"0.809903733681952";"660"
"352";"sublime";"-0.218930142655848";"-3.50570281817177";"0.809731405087916";"662"
"353";"carte";"-0.426271580816606";"0.181572879220712";"0.809715871536487";"663"
"354";"emji_étourdissement";"-0.205951053270373";"-3.74190123081944";"0.809647273705346";"664"
"355";"benett";"-0.358125438697381";"0.105608673422809";"0.809619438415202";"665"
"356";"belge";"-0.373613214868325";"0.193189684804624";"0.809449090609603";"667"
"357";"emji_coeur_point_d_exclamation";"0.170576501934978";"-3.39258580949411";"0.809372673876737";"668"
"358";"terrible";"-0.385800030003393";"0.288933194647548";"0.809302303761204";"669"
"359";"emji_visage_souriant_avec_yeux_plissés";"-0.0801815320917532";"0.169868601793125";"0.809277596031751";"670"
"360";"perdition";"-0.434837943232421";"0.0498867755946239";"0.808961086889891";"676"
"361";"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";"-0.0860303046586683";"0.0866298358280701";"0.80891740529225";"677"
"362";"lorrain";"-0.349612043218206";"0.161003149442759";"0.808656045470562";"678"
"363";"emji_feuille";"0.0810779441538861";"-3.78095056169635";"0.808565763218635";"679"
"364";"emji_yeux";"-0.304414222598417";"-0.181700218589111";"0.808422729443065";"680"
"365";"huitante";"-0.339131632099869";"-0.101448867499502";"0.808352880587648";"681"
"366";"excellent";"-0.309108511798407";"-0.498721004946337";"0.808158867572825";"683"
"367";"ahaha";"-0.355179554705967";"0.117191267300667";"0.808044190347514";"684"
"368";"arracher";"-0.430236806200115";"0.204639976960465";"0.807818380465673";"685"
"369";"pull";"-0.348938246434589";"-0.0398358359163848";"0.807493531161972";"686"
"370";"rire";"-0.341014714778494";"-0.0135304838693614";"0.807398349064964";"687"
"371";"drôle";"-0.377329196199162";"0.25389425910793";"0.807107902928856";"688"
"372";"discipliné";"-0.445667163552479";"0.15526741160048";"0.807082882443334";"689"
"373";"chagrin";"-0.445667163552479";"0.15526741160048";"0.807082882443334";"690"
"374";"abominable";"-0.446801533731602";"0.232082508855951";"0.807082882443334";"691"
"375";"fribourg";"-0.357543559953234";"0.0102071384621449";"0.807052440852615";"692"
"376";"horrible";"-0.413713510830195";"0.593393746015398";"0.806591334154839";"693"
"377";"cornet";"-0.363138667919665";"0.227217138673062";"0.806555992719039";"694"
"378";"benetton";"-0.352369356951728";"0.0421887075440556";"0.806555992719039";"695"
"379";"jurer";"-0.334914398219575";"0.16448744087509";"0.806538478379173";"696"
"380";"emji_singe_ne_rien_voir";"-0.20624359444066";"0.162380339274334";"0.806440689981589";"697"
"381";"emji_visage_qui_tire_la_langue_les_yeux_plissés";"-0.348677996710536";"-0.0223605174560197";"0.806399197676431";"698"
"382";"canton";"-0.23652567921755";"0.312467508761521";"0.806385332157371";"699"
"383";"neuchâtelois";"-0.34582099539452";"0.145462873367614";"0.806272844224542";"700"
"384";"cyril";"-0.141704737519078";"-0.144811459904232";"0.80619486371133";"701"
"385";"emji_visage_avec_lunettes_de_soleil";"-0.120732178270797";"-0.506417416888808";"0.806031292287227";"702"
"386";"chaussette";"-0.381702221565742";"0.327702533116276";"0.805935380426057";"703"
"387";"genève";"-0.40603446397653";"0.282901351415998";"0.805887841503564";"704"
"388";"féminité";"-0.396470344581129";"-0.643621802633296";"0.80583123265507";"705"
"389";"abonner";"-0.446867153347001";"0.252688511678882";"0.80583123265507";"706"
"390";"franc";"-0.395889026813572";"0.225125906903625";"0.805775353570736";"707"
"391";"exactement";"-0.394497373142889";"0.0386024169600733";"0.805772851522184";"708"
"392";"schnek";"-0.34582099539452";"0.145462873367614";"0.805700604870238";"709"
"393";"burlington";"-0.352712258251564";"0.185320477057244";"0.805516495797601";"710"
"394";"belgique";"-0.392229755786343";"0.300373810832413";"0.805431530398847";"711"
"395";"singe";"-0.467473595729168";"0.372586696900918";"0.805406822669394";"712"
"396";"hallucinant";"-0.435746908166596";"0.0676424776925377";"0.805406822669394";"713"
"397";"gruyère";"-0.349320662825529";"-0.00534007211920186";"0.805259827316949";"714"
"398";"new_wave";"-0.318319139307396";"-0.679576123215986";"0.805217396743584";"715"
"399";"emji_visage_éméché";"-0.265502622288901";"0.387837201419994";"0.805156930570238";"716"
"400";"pareil";"-0.406851121669642";"0.154671081491712";"0.805018379631657";"717"
"401";"dignité";"-0.421551648988832";"-0.294149545168681";"0.80500534812878";"718"
"402";"emji_crâne";"-0.239719037099506";"0.352231688458438";"0.804991691113766";"719"
"403";"puch";"-0.198412439898465";"-0.228998900787944";"0.804981057407419";"720"
"404";"chaleureux";"-0.42985220631714";"0.249013710237771";"0.804937480061801";"722"
"405";"vaud";"-0.323006564848587";"0.19455580067082";"0.80482801543764";"725"
"406";"mdrr";"-0.365403583834517";"0.0646809778472423";"0.804721157114054";"726"
"407";"calosse";"-0.34582099539452";"0.145462873367614";"0.804556334665674";"727"
"408";"maxi";"-0.354693477251869";"0.249861369143742";"0.804527039847208";"728"
"409";"neuchâtel";"-0.372045809114618";"0.242595226915338";"0.804517135905022";"729"
"410";"génie";"-0.373680917602457";"0.0650043902441782";"0.804480022184831";"731"
"411";"emmental";"-0.334969065079512";"-0.120288834808486";"0.804377542446211";"732"
"412";"léman";"-0.368953957340455";"0.229838225979715";"0.804349602904044";"733"
"413";"crétin";"-0.36834253379104";"0.235556895614183";"0.804349602904044";"735"
"414";"pépite";"-0.357432655214402";"-0.230935355362742";"0.804317284776911";"736"
"415";"jean";"-0.39431071259854";"0.216616512512677";"0.804306755322587";"737"
"416";"blague";"-0.403337372422098";"0.385932288971048";"0.804306755322587";"738"
"417";"blessure";"-0.444015612852791";"0.259422480327229";"0.804267556561935";"739"
"418";"soupe";"-0.36042089288312";"0.207799355907111";"0.804246080645195";"740"
"419";"mdrrr";"-0.382876881194026";"0.192549862742187";"0.804244204108781";"741"
"420";"emji_visage_avec_bouche_ouverte";"-0.150190413616829";"-0.156733273296836";"0.804237844735377";"742"
"421";"ahah";"-0.362794997796144";"-0.103755059295325";"0.8042261685088";"743"
"422";"ahhh";"-0.2123396186089";"-0.00934377005765977";"0.804077713628033";"744"
"423";"désirer";"-0.471477959517722";"0.487963154177497";"0.804026213128666";"745"
"424";"emji_visage_souriant_avec_yeux_rieurs";"-0.159926635394255";"-0.149956026387445";"0.803872858402817";"746"
"425";"sony";"-0.354768685984407";"0.172420816008632";"0.803809160416758";"747"
"426";"calculatrice";"-0.399917068756221";"-0.411923914582789";"0.803746609202952";"748"
"427";"valaisan";"-0.358597605725574";"-0.0691529617261884";"0.803702406345195";"749"
"428";"mouillemerde";"-0.361728000887652";"0.193388104729424";"0.803685830273536";"750"
"429";"sushis";"-0.361728000887652";"0.193388104729424";"0.803685830273536";"751"
"430";"emji_chat_qui_pleure_de_joie";"-0.363481769924254";"0.291776320948057";"0.8035986755823";"752"
"431";"raclette";"-0.333445673299415";"-0.311323847236551";"0.8035986755823";"753"
"432";"pauvreté";"-0.471793875684383";"0.434008287827301";"0.803401535006787";"754"
"433";"pendule";"-0.415547825486632";"-0.182289401911346";"0.803330226623048";"755"
"434";"retenue";"-0.458952655488021";"0.408399877620069";"0.802989739515895";"756"
"435";"déconner";"-0.418434132518943";"-0.156021231082532";"0.802905920889395";"757"
"436";"stratosphère";"-0.446867153347001";"0.252688511678882";"0.802905920889395";"760"
"437";"emji_visage_persévérant";"-0.347964152780462";"-1.41190695485302";"0.802905920889395";"761"
"438";"emji_femme_avec_la_paume_sur_le_visage_peau_mate";"-0.312738875857903";"-1.09669403468344";"0.802905920889395";"762"
"439";"aveuglement";"-0.45288664376585";"0.225521168937718";"0.802905920889395";"764"
"440";"uriner";"-0.419551983808497";"0.668759251199755";"0.802905920889395";"765"
"441";"solde";"-0.413075734670509";"0.182603294203575";"0.802905920889395";"766"
"442";"planétaire";"-0.399146136867606";"0.108912817593451";"0.802905920889395";"767"
"443";"pffffffff";"-0.37785045774795";"0.497816214373161";"0.802905920889395";"768"
"444";"paroxysme";"-0.399146136867606";"0.108912817593451";"0.802905920889395";"769"
"445";"monique";"-0.421249043657871";"-0.00750783144400966";"0.802905920889395";"770"
"446";"mercantile";"-0.446867153347001";"0.252688511678882";"0.802905920889395";"771"
"447";"maudit";"-0.405165627286454";"0.0817454748522873";"0.802905920889395";"772"
"448";"machisme";"-0.446867153347001";"0.252688511678882";"0.802905920889395";"773"
"449";"lanusse";"-0.399146136867606";"0.108912817593451";"0.802905920889395";"774"
"450";"labite";"-0.357444610807059";"-0.0620302192331435";"0.802905920889395";"775"
"451";"jeunette";"-0.45288664376585";"0.225521168937718";"0.802905920889395";"776"
"452";"invitation";"-0.45288664376585";"0.225521168937718";"0.802905920889395";"777"
"453";"incurable";"-0.446867153347001";"0.252688511678882";"0.802905920889395";"778"
"454";"hantise";"-0.399146136867606";"0.108912817593451";"0.802905920889395";"780"
"455";"euthanasier";"-0.413075734670509";"0.182603294203575";"0.802905920889395";"782"
"456";"désinformation";"-0.405165627286454";"0.0817454748522873";"0.802905920889395";"783"
"457";"déraisonnable";"-0.357444610807059";"-0.0620302192331435";"0.802905920889395";"784"
"458";"crush";"-0.405165627286454";"0.0817454748522873";"0.802905920889395";"786"
"459";"crucifier";"-0.446867153347001";"0.252688511678882";"0.802905920889395";"787"
"460";"corne";"-0.463611662288832";"0.474892387927527";"0.802905920889395";"788"
"461";"contrainte";"-0.446867153347001";"0.252688511678882";"0.802905920889395";"789"
"462";"cie";"-0.446867153347001";"0.252688511678882";"0.802905920889395";"790"
