"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"50";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"51";3;4;7;9;10;12;14;16;18;20;23;24;24;24;24;24;24;24;24
"52";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"53";3;4;7;9;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31
"54";3;4;7;9;10;12;14;16;18;20;23;24;24;24;24;24;24;24;24
"55";3;4;7;9;10;12;14;16;18;20;23;24;24;24;24;24;24;24;24
"56";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"57";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"58";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"59";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"60";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"61";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"62";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"63";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"64";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"65";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"66";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"67";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"68";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"69";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"70";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"71";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"72";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"73";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"74";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"75";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"76";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"77";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"78";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;35;35;35
"79";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;35;35;35
"80";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"81";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"82";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"83";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"84";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"85";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"86";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"87";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"88";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"89";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"90";3;4;7;9;10;12;14;16;18;20;23;25;27;29;29;29;29;29;29
"91";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"92";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"93";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"94";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"95";3;4;7;9;10;12;14;16;18;21;21;21;21;21;21;21;21;21;21
"96";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"97";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"98";3;4;7;9;10;13;13;13;13;13;13;13;13;13;13;13;13;13;13
"99";3;4;7;9;10;12;14;16;18;20;23;25;27;29;29;29;29;29;29
"100";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"101";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"102";3;4;7;9;10;12;14;16;18;20;23;25;27;29;29;29;29;29;29
"103";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"104";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"105";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"106";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"107";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"108";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"109";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"110";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"111";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"112";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"113";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"114";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"115";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"116";3;4;7;9;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17
"117";3;4;7;9;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17
"118";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"119";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"120";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"121";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"122";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"123";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"124";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"125";3;4;7;9;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17
"126";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"127";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"128";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"129";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"130";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"131";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"132";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"133";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"134";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;35;35;35
"135";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"136";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"137";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"138";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"139";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"140";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"141";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"142";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"143";3;4;7;9;10;12;14;16;18;20;23;25;27;29;29;29;29;29;29
"144";3;4;7;9;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17
"145";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"146";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"147";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"148";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"149";3;4;7;9;10;12;14;16;18;20;23;25;27;29;29;29;29;29;29
"150";3;4;7;9;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17
"151";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"152";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"153";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"154";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"155";3;4;7;9;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17
"156";3;4;7;9;10;12;14;16;18;20;23;25;27;29;29;29;29;29;29
"157";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"158";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"159";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;36;36
"160";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;36;36
"161";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"162";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"163";3;4;7;9;10;12;14;16;18;20;23;24;24;24;24;24;24;24;24
"164";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"165";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"166";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"167";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"168";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"169";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"170";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"171";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"172";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"173";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"174";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"175";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"176";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"177";3;4;7;9;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17
"178";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"179";3;4;7;9;10;12;14;16;18;20;22;22;22;22;22;22;22;22;22
"180";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"181";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"182";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"183";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"184";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"185";3;4;7;9;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31
"186";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"187";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"188";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"189";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"190";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"191";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"192";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"193";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"194";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"195";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"196";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"197";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;35;35;35
"198";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"199";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"200";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"201";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"202";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"203";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"204";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"205";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"206";3;4;7;9;10;12;14;16;18;20;23;25;27;29;29;29;29;29;29
"207";3;4;7;9;10;12;14;16;18;20;23;25;27;29;29;29;29;29;29
"208";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"209";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"210";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"211";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"212";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"213";3;4;7;9;10;12;14;16;18;20;23;25;27;29;29;29;29;29;29
"214";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"215";3;4;7;9;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31
"216";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"217";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"218";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"219";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"220";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"221";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"222";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"223";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"224";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"225";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"226";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"227";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"228";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"229";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"230";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"231";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"232";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"233";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"234";3;4;7;9;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17
"235";3;4;7;9;10;12;14;16;18;20;23;25;27;29;29;29;29;29;29
"236";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"237";3;4;7;9;10;12;14;16;18;21;21;21;21;21;21;21;21;21;21
"238";3;4;7;9;10;12;14;16;18;21;21;21;21;21;21;21;21;21;21
"239";3;4;7;9;10;12;14;16;18;20;23;25;27;29;29;29;29;29;29
"240";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"241";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"242";3;4;7;9;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31
"243";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"244";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"245";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"246";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"247";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"248";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"249";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"250";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"251";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"252";3;4;7;9;10;12;14;16;18;20;23;25;27;29;29;29;29;29;29
"253";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"254";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"255";3;4;7;9;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31
"256";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"257";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"258";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"259";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"260";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"261";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"262";3;4;7;9;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17
"263";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"264";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"265";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"266";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"267";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"268";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;35;35;35
"269";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"270";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"271";3;4;7;9;10;12;14;16;18;21;21;21;21;21;21;21;21;21;21
"272";3;4;7;9;10;12;14;16;18;20;22;22;22;22;22;22;22;22;22
"273";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"274";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"275";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"276";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"277";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"278";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"279";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"280";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"281";3;4;7;9;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17
"282";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"283";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;36;36
"284";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"285";3;4;7;9;10;12;14;16;18;20;23;24;24;24;24;24;24;24;24
"286";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"287";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"288";3;4;7;9;10;12;14;16;18;20;23;25;27;29;29;29;29;29;29
"289";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"290";3;4;7;9;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17
"291";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"292";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"293";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"294";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"295";3;4;7;9;10;12;14;16;18;20;23;25;27;29;29;29;29;29;29
"296";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"297";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"298";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"299";3;4;7;9;10;12;14;16;18;20;23;25;27;29;29;29;29;29;29
"300";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"301";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"302";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"303";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"304";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"305";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;35;35;35
"306";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"307";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"308";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"309";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"310";3;4;7;9;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31
"311";3;4;7;9;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31
"312";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;35;35;35
"313";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"314";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"315";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"316";3;4;7;9;10;12;14;16;18;21;21;21;21;21;21;21;21;21;21
"317";3;4;7;9;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17
"318";3;4;7;9;10;12;14;16;18;21;21;21;21;21;21;21;21;21;21
"319";3;4;7;9;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17
"320";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"321";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"322";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"323";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
"324";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"325";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"326";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;35;35;35
"327";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"328";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"329";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;35;35;35
"330";3;4;7;9;10;12;14;16;18;20;22;22;22;22;22;22;22;22;22
"331";3;4;7;9;10;12;14;16;18;20;23;25;26;26;26;26;26;26;26
"332";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;38
"333";3;4;7;9;10;12;14;16;19;19;19;19;19;19;30;30;30;37;39
"334";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"335";3;4;7;9;10;12;14;16;18;20;23;25;27;28;28;33;34;34;34
"336";3;4;7;9;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15
