"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10"
"rester";0,718;0;1;0,628;1;0,833;1;1;1;1
"prévoir";1;1;0,001;0,425;1;1;0,4;1;0,629;1
"nouvelle";1;1;0,636;1;1;1;0,78;1;1;0
"gaza";1;1;1;1;0,087;1;0;1;1;0,665
"devenir";1;1;1;1;1;1;0,055;1;0,005;0,016
"?";0,001;1;1;1;1;0;1;1;1;0,001
"étude";1;1;1;1;0,096;0;1;1;1;1
"octobre";0,217;1;0,002;0,173;1;1;1;1;0,066;1
"mort";1;0,329;0,688;0,624;1;1;1;0,001;0,66;1
"atteindre";1;0,097;1;0;1;1;1;1;0,015;1
"aller";1;0,625;0;0,347;1;1;1;1;0,516;1
"souligner";1;0,518;1;1;0,001;0,007;1;1;1;1
"semaine";1;0,112;1;0,016;0,948;0,51;1;0,68;1;1
"police";1;0,006;0,731;1;1;1;1;0,527;1;0,381
"mois";1;0,274;1;0;1;1;1;0,627;1;1
"homme";0,856;1;1;1;1;0,112;1;0;1;1
"emji_drapeau_france";1;1;1;1;1;1;1;0;1;1
"victime";0,752;0,126;0,756;1;1;1;0,416;0,002;1;1
"unir";0,001;1;1;1;1;1;1;0;1;1
"travail";1;1;0,005;1;0,45;1;0,156;1;1;1
"mercredi";1;1;1;0,965;1;1;0;0,018;0,278;1
"enquête";1;1;0,07;1;1;0;1;0,001;1;1
"samedi";0,037;1;1;0;0,648;1;1;0,001;1;1
"offrir";1;1;0,688;0,624;1;1;1;1;0,255;0
"ligne";1;1;1;0,173;0,029;0,008;1;1;1;1
"heure";0,805;0,007;1;1;1;0,731;0,177;1;1;1
"rts";1;1;0,344;1;0,031;1;0,452;1;0,029;1
"publier";1;1;1;0,827;1;0;1;0,203;1;1
"lancer";1;1;1;1;0,992;1;0;1;1;0,992
"emji_ballon_de_football";0;1;1;1;1;1;1;1;1;1
"place";0,954;1;0,221;1;0,901;1;0,303;1;1;0,095
"passer";0,954;1;0,065;1;1;0,044;0,303;1;1;1
"connaître";1;1;1;0,006;1;1;1;1;0,002;0,048
"trump";1;1;1;1;0,278;1;1;0;0,572;1
"réseau";1;1;1;1;0;0,002;1;0;1;0,992
"prochain";0,856;1;0,001;1;1;1;0,216;1;0,406;0,804
"partir";1;0,764;0,688;1;1;1;0,112;0,368;1;1
"suite";0,526;1;1;0,462;1;1;0,045;0,227;1;1
"marquer";0,641;0,276;1;0,144;1;1;0,301;1;1;0,594
"voir";0,096;0,564;1;1;0,011;1;1;0,203;1;0,001
"vaudois";1;1;1;1;1;1;0;1;1;1
"population";1;0,319;1;1;1;0,002;0;1;1;0,948
"partie";1;0,618;0,549;1;1;0,472;0,249;0,78;1;1
"groupe";1;1;1;0,517;1;1;0,249;1;0;1
"français";0,632;1;1;1;1;1;1;0;0,408;1
"emji_drapeau_territoires_palestiniens";1;1;1;1;1;1;0;1;1;1
"violence";1;0,016;1;1;1;1;1;0,019;0,325;1
"rendre";0,906;0,015;1;0,827;1;1;1;0,203;0,001;1
"international";1;0,14;0,96;1;1;1;1;1;0,016;1
"demander";1;0,969;0,432;1;1;1;0;0,036;1;1
"ancien";1;1;1;1;0,594;1;0,086;0;1;1
"nuit";0,143;1;0,442;0,115;1;1;1;0,932;1;0,124
"ministre";1;1;1;1;1;1;0,001;0,002;1;0,825
"emji_balance_à_poids";1;1;1;1;1;1;1;0;1;1
"désormais";1;0,865;0,282;1;1;0,726;1;0,112;1;1
"donald";1;1;1;1;1;1;1;0,001;0,249;1
"couper";0;1;1;1;1;1;0,303;1;1;1
"animal";1;0,055;1;1;0,128;0,472;1;1;0,004;1
"rapport";1;0;1;1;1;0,794;1;1;1;1
"france";1;1;1;0,778;1;1;1;0;0,857;1
"fois";1;0,764;1;0,173;1;1;1;1;0;1
"européen";1;1;0,185;1;0;1;1;0,575;0,92;1
"droit";1;0,764;1;1;1;1;0;0,014;1;1
"créer";0,641;1;1;1;1;1;0,728;0,843;0,049;0,594
"centre";1;1;1;1;0,215;1;0,037;0,058;1;1
"équipe";0;1;1;1;1;1;1;0,575;0,92;0,854
"sécurité";1;0,01;0,801;1;1;0,726;0,012;1;1;1
"réduire";1;0,075;0,055;1;1;0,005;1;1;1;1
"nombre";1;0;1;1;1;1;1;1;1;1
"mesure";1;0,126;0,756;1;1;1;0;0,418;1;1
"décision";1;1;0,96;1;0,428;1;0,03;0,028;1;1
"chiffre";1;0;1;1;1;0,51;1;0,272;1;1
"également";1;0,14;1;1;0;1;1;0,648;1;1
"soir";0,063;1;1;0,004;1;1;0,942;0,003;0,793;1
"remporter";0;1;1;1;1;1;1;1;0,004;1
"présenter";1;1;0,04;1;1;0,142;0,063;1;1;1
"poste";1;0,834;0;1;1;1;1;0,961;1;1
"emji_gyrophare";1;0,209;0,012;1;0,482;1;1;0,642;1;1
"début";1;0,764;0,274;0;1;1;1;1;1;1
"causer";1;0,064;0,05;0,648;1;1;1;1;1;1
"saison";0;0,232;0,951;1;1;1;1;1;1;1
"revenir";0,182;0,002;1;1;0,156;1;1;1;1;0,594
"retour";0,15;1;1;0,117;0,015;1;0,249;1;1;1
"plan";1;1;0;0,878;0,897;1;0,22;1;1;0,897
"famille";1;1;0,619;0,144;1;1;1;0,009;0,592;1
"attendre";1;0,075;0,619;0;1;1;1;1;1;1
"affaire";1;1;1;1;0,428;0,083;1;0;1;1
"vie";1;0,834;0,756;1;0,702;0,012;1;1;0,087;1
"sexuel";1;1;1;1;1;0,726;1;0;1;1
"record";0;0,126;1;0,003;1;1;1;1;0,727;1
"proposer";0,296;0,051;0,715;1;0,265;1;1;1;1;0,963
"politique";1;0,865;1;0,301;1;1;0,001;1;1;1
"ouvrir";1;1;0,002;0,005;1;1;1;0,648;1;0,428
"nombreux";1;0,544;0,027;1;1;1;1;0,715;1;1
"membre";1;0,865;1;1;1;0,726;0,085;1;0,776;1
"baisser";1;0;0,009;1;1;1;1;1;1;1
"artiste";1;1;1;1;1;1;1;1;0;1
"accord";1;1;0,428;1;1;1;0,029;1;0,415;1
"toucher";1;0;1;1;1;0,726;1;1;1;1
"soutenir";1;1;1;1;1;1;0;1;1;0,156
"région";1;1;0,007;0,115;1;1;1;0,932;1;0,124
"risque";1;0,038;1;1;0,484;0,018;1;0,227;1;1
"raison";1;0,075;0,801;1;1;1;1;0,112;0,264;1
"mener";1;1;1;1;0;0;1;0,78;1;1
"matin";1;1;0,731;0,013;1;1;0,796;1;0,714;0,381
"manifestation";1;1;1;0,56;1;1;0;1;1;1
"lieu";0,512;1;1;0;0,482;1;1;0,642;1;0,482
"emji_urne_électorale";1;1;1;1;1;1;0;1;1;1
"célèbre";1;1;1;0,301;1;1;1;1;0;0,318
"concerner";1;0,691;0,001;1;1;0,178;1;0,843;1;1
"berner";1;1;0,626;0,202;1;1;0,037;1;0,603;0,897
"1er";0,253;0,126;1;0,003;1;1;1;1;1;0,004
"utiliser";1;1;0,883;1;0,373;0;1;1;1;1
"niveau";1;0;1;0,018;1;1;0,301;1;1;1
"majeur";1;1;0,007;1;1;1;0,517;1;0,423;0,748
"lier";0,526;0,181;1;1;1;0,002;1;0,715;1;1
"géant";0;1;0,282;1;1;1;1;1;1;0,318
"expliquer";1;1;1;0,018;0;1;1;1;1;1
"etat";1;1;1;1;1;1;0;0,112;1;1
"emji_globe_tourné_sur_l_afrique_et_l_europe";1;1;1;1;1;0,018;1;0,227;0,133;1
"augmenter";1;0;1;1;1;0,038;1;1;1;1
"accuser";1;1;0,972;1;1;0,917;1;0;1;1
"titre";0,028;1;1;1;0,594;1;1;0,843;0;1
"suivre";1;0,544;0,003;1;1;1;1;1;1;0,484
"seulement";0,072;0;1;1;1;0,806;1;1;1;1
"résultat";0,934;0,685;1;1;1;0,558;0,003;1;1;1
"précédent";1;0;1;1;1;1;1;1;1;1
"mètre";0,352;1;1;0;1;1;1;1;1;0,043
"montrer";1;0,14;0,96;1;1;0,011;1;1;1;1
"inclure";1;1;0;1;0,373;1;1;1;0,857;1
"guerre";1;1;0;0,878;0,897;1;1;1;0,603;1
"gouvernement";1;0,777;1;1;1;1;0;0,44;1;1
"entreprise";1;0,005;0;1;1;0,955;1;1;1;1
"emji_symbole_d_avertissement";1;0;1;0,806;1;0,472;1;1;1;1
"cas";1;0;1;0,944;0,265;1;1;1;1;1
"attaque";1;0,005;1;1;1;1;1;1;0,249;1
"association";0,584;0,001;1;1;1;1;1;0,006;1;1
"émission";1;1;0,04;1;0,539;1;1;1;1;0
"tour";0,024;1;1;1;1;1;1;0,37;1;0
"the";1;1;1;1;1;0,142;1;1;0;1
"temps";1;1;1;1;0;1;1;1;1;1
"sortir";1;0,865;1;0;1;1;1;1;0,005;1
"situation";1;0,904;0,18;1;1;1;0,224;0,076;1;1
"saint";0,006;1;1;1;1;1;0,118;1;1;0,373
"recevoir";1;1;0,801;1;0,043;1;1;1;0,051;1
"milliard";1;0,777;0;1;1;0,643;1;1;1;1
"juger";1;1;1;1;1;1;0,03;0;1;1
"indiquer";1;0,105;0,345;0,003;1;1;0,98;0,58;1;1
"humain";1;0,764;1;1;1;0;1;1;1;1
"habitant";1;0,263;0,715;0,25;1;0,643;1;1;1;0,001
"euses";1;1;1;1;0,265;0;1;1;1;0,963
"effet";1;0,948;1;1;0;0,806;1;1;0,857;1
"directeur";1;0,01;0,282;1;0,002;1;1;1;1;1
"confirmer";1;1;0,111;1;1;0,083;1;0,648;0,935;1
"condition";1;1;1;1;0;0,806;0,426;1;1;1
"campagne";1;1;1;1;0,373;0,806;0,118;0,019;0,857;1
"armée";1;1;0,428;1;1;1;0,029;0,275;1;1
"agir";1;1;1;0,117;1;0,003;0,001;1;1;1
"accueillir";1;1;1;1;1;1;0,118;1;0,001;0,373
"accident";1;0;0,345;1;1;0,287;1;1;1;1
"zurich";1;1;0,002;1;0,897;1;1;1;1;0,019
"tuer";1;0,775;0,731;1;1;0,088;1;0,041;1;1
"succès";0,296;1;1;0,944;0,029;1;1;1;0,034;1
"soutien";1;0;1;1;0,825;1;1;1;1;1
"recherche";1;1;1;1;0;0,346;1;0,185;0,101;1
"particulièrement";1;0,001;1;0,053;1;0;1;1;1;1
"organisation";1;1;1;1;1;0;1;1;0,776;1
"officiel";1;1;1;1;0,665;1;0;1;1;0,665
"journée";1;0,01;1;0,002;1;1;0,354;1;1;1
"janvier";1;0,105;1;1;1;1;0,98;1;1;0
"espèce";1;0,775;0,11;1;1;1;1;1;0,714;0,015
"crise";1;0,685;1;1;1;1;0;1;1;1
"cantonal";1;1;1;1;1;1;0;1;1;1
"autorité";1;1;0,534;0,806;1;1;0,617;0,002;1;1
"édition";1;1;1;0,026;1;1;1;1;0;0,963
"économique";1;0,589;1;1;0,825;0,472;0,617;1;0,112;1
"âgé";0,19;1;1;0,806;1;0,009;1;1;1;1
"âge";1;1;1;1;1;0,007;0,98;0,58;0,01;1
"voix";1;1;1;1;0,087;1;0;1;1;1
"vente";1;1;0;1;0,539;1;1;0,055;1;1
"susciter";1;1;1;1;1;0,287;0,98;0,001;1;1
"ski";0;0;1;1;1;1;1;1;1;1
"romand";1;0,051;0,222;1;0,265;1;1;1;0,691;1
"rencontre";0,409;1;1;1;1;1;0,796;1;0,004;0,381
"proche";1;0,14;1;0,408;1;1;0,501;0,002;1;1
"prison";1;1;1;1;0,963;1;1;0;1;1
"phénomène";1;1;1;1;0,128;0,472;1;1;1;0
"participer";0,41;1;0,883;1;0;1;1;1;0,857;1
"pari";1;1;1;1;1;1;1;0;1;1
"office";1;0;1;1;1;0,083;1;1;1;1
"neuchâtel";1;1;0,003;1;1;0,037;0,416;1;1;1
"naturel";1;1;0,013;1;0,825;1;1;1;0,011;0,825
"important";1;0,064;0,05;1;0,665;1;1;0,844;1;1
"haut";1;0,865;0,801;0,002;1;0,231;1;1;1;1
"fermer";0,862;0,148;0,534;1;1;1;1;0,302;1;0,825
"estimer";1;0,329;0,282;1;0,043;1;0,354;1;1;1
"emji_flocon";1;1;1;0;1;1;1;1;1;1
"critique";1;0,016;0,883;1;0,373;1;0,118;1;1;1
"cours";1;0,202;1;0;1;0,133;1;1;1;1
"conseiller";1;1;1;1;1;1;0;1;1;1
"cff";1;1;0,004;0,079;1;1;1;1;1;1
"cadre";1;0,685;1;0,878;1;1;0,714;0;1;1
"billet";0;0,202;0,168;1;1;1;1;1;1;1
"art";1;1;1;0,301;1;1;1;1;0;1
"annonce";0,296;1;0,222;1;1;1;0,006;1;1;0,963
"aide";1;1;1;1;1;0,179;0;0,44;1;0,963
"élevé";1;0,01;1;1;1;0,004;1;0,51;1;1
"élection";1;1;1;1;1;0,388;0,029;0,275;1;1
"école";1;0,685;0,626;1;1;0;0,714;1;1;1
"majorité";1;0,019;1;1;0,825;0,472;0,617;1;1;1
"jurer";1;0,775;0,11;0,368;1;0,68;0,796;1;1;1
"histoire";0,053;1;1;1;1;1;1;0,51;0;1
"gauche";0,004;1;1;1;1;1;0;1;1;1
"feu";0,19;1;1;1;1;0,472;0,617;1;1;0
"europe";1;1;0,038;1;1;0,026;0,285;1;1;1
"euro";1;0,14;0,002;1;1;1;1;0,648;1;1
"emji_sac_plein_d_argent";1;1;0,001;1;1;1;0,118;1;0,857;1
"découvrir";0,784;1;1;0,115;1;0,386;1;1;0,074;0,748
"budget";1;1;0,011;1;1;1;0;1;1;1
"bande";1;1;1;1;0,278;1;0,002;1;0,572;1
"économie";1;1;0,715;1;1;1;0,285;0,44;0,003;0,963
"ère";1;0,399;0,082;1;1;0,059;1;1;1;0,373
"zone";0,512;0,904;0,859;0,466;1;0,805;0,927;1;1;0,482
"vidéo";1;1;1;1;0;1;1;1;1;0
"vaud";1;0,064;0,35;1;1;1;0,071;1;1;1
"université";1;1;1;1;0,318;0;0,896;1;1;1
"unique";0,038;0,904;0,18;0,028;1;1;1;1;1;1
"udc";1;1;1;1;1;1;0;1;1;1
"site";1;1;0,011;1;1;0,806;1;0,58;0,325;1
"rôle";1;1;1;0,806;0,825;0,472;1;1;0,001;1
"renforcer";1;0,777;0,222;0,25;0,963;1;1;0,44;1;0,265
"petit";0,241;1;1;0;0,897;0,133;1;1;1;1
"partager";1;1;1;1;0;1;1;1;0,513;0,825
"neige";1;1;1;0;1;1;1;1;1;1
"justice";1;1;0,626;1;0,897;0,558;1;0;1;1
"jeu";1;1;1;1;1;1;1;1;0,264;0
"intervenir";1;0,209;0,859;0,466;0,031;1;1;0,642;1;1
"hôpital";1;0,589;0,013;1;0,825;1;0,162;1;1;1
"hiver";1;0,202;1;0;1;1;1;1;0,603;1
"hausse";1;0;1;1;1;1;1;1;1;1
"général";1;1;1;1;0;1;1;0,844;1;1
"fribourg";1;0,032;0,168;1;0,897;1;0,037;1;1;1
"film";1;1;1;1;1;1;1;1;0;0,087
"etats";0,862;1;1;1;1;1;0;1;1;1
"espace";0,512;0;1;1;1;1;1;1;1;0,031
"emji_ski";0;0,001;1;1;1;1;1;1;1;1
"deuxième";0;0,685;1;0,878;1;1;0,714;1;1;0,897
"alimentaire";1;0,775;1;1;0,381;0,003;0,796;1;1;1
"événement";1;1;1;0,806;1;1;0,617;1;0,513;0,011
"élire";1;1;1;1;1;1;0;0,642;1;0,482
"week_end";0;0,777;1;0,944;0,963;1;1;1;1;0,963
"victoire";0;1;1;1;1;1;1;1;1;1
"valoir";0,352;1;1;0,301;1;1;0,354;1;0,051;1
"système";1;1;0,038;1;0,265;0,002;1;1;1;1
"station";1;0;1;0,026;1;1;1;1;1;0,963
"septembre";1;0,777;1;0,944;1;0,643;1;0,007;1;0,265
"secteur";1;1;1;0,156;0,825;1;0,022;1;1;0,167
"produit";1;1;0,442;1;0,006;0,386;1;0,932;1;0,748
"paix";1;1;1;1;1;1;0,796;1;0;1
"organiser";0;1;1;1;0,963;0,643;0,807;1;0,208;1
"moitié";1;0;1;1;0,087;1;1;1;1;1
"minute";0;1;1;0,115;1;1;1;1;1;0,124
"marque";0,7;1;1;0,08;1;1;1;1;0,333;0,087
"maladie";1;0,075;1;1;1;0,041;1;1;0,264;1
"local";1;0,492;0,081;1;0,748;1;1;1;1;0,006
"km";1;0,285;1;0,079;1;1;1;0,148;1;1
"identifier";1;0,865;1;1;1;0,041;1;0,112;1;1
"enregistrer";1;0,589;1;0,01;0,167;0,472;1;1;1;1
"emji_notes_de_musique";1;1;1;1;1;1;1;1;0;0,381
"emji_clap";1;1;1;1;1;1;1;1;0;1
"eau";1;1;1;0;0,665;1;1;1;1;0,003
"décider";1;1;0,282;1;1;1;0,085;0,112;1;1
"danger";1;0,492;1;0,73;0;0,386;1;1;1;1
"compte";1;1;0,222;0,026;0,029;1;1;1;1;0,963
"civil";0,7;0,394;0,35;1;1;1;0,005;1;1;1
"chercheur";1;1;1;1;1;0;1;1;1;0,897
"changement";1;0,904;1;0;1;1;0,927;1;1;0,482
"cause";1;1;1;0,878;1;0;1;1;1;0,897
"bâle";0,609;1;0,972;0,05;1;0,917;1;1;0,954;0,576
"battre";0;1;1;1;1;1;1;1;1;1
"affirmer";1;1;0,972;1;1;0,221;1;0;1;1
"vol";1;1;0,35;0,08;1;1;1;0;1;1
"village";1;1;1;0;1;1;1;1;0,333;0,003
"vert";0,934;1;1;1;1;1;0,003;1;1;0,215
"urgence";1;1;0;0,115;0,748;1;1;1;1;1
"ukraine";1;1;0,259;1;1;1;0,299;1;0,249;1
"tiers";1;1;0,222;1;1;0;1;1;1;1
"réunir";1;1;1;0,648;1;1;1;0,844;0,333;0,665
"rouge";0,194;1;0,02;0,167;1;1;1;1;1;1
"riche";1;1;0,859;1;1;0;1;1;0,841;1
"quitter";0,784;0,492;0,442;1;1;1;0,517;0,932;0,423;1
"protéger";1;0;1;1;1;1;1;0,001;1;1
"professionnel";1;0,051;1;1;0,001;1;1;1;0,691;1
"produire";1;1;1;1;0,124;1;0,517;1;0;1
"porter";0,934;0,202;0,626;0,878;1;1;1;0,058;0,603;1
"nouvel";0,784;1;1;0,73;0,124;1;1;1;0,074;0,748
"millier";1;0,492;1;0;0,748;1;1;0,023;1;1
"marché";1;1;0;0,156;1;0,472;1;1;1;1
"loi";1;0,019;1;1;1;1;0;1;1;1
"inédit";1;0,685;1;0,878;0,897;1;0,714;0,37;0,156;1
"impact";1;1;1;1;0,215;0,016;1;1;0,021;0,897
"humanitaire";1;0,209;0,18;1;1;1;0,019;1;1;1
"figure";1;1;1;0,648;1;1;1;0,844;0;1
"ferroviaire";1;1;0,02;1;1;1;0,481;0,275;1;1
"emji_sapin_de_noël";1;1;1;0;1;1;1;1;1;0
"degré";1;0,394;1;0;1;1;1;1;1;1
"contenir";1;1;0,003;1;0,963;0,643;1;0,083;1;0,963
"consommation";1;1;1;1;0,087;0,037;1;1;1;0,665
"chute";0,014;0,589;1;0;1;1;1;1;1;1
"bernois";0,018;1;0,731;0,368;1;0,088;1;1;1;1
"acteur";1;1;1;1;1;1;1;1;0;0,963
"éviter";0,002;1;1;1;0,001;1;1;0,748;1;1
"vote";1;1;1;1;1;1;0;1;1;1
"tenir";0,784;1;0,442;0,73;0,124;1;1;0,932;1;0,748
"situer";0,7;1;0,35;0,648;1;1;1;1;1;0
"réaliser";0,241;1;0,168;1;0,897;1;1;1;0,021;1
"retrouver";1;1;0,081;1;0,748;1;1;0,932;0,006;1
"question";0,862;0,148;1;0,806;0,825;1;0,162;1;1;0,825
"période";1;0;1;0;1;1;1;1;1;1
"provoquer";1;0,628;0,587;1;0,278;1;0,074;1;1;1
"protection";1;0,001;0,121;1;0,825;1;0,617;1;1;1
"nommer";1;1;1;1;1;1;1;1;0,002;0
"moyenne";1;0;1;0;1;1;1;1;1;1
"menacer";1;1;1;1;1;1;0,299;0,148;0,249;1
"joueur";0;1;1;1;1;1;1;1;1;0,019
"interdire";1;1;1;0,56;0,576;1;0,002;1;1;0,576
"historique";0,784;0,101;1;1;0,748;1;1;0,932;0,006;1
"genevois";0,784;1;1;0,73;1;1;1;1;0,074;0
"financier";1;0,003;0,023;1;1;1;0,714;1;1;1
"emji_skieur";0;1;1;0,944;1;1;1;1;1;1
"emji_porte_documents";1;0,051;0,715;1;1;0,026;0,285;1;1;1
"emji_cerveau";1;1;1;1;0,825;0;1;1;1;1
"dévoiler";0,19;1;1;1;1;1;1;1;0,001;0,167
"découverte";1;1;0,972;1;0,576;0,221;1;0,748;0,954;0,055
"dollar";0,143;1;1;1;1;1;1;0,932;0;1
"course";0;1;1;1;0,665;1;1;1;1;0,665
"communiqué";1;1;1;1;0,748;1;1;0,237;0;1
"commun";1;1;0,442;0,73;1;0,004;0,517;1;1;0,748
"commencer";0,241;0,685;1;0;1;1;1;1;1;1
"climatique";1;1;1;0;1;1;1;0,932;1;1
"arriver";1;0,299;1;0;1;1;1;1;1;0,576
"accepter";1;1;0,626;1;0,215;1;0;1;1;1
"évolution";1;0,101;0,442;1;1;1;1;1;0,423;0,748
"étranger";1;0,492;1;1;1;1;0,001;0,237;1;1
"voter";1;1;1;1;1;1;0;0,748;1;1
"vin";1;1;0,35;0,002;0,665;1;1;1;0,045;1
"tête";0,101;1;1;0;1;1;0,416;1;1;1
"société";1;0;1;1;1;0,386;1;1;1;0,748
"seul";1;0,01;1;1;0,748;0,062;1;0,932;1;0,748
"réduction";1;0,209;0;1;1;1;1;1;1;1
"représenter";0,7;0,394;1;1;1;1;0,416;0,844;1;1
"reprendre";0,409;1;0,731;0,013;1;1;1;1;0,714;0,381
"relation";1;1;1;1;0,055;0,001;1;0,122;1;1
"procès";1;1;1;1;1;1;1;0;1;1
"porte";0,784;1;0,007;1;1;1;1;1;1;0,006
"populaire";0,862;1;0,534;0,806;1;1;0,022;1;1;0,825
"parlement";1;1;0,534;0,806;0,825;1;0;1;1;1
"oeuvre";1;1;1;0,806;1;1;1;1;0;0,825
"objectif";1;0,775;1;1;0,381;0;1;1;1;1
"naître";0,862;1;1;0,156;0,825;1;1;0,302;1;0
"média";0,7;1;1;0,648;0,665;1;1;0,176;1;0,665
"musée";1;1;1;1;1;1;1;0,023;0,074;0,124
"match";0;1;1;1;1;1;1;1;1;1
"manquer";1;1;1;1;0;1;1;1;1;0
"laisser";1;1;1;0,806;0,011;0,472;0,617;1;1;1
"journaliste";1;1;1;1;0;0,301;1;0,844;1;0,087
"inquiéter";0,609;1;0,972;1;1;0,001;1;1;1;1
"initialement";1;1;1;0,648;0,665;1;0,416;1;1;0
"grave";1;0;0,11;1;1;1;1;1;1;1
"fonds";1;1;0,972;1;1;1;1;0;0,954;0,576
"final";0;0,589;1;1;1;1;1;1;1;1
"faux";1;1;1;1;0;0,062;1;0,932;1;1
"expérience";1;1;1;1;0;1;1;0,844;0,045;0,665
"essentiel";1;1;0,262;1;0,001;1;0,318;1;1;1
"entrer";1;1;1;0,167;1;1;0,029;0,275;1;1
"emji_étincelles";0,008;1;1;1;0,748;1;1;1;0,423;0,006
"emji_trophée";0,934;1;1;1;1;1;1;1;0;1
"emji_montagne_enneigée";1;0;1;0,73;1;1;1;1;1;1
"emji_livres";1;1;1;1;0,748;1;1;1;0;1
"emji_graphique_en_baisse";0,862;0,019;0,121;1;1;0,094;1;1;1;1
"emji_avion";1;1;0;1;1;1;1;0,748;1;1
"emblématique";1;0,628;1;1;1;1;1;1;0;1
"déposer";1;1;1;1;1;1;0;0,006;1;1
"décéder";1;1;1;0,648;1;1;1;1;0;1
"déclarer";1;0,01;1;1;1;1;1;0,023;1;1
"débat";0,19;1;1;1;0,825;0,009;0,617;1;1;1
"droite";1;1;1;1;1;1;0,029;0,275;1;0,176
"donner";1;1;1;0,806;1;1;0,001;1;0,513;0,167
"diminuer";1;0;1;1;1;1;1;1;1;1
"croissant";1;1;1;1;0,748;0;1;0,932;1;1
"cour";1;1;1;0,806;0,825;1;1;0;1;1
"citoyen";1;1;1;1;1;1;0;1;1;1
"choisir";0,512;0,209;0,859;1;1;1;1;1;1;0
"chat";0,784;0,492;1;1;1;0;1;1;1;0,748
"charger";1;0,019;1;0,806;0,167;1;0,617;1;1;1
"but";0;1;1;1;1;1;1;1;1;1
"besoin";1;0,904;0,012;1;0,482;1;0,927;0,642;1;1
"aérien";1;0,285;1;1;0,085;1;1;0,148;1;1
"assurer";1;0,002;1;1;1;1;1;0,122;0,954;0,576
"appel";1;1;1;1;1;1;0,001;0;1;1
