"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22"
"*a_0030";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_302";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_4-8-2021";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;16,511;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0029";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;16,511;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0028";-0,034;-0,039;-0,039;-0,04;15,569;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_296";-0,034;-0,039;-0,039;-0,04;15,569;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_3-8-2021";-0,034;-0,039;-0,039;-0,04;15,569;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0027";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_2-8-2021";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0026";-0,034;-0,039;-0,039;-0,04;15,569;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_1-8-2021";-0,034;-0,039;-0,039;-0,04;15,569;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0025";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_520";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_30-7-2021";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_28-7-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0023";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;30,448;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_344";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;30,448;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_26-7-2021";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;30,448;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0022";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;15,393;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_424";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;15,393;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_25-7-2021";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;15,393;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_23-7-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0020";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_262";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_22-7-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0019";-0,034;-0,039;-0,039;-0,04;-0,064;24,262;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_21-7-2021";-0,034;-0,039;-0,039;-0,04;-0,064;24,262;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0018";-0,034;-0,039;-0,039;-0,04;-0,064;24,262;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_20-7-2021";-0,034;-0,039;-0,039;-0,04;-0,064;24,262;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0017";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_19-7-2021";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0016";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_18-7-2021";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0015";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_16-7-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0014";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_907";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_15-7-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0013";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;20,402;-0,036;-0,056;-0,065;-0,055
"*postComments_80";-0,27;-0,315;-0,315;-0,32;-0,517;-0,332;-0,487;-0,287;0,574;-0,264;-0,394;-0,377;-0,529;-0,332;-0,383;-0,32;7,912;1,105;-0,292;-0,452;-0,523;32,78
"*postDate_14-7-2021";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;20,402;-0,036;-0,056;-0,065;-0,055
"*a_0012";-0,034;-0,039;-0,039;-0,04;-0,064;24,262;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_12-7-2021";-0,034;-0,039;-0,039;-0,04;-0,064;24,262;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0011";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_87";8,662;-0,118;-0,118;-0,12;-0,193;-0,124;-0,182;-0,107;3,889;-0,099;-0,147;-0,141;-0,198;-0,124;-0,143;-0,12;5,847;-0,147;-0,109;-0,169;-0,195;-0,165
"*postDate_11-7-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0010";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_9-7-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0009";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_421";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_7-7-2021";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;15,22;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0008";-0,034;-0,039;-0,039;-0,04;-0,064;24,262;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_5-7-2021";-0,034;-0,039;-0,039;-0,04;-0,064;24,262;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0007";-0,034;-0,039;-0,039;-0,04;15,569;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postComments_132";-0,135;-0,157;-0,157;-0,16;2,541;-0,165;2,769;-0,143;-0,261;-0,132;-0,197;19,416;-0,264;-0,165;-0,191;-0,16;-0,188;-0,197;-0,146;-0,226;-0,261;-0,22
"*postDate_4-7-2021";-0,034;-0,039;-0,039;-0,04;15,569;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0006";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postLikes_771";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postDate_2-7-2021";-0,067;11,811;-0,078;-0,08;-0,129;-0,083;-0,121;-0,071;-0,13;-0,066;-0,098;-0,094;-0,132;-0,083;-0,095;-0,08;-0,094;-0,098;12,794;-0,113;-0,13;-0,11
"*a_0005";-0,034;25,568;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0004";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_29-6-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0003";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_531";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_28-6-2021";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0002";-0,034;-0,039;-0,039;-0,04;15,569;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_915";-0,034;-0,039;-0,039;-0,04;15,569;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_27-6-2021";-0,034;-0,039;-0,039;-0,04;15,569;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*a_0001";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;15,393;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_602";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;15,393;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postDate_25-6-2021";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;15,393;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*rts_i";14,12;-52,676;23,015;-49,994;-85,752;-52,27;-83,777;-0,488;-30,139;20,488;62,194;55,433;-84,209;34,159;28,182;14,617;59,165;-81,443;-44,342;64,864;80,936;26,722
"*i_1000";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;21,333;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_12200";-0,101;-0,118;-0,118;-0,12;-0,193;-0,124;-0,182;-0,107;-0,195;-0,099;5,539;5,847;-0,198;-0,124;-0,143;-0,12;-0,141;-0,147;-0,109;-0,169;3,889;-0,165
"*postDate_1-1-2026";-0,067;-0,078;-0,078;-0,08;-0,129;-0,083;-0,121;-0,071;-0,13;-0,066;-0,098;9,695;-0,132;-0,083;-0,095;-0,08;-0,094;-0,098;12,794;-0,113;-0,13;-0,11
"-*rts_i_description";14,12;-52,676;23,015;-49,994;-85,752;-52,27;-83,777;-0,488;-30,139;20,488;62,194;55,433;-84,209;34,159;28,182;14,617;59,165;-81,443;-44,342;64,864;80,936;26,722
"*i_0999";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*postLikes_8600";-0,101;-0,118;-0,118;-0,12;-0,193;-0,124;-0,182;-0,107;-0,195;-0,099;-0,147;-0,141;-0,198;-0,124;-0,143;7,101;5,847;-0,147;7,903;-0,169;-0,195;-0,165
"*postComments_65";-0,067;-0,078;-0,078;-0,08;-0,129;-0,083;-0,121;-0,071;-0,13;-0,066;-0,098;-0,094;-0,132;-0,083;-0,095;11,586;-0,094;-0,098;12,794;-0,113;-0,13;-0,11
"*i_0998";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;15,393;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_11000";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;15,393;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0997";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0996";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;24,262;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0995";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;20,402;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0994";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;21,333;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postComments_228";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;21,333;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0993";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;27,536;-0,056;-0,065;-0,055
"*i_0992";-0,034;-0,039;25,568;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_9800";-0,067;-0,078;11,811;-0,08;-0,129;-0,083;-0,121;13,063;-0,13;-0,066;-0,098;-0,094;-0,132;-0,083;-0,095;-0,08;-0,094;-0,098;-0,073;-0,113;-0,13;-0,11
"*postReposts_35";-0,101;-0,118;7,25;-0,12;-0,193;-0,124;-0,182;-0,107;-0,195;-0,099;-0,147;-0,141;-0,198;-0,124;5,741;-0,12;-0,141;-0,147;-0,109;-0,169;3,889;-0,165
"*i_0991";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0990";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;17,792;-0,065;-0,055
"*postComments_195";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;17,792;-0,065;-0,055
"*postDate_30-12-2025";1,782;-0,354;-0,354;-0,361;-0,582;-0,373;-0,549;-0,323;-0,589;10,654;0,841;-0,425;-0,595;-0,373;6,52;1,302;-0,425;-0,444;-0,329;0,601;0,396;-0,496
"*i_0989";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;21,014;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0988";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;21,014;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0987";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;30,448;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postReposts_10";-0,887;-1,035;4,408;-1,054;-1,7;-1,091;-1,603;-0,943;-1,719;1,747;12,572;-0,025;-0,246;9,072;7,161;0;-1,241;-1,297;-0,961;0,294;1,363;-1,449
"*i_0986";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;30,448;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0985";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;20,402;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0984";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;25,118;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postComments_112";-0,101;-0,118;-0,118;-0,12;-0,193;-0,124;-0,182;-0,107;-0,195;-0,099;-0,147;-0,141;-0,198;-0,124;-0,143;7,101;5,847;-0,147;-0,109;4,678;-0,195;-0,165
"*postReposts_39";3,453;-0,236;-0,236;-0,24;1,199;-0,248;-0,365;-0,215;-0,392;-0,198;1,943;-0,283;-0,396;-0,248;-0,287;2,693;11,717;-0,295;-0,219;-0,339;-0,392;-0,33
"*i_0983";29,819;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0982";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;15,393;-0,055
"*postReposts_25";-0,304;-0,354;-0,354;1,302;-0,582;-0,373;-0,549;-0,323;-0,589;1,848;0,841;-0,425;-0,595;1,217;-0,431;-0,361;0,93;-0,444;-0,329;0,601;0,396;5,329
"*i_0981";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;20,402;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0980";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;15,393;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postReposts_17";-0,577;-0,673;0,212;-0,685;-1,105;-0,709;0,001;-0,613;0,961;0,407;0,056;2,131;-1,13;2,752;0,071;-0,685;2,131;-0,843;-0,625;0,011;0,961;0,016
"*i_0979";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;21,333;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0978";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;25,118;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_967";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;25,118;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0977";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*i_0976";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;20,402;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0975";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;25,118;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0974";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;17,792;-0,065;-0,055
"*postComments_204";-0,067;-0,078;-0,078;-0,08;-0,129;-0,083;-0,121;-0,071;-0,13;-0,066;-0,098;-0,094;-0,132;-0,083;-0,095;11,586;-0,094;-0,098;-0,073;7,929;-0,13;-0,11
"*postReposts_145";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;17,792;-0,065;-0,055
"*i_0973";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;21,333;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postReposts_29";2,728;-0,275;11,938;-0,28;-0,452;-0,29;-0,426;-0,251;-0,457;-0,231;-0,345;1,58;-0,462;-0,29;-0,335;-0,28;-0,33;-0,345;-0,256;-0,395;6,193;1,18
"*i_0972";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;20,402;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0971";29,819;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_6000";3,453;-0,236;-0,236;-0,24;-0,387;-0,248;-0,365;3,17;-0,392;-0,198;1,943;-0,283;-0,396;-0,248;2,04;-0,24;2,09;-0,295;-0,219;1,537;-0,392;-0,33
"*i_0970";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;21,333;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*i_0969";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;21,014;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postComments_108";-0,067;-0,078;-0,078;-0,08;-0,129;-0,083;-0,121;-0,071;-0,13;-0,066;-0,098;-0,094;-0,132;-0,083;9,536;-0,08;-0,094;-0,098;-0,073;-0,113;-0,13;8,163
"*i_0968";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;-0,048;-0,04;-0,047;-0,049;-0,036;17,792;-0,065;-0,055
"*i_0967";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;21,014;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postLikes_16100";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;21,014;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
"*postComments_389";-0,034;-0,039;-0,039;-0,04;-0,064;-0,041;-0,061;-0,036;-0,065;-0,033;-0,049;-0,047;-0,066;-0,041;21,014;-0,04;-0,047;-0,049;-0,036;-0,056;-0,065;-0,055
