"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10"
"seulement";1;1;1;0,053;0;0,421;0;1;1;1
"frontalier";1;1;1;0,001;1;1;0;0,73;1;1
"appeler";0,002;1;0,168;1;1;1;1;1;0,2;0,298
"augmenter";1;1;1;1;0;1;0;0;1;1
"école";1;1;0;1;1;1;0,001;1;1;1
"extrême";0,78;1;1;1;1;1;1;1;0;1
"mot";0;1;1;1;1;0,002;1;1;0;0
"heure";1;1;0,379;0,05;0;1;1;0,441;1;0,94
"mois";1;1;1;1;1;1;0,004;0;1;1
"dernier";0,017;1;1;0,328;1;1;1;1;1;0
"essayer";1;1;1;1;1;1;1;1;1;0
"normal";1;1;1;0,139;1;1;0;0;1;1
"chercher";1;1;1;1;1;0,504;0;1;1;0,681
"policier";0;1;1;1;1;1;1;1;0,8;0
"gagner";1;1;1;1;1;1;0;0;1;1
"terroriste";0;1;1;1;1;1;1;1;1;1
"solution";1;1;1;1;0,861;1;0;0,305;1;1
"malheureusement";1;1;1;1;0,021;0,022;0,349;1;0,558;0
"liberté";0,087;1;1;1;1;0,001;1;1;0;1
"civil";0;1;1;1;1;0,22;1;1;1;1
"canton";1;1;1;0;1;1;0;0,233;1;1
"étranger";1;1;1;1;1;1;0;1;1;0,078
"pire";0,348;1;0;0,18;1;1;1;1;1;1
"manière";1;1;1;1;0,437;0,792;0;1;0,123;0,003
"expliquer";1;1;1;1;0,663;0,825;0,003;1;1;0
"emji_mains_levées";1;0;1;1;1;1;1;1;1;1
"aide";0;1;1;1;1;1;0;0,663;1;1
"argument";1;1;1;1;1;0,024;1;1;0,045;0
"simple";1;1;1;1;0,003;0,472;0;1;1;1
"international";0;1;1;1;1;1;1;1;1;1
"apprendre";1;1;1;1;1;0,029;1;1;1;0
"ouvrir";1;1;1;1;1;1;1;1;1;0
"étude";1;1;1;1;0,052;0,032;0;0,96;1;0,046
"bas";1;1;1;1;1;1;0;0,002;0,079;1
"acheter";1;1;1;1;0;1;0,036;0,706;1;1
"possible";1;1;1;1;0,681;1;0;0,2;1;1
"propre";1;1;1;1;0,875;0,609;0,014;1;0,606;0
"honte";0,164;1;1;1;1;0;1;1;0,329;1
"avis";1;1;1;1;1;1;1;1;0,316;0
"triste";1;0;1;1;1;1;1;1;1;0
"emji_drapeau_suisse";1;0;1;1;1;1;1;1;1;1
"façon";1;1;1;1;1;0,232;0,001;1;1;0
"terre";0;1;1;0,154;0,385;1;1;1;1;1
"sécurité";0,209;1;1;1;1;1;0;0,706;1;1
"interdire";1;1;0,128;1;0;1;0,183;1;1;1
"emji_visage_roulant_des_yeux";1;1;0;1;1;1;1;1;1;1
"voter";1;1;1;1;1;0,505;0,065;1;0;1
"mauvais";1;1;1;1;0,07;0,779;0,084;1;1;0
"voiture";1;1;1;0;0,058;1;1;0,224;1;1
"choix";1;1;1;1;0,385;0,051;0;0,149;1;0,139
"égalité";1;1;1;1;1;0;0,076;1;1;1
"répondre";1;1;1;1;1;1;1;1;1;0
"initiative";1;0,631;1;1;1;1;0;1;0,004;0,951
"terme";0,171;1;1;1;0,825;1;0,804;1;0,089;0
"majorité";1;1;1;1;0;0,525;0;1;0,02;1
"important";1;1;1;1;0,061;0,091;0;1;1;0,072
"foutre";1;1;0;1;1;1;1;1;1;1
"équipe";1;0;0,472;1;0,793;0,51;0,521;1;1;0,106
"mériter";1;0;1;1;1;1;0;1;1;0,498
"sembler";1;1;1;1;1;1;0,098;0,765;0,801;0
"entendre";0,262;1;1;1;1;1;1;1;1;0
"taxe";1;1;1;1;1;1;0;0,009;1;1
"respect";0,024;0,031;1;1;1;0;1;1;1;0
"victime";0;0,077;1;1;1;0;1;1;1;1
"super";1;0,121;0;1;1;1;0,328;0,703;1;1
"risque";1;1;1;0,239;0;1;0;0,479;1;1
"également";1;1;1;0;1;0,848;0;1;0,709;1
"feu";0;1;0,173;0,045;0,674;1;1;1;1;1
"emji_mains_en_prière";1;0;1;1;1;1;1;1;1;1
"pareil";1;1;1;0,004;0,004;0,455;1;0;0,792;0,001
"manifestant";0;1;1;1;1;1;1;1;1;1
"maladie";1;1;1;1;0,649;1;1;0;1;1
"israel";0;1;1;1;1;1;1;1;1;1
"baisser";1;1;1;0,368;0,974;1;0;0;1;1
"classe";1;1;1;1;1;1;0;0,869;1;1
"taxer";1;1;1;1;1;1;0;1;1;1
"nombre";0,248;1;1;0;1;1;0;0,914;1;1
"occuper";0,022;1;1;0,43;1;1;0;1;1;1
"nouvelle";1;0;0,493;1;1;0,788;1;1;1;1
"manger";1;1;1;1;0;1;1;0,739;1;1
"crime";0;1;1;1;1;1;1;1;1;1
"arme";0;1;1;1;1;1;1;1;1;1
"absolument";1;1;1;1;1;0,416;0,133;0,3;1;0
"effet";1;1;1;1;0;1;0,005;1;1;1
"éviter";1;1;1;1;0,059;1;0;1;1;0,986
"suivre";1;1;1;1;1;1;0,914;0,642;0,709;0
"retrouver";1;1;1;0,959;0,035;0,986;0,001;1;0,947;1
"parent";1;1;1;1;1;0,703;0;0,006;1;1
"base";1;1;1;1;0,504;0,775;0,297;0;1;0,384
"valoir";1;1;0;0,674;1;1;0,409;1;1;1
"poser";1;1;1;1;0,388;1;1;1;1;0
"citoyen";0,089;1;1;1;1;1;0;1;0,352;1
"source";1;1;1;1;0;1;1;1;0,543;0
"langue";1;1;0;1;1;0,782;0,013;1;1;1
"info";1;1;0,371;1;1;1;1;1;1;0
"eau";0,643;1;1;0,004;0;1;1;1;1;1
"train";1;1;1;0;1;1;1;0,01;1;1
"rue";0;1;0,883;0,007;1;1;1;1;1;1
"suffire";1;1;1;0,353;1;1;0;1;1;0
"jouer";1;1;0,199;1;0,035;0,31;1;1;1;0
"garder";1;1;1;1;0,732;1;0;0,366;1;1
"exactement";1;1;1;1;1;0,575;1;0,139;1;0
"représenter";1;1;1;1;0,005;1;0,001;1;0,002;1
"préférer";1;1;0,079;1;1;0,343;0,269;0,129;0,681;1
"groupe";0;1;1;1;1;1;1;1;0,445;1
"reconnaître";0;1;1;1;1;1;1;1;0,938;1
"face";0;1;1;1;0,865;0,949;0,162;1;0,302;1
"couper";1;1;1;0,462;0,742;0,639;0;0,087;1;1
"clairement";1;1;1;1;1;1;1;0,5;1;0
"ultra";1;1;1;1;0;1;0;1;0,256;1
"oeil";0,026;1;1;1;1;1;1;1;1;0
"profiter";1;1;1;1;1;1;0;0,015;1;1
"média";0;1;1;1;1;1;1;1;0,309;0
"réponse";1;1;1;1;1;1;1;1;1;0
"européen";0;1;1;1;0,929;1;0,618;1;0,574;1
"imaginer";1;1;1;0,6;1;1;0,003;0,085;0,938;0,25
"haine";0;1;1;1;1;0,131;1;1;0,58;0,083
"fortune";1;1;1;1;1;1;0;1;1;1
"peur";1;1;1;0,535;1;0,018;1;0,901;0,041;0
"logique";1;1;1;0,011;1;1;0;1;1;1
"journée";1;1;0,001;1;1;0;1;1;1;0
"ia";1;1;1;1;0,003;1;0;1;1;0,102
"concerner";1;1;1;1;0,36;1;0;1;1;0,3
"choisir";1;1;1;1;0,768;0,005;0,259;1;0,507;0
"détruire";0;1;1;1;0,01;0,911;1;1;0,543;1
"peine";0,521;1;1;1;1;1;1;0,058;1;0
"vidéo";0,012;1;1;1;1;1;1;1;1;0
"intérêt";0,46;1;1;1;1;1;0;1;0,445;1
"facile";1;1;1;1;1;1;0,009;1;0,809;0
"semaine";1;1;0;0,739;0,603;1;0;1;1;1
"casser";0;1;0,948;1;1;1;1;1;1;1
"traiter";0;1;1;1;1;0;1;0,819;0,093;0,44
"mdr";1;1;0;1;1;1;1;1;0,749;1
"long";1;1;1;1;1;1;0,007;0,182;1;0
"information";0,048;1;1;1;1;0,328;1;1;1;0
"économique";1;1;1;1;0,155;1;0;1;1;1
"économie";1;1;1;1;0,007;1;0;0,218;1;1
"franchement";1;1;0;1;1;0,319;1;0,819;1;0,977
"chiffre";1;1;1;0,231;1;1;0;1;1;1
"accepter";0,863;1;1;1;1;0,146;0;0;1;1
"uniquement";1;1;1;0,871;0,003;0,595;0;1;1;1
"fédéral";0,001;1;1;1;1;1;0;0,002;1;1
"démocratie";0;1;1;1;1;1;1;1;0;0,491
"toucher";1;1;1;0,237;0,001;1;0;0,559;0,809;1
"moyenne";1;1;1;1;0,043;1;0;1;1;1
"financer";0,027;1;1;1;1;1;0;0,196;1;1
"emji_visage_avec_bouche_ouverte";1;0,268;0;1;1;1;1;1;1;1
"haut";1;1;1;1;0,91;1;0;1;0,428;1
"rappeler";0,033;1;1;1;0,041;1;0,012;1;1;0,892
"humanité";0;0,022;1;1;1;1;0,784;1;0,213;0,738
"emji_visage_boudeur";0,009;0,271;0;1;1;1;1;1;1;1
"faute";1;1;1;1;1;1;0,498;0,641;0,677;0
"courage";1;0;1;1;1;1;1;1;1;1
"tête";1;1;0;1;1;1;1;1;1;0,478
"marcher";1;1;0;1;1;1;1;1;1;0,091
"maison";1;1;0;1;0,405;1;0,004;1;1;1
"lausanne";1;1;0;0;1;1;1;0,751;1;1
"chance";1;0,734;1;1;1;1;0;0,654;1;1
"route";1;1;1;0;1;1;1;1;1;1
"udc";1;1;1;1;1;1;1;1;0;1
"dur";1;0,483;1;1;1;1;0;1;1;1
"contraire";0,394;1;1;1;1;0,06;0,437;1;1;0
"voler";0,002;1;1;0,698;0,549;1;0,001;1;1;1
"soutien";0;1;1;1;1;0,49;1;1;1;1
"souhaiter";1;0,078;1;1;1;0,968;0,003;0,426;1;0
"plaindre";1;1;0,177;1;1;0,055;0,932;0,709;0,402;0,005
"image";0,005;1;1;1;1;1;1;1;1;0
"valeur";1;1;1;1;1;1;0;1;0,019;0,96
"truc";1;1;0,669;1;1;0,227;0,238;0,668;0,377;0,002
"fonctionner";1;1;1;1;0;1;0;0,392;1;1
"but";0,042;1;1;1;1;1;0,003;0,381;1;0,155
"nom";0;1;1;1;1;0,888;1;1;1;0,465
"main";1;0,026;1;0,054;1;1;0;1;1;1
"différence";1;1;1;0,352;0,509;0,092;0;1;1;1
"offrir";1;1;1;1;0,189;1;0;1;1;1
"minimum";1;1;1;1;1;1;0;0,046;1;1
"fou";1;1;0,208;1;1;1;1;1;0,168;0
"juif";0;1;1;1;1;1;1;1;1;1
"emji_visage_qui_pleure_à_chaudes_larmes";1;0,02;0;1;1;1;1;1;1;1
"user";0,001;1;1;1;1;1;0;1;0;1
"réel";1;1;1;1;0;0,642;0,014;1;1;0,086
"propos";1;1;1;1;1;0,413;1;1;0,018;0
"massacre";0;1;1;1;1;1;1;1;1;1
"cours";1;1;0,387;1;0,734;1;1;0,587;1;0
"commettre";0;1;1;1;1;0,016;1;1;1;1
"bref";1;1;1;1;1;0,642;1;0,052;0,158;0
"blanc";1;1;1;1;1;0,002;1;1;0,951;0
"autoriser";0;1;1;0,646;1;1;1;1;1;1
"mesure";1;1;1;1;0,002;0,642;0;1;1;1
"fait";1;1;1;1;0,135;1;1;1;0,993;0
"tomber";1;1;0,706;0,604;1;0,31;1;1;0,594;0
"remettre";1;1;1;1;1;0,012;0,041;1;1;0
"coût";1;1;1;1;0,161;1;0;0;1;1
"corps";0,011;1;1;0,231;0,166;0;1;1;1;0,889
"caisse";1;1;1;0,267;1;1;1;0;1;1
"milliard";1;1;1;0,522;0;1;0;0,051;1;1
"vendre";1;1;1;0,615;0;1;0,075;0,546;1;1
"produire";1;1;1;1;0;1;1;1;1;1
"prison";0;1;1;0,615;1;1;1;0,821;0,993;1
"preuve";0,414;1;1;1;0,676;1;1;1;0,594;0
"tenir";0,323;1;1;1;1;0,847;1;1;0,041;0
"pro";0;1;1;1;1;1;1;1;0,533;1
"physique";1;1;1;1;0;0,056;1;1;1;1
"meme";1;1;1;1;1;1;1;0,382;1;0
"écouter";1;1;0,43;1;1;1;1;1;1;0
"recevoir";0,753;1;1;1;1;1;0;0,006;1;1
"militaire";0;1;1;1;1;0;0;1;1;1
"ami";1;0,001;0,918;1;1;0,013;1;0,962;1;0,245
"allemand";1;1;0;1;1;1;1;1;1;0,829
"libre";1;1;1;1;1;0,806;1;1;1;0
"empêcher";0,252;1;1;1;1;1;0;1;1;0,958
"débat";1;1;1;1;0,588;1;1;1;0,096;0
"américain";0,223;1;1;1;0,333;1;0,001;1;0,009;1
"accueillir";0,071;1;1;1;1;1;0;1;1;1
"totalement";1;1;1;1;0,056;1;0,142;1;0,972;0
"sauver";1;1;1;1;1;0,101;0;0,962;1;1
"refuser";0,004;1;1;1;1;0,778;0,861;0;0,94;1
"privé";1;1;1;1;0;1;0;0,035;1;1
"mondial";1;1;1;1;0;1;0,001;1;1;1
"réfléchir";1;1;1;1;1;1;1;0,763;0,275;0
"raciste";1;1;1;1;1;1;1;1;0;1
"cacher";0;1;1;1;1;1;1;0,66;0,874;0,116
"poste";1;1;1;1;1;0,351;0;0,335;1;1
"envoyer";0,292;1;0;1;0,304;1;1;0,042;1;1
"emploi";1;1;1;1;1;1;0;1;1;1
"culture";1;1;1;1;0,726;0;0,054;1;0,001;0,008
"banque";1;1;1;1;0,966;1;0;0;1;1
"époque";1;1;0;1;1;0,111;1;1;0,896;1
"charger";1;1;1;1;1;0,396;0;0;1;1
"type";1;1;1;1;0;0,751;0,796;1;1;0,003
"résultat";1;1;1;1;0;1;0;0,544;1;0,773
"réseau";1;1;1;0,512;0,326;1;1;1;0,503;0
"prochain";1;1;0,001;1;1;1;1;1;1;0
"obliger";1;0,766;1;1;0,087;0,001;0,113;0;1;1
"manif";0;1;1;1;1;1;1;1;1;1
"grave";0,065;1;0,241;1;1;1;1;0,977;1;1
"complètement";0,292;1;1;0,873;1;0,213;1;1;1;0,025
"total";0;1;1;0,492;0,001;0,407;1;0,394;0,863;1
"prime";1;1;1;1;1;1;1;0;1;1
"actuel";1;1;1;0,884;0,315;0,695;0;1;0,874;1
"énergie";1;1;1;0,355;0;1;1;1;1;1
"envie";1;1;0,02;1;1;0,419;0,825;0,106;1;0,017
"porte";1;1;0;1;1;1;0,758;1;0,211;1
"subir";0;1;1;1;1;0,071;0,111;1;1;1
"magnifique";1;0;1;1;1;1;1;1;1;1
"entier";0,861;1;1;1;0,304;1;0,372;1;1;0
"produit";1;1;1;1;0;1;1;1;1;1
"personnel";1;1;1;1;1;1;0;0,302;1;0,109
"millier";0;1;1;1;1;1;0,198;1;1;1
"condition";0,88;1;1;1;0,252;0,934;0;1;1;1
"mec";1;1;0;1;1;0;1;1;0,784;0,005
"marché";1;1;1;1;0;1;0;0,008;1;1
"effectivement";1;1;1;0,839;0,138;0,083;0,414;1;1;0,048
"difficile";1;1;1;1;0,884;1;0;1;1;1
"responsable";0,002;1;1;1;1;1;0;1;0,737;1
"criminel";0;1;1;1;1;1;1;1;1;1
"arabe";0;1;1;1;1;1;1;1;1;1
"imposer";1;1;1;1;0,421;1;0;0,313;1;1
"étonner";1;1;0;1;1;1;0,536;1;1;1
"partager";1;1;1;1;1;0,024;0,063;1;0,014;0
"justifier";0;1;1;1;0,917;0,288;1;0,27;0,375;1
"journaliste";0;1;1;1;1;1;1;1;0,01;0,111
"acte";0;1;1;0,77;1;1;1;1;0,394;1
"vérité";0,77;1;1;1;1;1;1;1;0;0
"unir";0;1;1;1;0,767;1;0,003;1;0,632;1
"qualité";1;1;1;1;0;1;0;0,004;1;1
"heureusement";1;0,17;0,757;1;1;1;1;1;0,156;0
"fermer";0,899;1;0,002;0,051;1;1;0,354;1;1;1
"sérieux";1;1;1;1;1;0,543;1;1;1;0
"projet";1;0,817;1;0,044;0,179;1;0;0,017;1;1
"musulman";0;1;1;1;1;1;1;1;1;1
"plaisir";1;0,03;1;1;0,383;1;1;1;1;0
"décision";1;1;1;1;1;1;0,001;1;1;0
"évidemment";1;1;1;1;0,834;1;0;0,101;0,036;1
"réduire";1;1;1;0;0;1;0;0;1;1
"photo";1;0,068;0;1;1;1;1;1;0,726;0,245
"ordre";0;1;1;0,383;0,617;1;1;1;1;1
"obligatoire";1;1;1;0,002;1;0;0;0;1;1
"discours";1;1;1;1;1;0,047;1;1;0;0
"clair";0,56;1;1;1;0,004;1;1;1;1;0
"bosser";1;1;0,492;1;1;1;0;0;1;1
"sûrement";1;1;0,074;1;1;1;0,297;1;1;0,447
"soin";1;1;1;1;1;1;0;0;1;1
"décider";0,16;1;1;1;0,345;0,816;0;0,744;1;1
"loyer";1;1;1;1;1;1;1;0;1;1
"héritage";1;1;1;1;1;1;0;1;1;1
"attaquer";0;1;1;1;1;0,756;1;1;1;1
"renseigner";0,302;1;1;1;1;1;1;1;1;0
"prouver";0,053;1;1;1;1;0,022;0,479;1;1;0,004
"proposer";1;1;1;1;0,002;1;0;0,633;1;1
"national";1;1;1;1;1;1;0,023;0,053;0,604;1
"doute";1;1;1;0,7;1;1;1;1;1;0
"cesser";0;1;1;1;1;1;1;1;1;1
"air";1;1;0,038;0,118;0,14;0,095;1;1;1;0,01
"règle";1;1;1;0;1;0,095;0;1;1;1
"rentrer";1;1;0,054;0,346;1;1;0;1;0,691;1
"lien";1;1;1;1;0,15;1;0,011;1;0,49;0,013
"suite";0,092;0,439;1;1;0,784;1;1;1;1;0,009
"genocide";0;1;1;1;1;1;1;1;1;1
"dénoncer";0;1;1;1;1;1;1;0,649;1;1
"coûter";1;1;1;0,001;0,436;1;1;0;1;1
"couple";1;1;1;1;1;0;0,013;0,105;1;1
"blague";1;1;0;1;1;1;1;1;1;1
"réussir";1;1;1;1;1;1;0;1;1;1
"porter";1;1;0,001;1;0,297;0;1;1;1;0,328
"content";1;0,127;0;1;1;1;1;0,101;0,036;1
"coeur";1;0;1;1;1;1;1;0,974;0,302;0
"bloquer";0,034;1;1;0,005;1;1;1;1;1;0,083
"augmentation";1;1;1;0,233;1;1;0,001;0;1;1
