"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22"
"*a_0398";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;17,224;-0,051;-0,069;-0,064;-0,043
"*postLikes_428";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;17,224;-0,051;-0,069;-0,064;-0,043
"*postDate_9-4-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;17,224;-0,051;-0,069;-0,064;-0,043
"*a_0397";-0,031;25,034;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_832";-0,031;25,034;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_7-4-2023";-0,031;25,034;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0396";-0,031;-0,04;-0,042;-0,036;-0,06;14,846;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_5-4-2023";-0,031;-0,04;-0,042;-0,036;-0,06;14,846;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0395";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;35,449;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_36200";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;35,449;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_3-4-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;35,449;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0394";-0,031;-0,04;24,137;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_658";-0,031;-0,04;24,137;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_2-4-2023";-0,031;-0,04;24,137;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0393";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;14,509;-0,064;-0,043
"*postDate_31-3-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;14,509;-0,064;-0,043
"*a_0392";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;19,827;-0,069;-0,064;-0,043
"*postDate_29-3-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;19,827;-0,069;-0,064;-0,043
"*a_0391";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_4000";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_27-3-2023";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0390";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_851";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_26-3-2023";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0389";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*postDate_24-3-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*a_0388";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*postDate_22-3-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*a_0387";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_554";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_20-3-2023";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0386";-0,031;-0,04;-0,042;28,159;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_19-3-2023";-0,031;-0,04;-0,042;28,159;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0385";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;14,509;-0,064;-0,043
"*postDate_17-3-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;14,509;-0,064;-0,043
"*a_0384";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_853";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_15-3-2023";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0383";32,135;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_395";32,135;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_13-3-2023";32,135;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0382";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;23,299;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_12-3-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;23,299;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0381";-0,031;25,034;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_278";-0,062;11,552;-0,083;-0,071;-0,12;-0,135;-0,057;-0,062;7,428;-0,077;-0,107;-0,086;-0,114;-0,068;-0,138;-0,057;-0,098;-0,117;-0,101;-0,138;-0,129;-0,086
"*postDate_10-3-2023";-0,031;25,034;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0380";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_710";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_8-3-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0379";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*postDate_6-3-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*a_0378";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;23,299;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_582";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;23,299;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_5-3-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;23,299;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0377";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;16,779;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_3-3-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;16,779;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0376";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_537";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_1-3-2023";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0375";-0,031;-0,04;-0,042;-0,036;-0,06;14,846;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_27-2-2023";-0,031;-0,04;-0,042;-0,036;-0,06;14,846;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0374";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_772";-0,062;-0,08;-0,083;-0,071;-0,12;-0,135;-0,057;-0,062;-0,12;52,069;-0,107;-0,086;-0,114;-0,068;-0,138;-0,057;-0,098;-0,117;-0,101;-0,138;-0,129;-0,086
"*postDate_26-2-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0373";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_24-2-2023";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0372";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_335";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_22-2-2023";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0371";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_20-2-2023";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0370";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;17,224;-0,051;-0,069;-0,064;-0,043
"*postDate_19-2-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;17,224;-0,051;-0,069;-0,064;-0,043
"*a_0369";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_877";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_17-2-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0368";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*postDate_15-2-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*a_0367";-0,031;-0,04;-0,042;-0,036;-0,06;14,846;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_110";-0,031;-0,04;-0,042;-0,036;-0,06;14,846;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_13-2-2023";-0,031;-0,04;-0,042;-0,036;-0,06;14,846;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0366";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;16,779;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_916";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;16,779;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_12-2-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;16,779;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0365";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;14,509;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_10-2-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;14,509;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0364";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*postDate_8-2-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;15,567;-0,043
"*a_0363";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;16,779;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_6-2-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;16,779;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0362";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_389";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_5-2-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;17,691;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0361";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;19,827;-0,069;-0,064;-0,043
"*postLikes_392";-0,062;-0,08;-0,083;-0,071;-0,12;-0,135;-0,057;-0,062;-0,12;-0,077;-0,107;-0,086;-0,114;-0,068;-0,138;16,76;-0,098;-0,117;8,95;-0,138;-0,129;-0,086
"*postDate_3-2-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;19,827;-0,069;-0,064;-0,043
"*a_0360";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_450";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_1-2-2023";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0359";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;29,374;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_30-1-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;29,374;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0358";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_29-1-2023";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0357";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_786";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;19,827;-0,069;-0,064;-0,043
"*postDate_27-1-2023";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0356";32,135;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_25-1-2023";32,135;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0355";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;32,135;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_558";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;32,135;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_23-1-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;32,135;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0354";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;18,701;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_22-1-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;18,701;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0353";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;14,509;-0,064;-0,043
"*postLikes_746";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;14,509;-0,064;-0,043
"*postDate_20-1-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;14,509;-0,064;-0,043
"*a_0352";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_18-1-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;25,999;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0351";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_700";-0,062;-0,08;-0,083;-0,071;-0,12;-0,135;-0,057;-0,062;7,428;12,034;-0,107;-0,086;-0,114;-0,068;-0,138;-0,057;-0,098;-0,117;-0,101;-0,138;-0,129;-0,086
"*postDate_16-1-2023";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0350";-0,031;-0,04;-0,042;-0,036;-0,06;14,846;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_308";-0,062;-0,08;-0,083;-0,071;-0,12;6,465;-0,057;15,103;-0,12;-0,077;-0,107;-0,086;-0,114;-0,068;-0,138;-0,057;-0,098;-0,117;-0,101;-0,138;-0,129;-0,086
"*postDate_15-1-2023";-0,031;-0,04;-0,042;-0,036;-0,06;14,846;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0349";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;23,299;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_639";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;23,299;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_13-1-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;23,299;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0348";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;29,374;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_234";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;29,374;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_11-1-2023";-0,031;-0,04;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;29,374;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*a_0347";-0,031;25,034;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postLikes_868";-0,031;25,034;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
"*postDate_9-1-2023";-0,031;25,034;-0,042;-0,036;-0,06;-0,068;-0,028;-0,031;-0,06;-0,039;-0,054;-0,043;-0,057;-0,034;-0,069;-0,028;-0,049;-0,058;-0,051;-0,069;-0,064;-0,043
