"";"";"";"";"que";""
"36";"combien";"-0.239526316247386";"-0.34123313899634";"1.05245317522797";"76"
"37";"dire";"-0.101443756062985";"0.0665277490898297";"1.04807370596339";"77"
"38";"pendant";"-0.257959268303429";"0.0157735920588471";"1.0445556976973";"78"
"39";"si";"-0.208866322836545";"-0.13669180259729";"1.04406407859345";"79"
"40";"moins";"-0.169086120168599";"-0.373331863043039";"1.04161951387522";"80"
"41";"t";"-0.123548516889616";"-0.0740678617571793";"1.03804287213803";"82"
"42";"24";"-0.238294343323009";"0.188924139552393";"1.03502550350981";"83"
"43";"grâce";"-0.0446758061117844";"-0.506711528883352";"1.02908548186053";"84"
"44";"2018";"-0.249612926480042";"-0.235030582725514";"1.02638834218986";"85"
"45";"36";"-0.302461391868591";"-0.303723008886669";"1.02638834218986";"86"
"46";"29";"-0.284609656067326";"-0.35720609622022";"1.0227756183166";"87"
"47";"non";"-0.120123018459492";"0.0467657434442357";"1.02247794069409";"88"
"48";"faire";"-0.128198440376556";"-0.0729475224448645";"1.0138182280391";"92"
"49";"000";"-0.197988803358407";"0.428889032907228";"1.01200059043495";"93"
"50";"donc";"-0.231426424118801";"0.0260936281202427";"1.00877574952437";"94"
"51";"rien";"-0.175111410801005";"0.00784813107623897";"1.00776544971462";"95"
"52";"chaque";"-0.24396207399971";"-0.332498234273776";"1.0041707669094";"97"
"53";"aussi";"-0.130152002970179";"-0.165127869581529";"0.987090385750837";"100"
"54";"nous";"-0.120585715117287";"-0.188036728000402";"0.984542084891426";"101"
"55";"aux";"-0.126875115223152";"-0.07144690958703";"0.984154201928754";"102"
"56";"y";"-0.160628452963446";"-0.0352071930651494";"0.97939135996851";"105"
"57";"ou";"-0.191306701928655";"-0.129938778488834";"0.978859148461589";"107"
"58";"sous";"-0.198650889620279";"0.362043585678575";"0.969901758184085";"108"
"59";"devoir";"-0.214635046244546";"-0.0660948011285928";"0.967249721183494";"110"
"60";"me";"-0.0946701798574648";"-0.299882708589287";"0.966915961424916";"111"
"61";"bon";"0.0986934589614192";"-0.187493793136373";"0.962762005510726";"113"
"62";"savoir";"-0.155407640501764";"-0.0558338650440003";"0.962432756019156";"114"
"63";"assez";"-0.203075704115736";"-0.543138535564922";"0.960948878173588";"117"
"64";"arrière";"-0.252158974119945";"-0.566857237918534";"0.96034901266155";"118"
"65";"cette";"-0.114379547706161";"0.0294525565979172";"0.959722085547464";"120"
"66";"2025";"-0.241067628196662";"-0.362498179511087";"0.955554598832251";"123"
"67";"notre";"-0.054520685115794";"-0.197465883951298";"0.9472060946008";"124"
"68";"autres";"-0.215753216591429";"-0.0785985642037535";"0.946344633602309";"125"
"69";"environ";"-0.141016839146206";"-0.634206772180349";"0.94568613461917";"126"
"70";"cela";"-0.221673943098782";"-0.0993143554331859";"0.944418749589976";"127"
"71";"100";"-0.243305227060741";"-0.438290487334315";"0.943760250606836";"128"
"72";"même";"-0.181263187468616";"-0.083731480628957";"0.943453552450305";"129"
"73";"leurs";"-0.220129609530137";"0.211094704965758";"0.943246080167946";"130"
"74";"3";"-0.0688781946856053";"-0.499112823680591";"0.942217739290166";"131"
"75";"mon";"0.00391000025293539";"-0.236617756266889";"0.941541199238995";"132"
"76";"hors";"-0.253706029663121";"-0.396746329158233";"0.939669438430755";"133"
"77";"39";"-0.242617093078692";"-0.351261926922709";"0.938005149904874";"135"
"78";"sa";"-0.0408903160718948";"0.071586401533222";"0.937265466115594";"137"
"79";"elle";"0.0135729745141987";"0.154586933318295";"0.934108279210129";"139"
"80";"2010";"-0.216345650439207";"-0.980919250777322";"0.933567047169192";"140"
"81";"vis_à_vis";"-0.236409115783224";"0.0408222915455542";"0.933567047169192";"141"
"82";"juste";"-0.181171619207571";"-0.072259612110654";"0.931510365413633";"143"
"83";"là";"-0.156959756578884";"0.0283391355180797";"0.931081890047891";"144"
"84";"16";"-0.0993765390969864";"-0.518434054878821";"0.928673407465722";"150"
"85";"85";"-0.341797828647632";"-0.920059211304688";"0.92787509020534";"151"
"86";"eux";"-0.0457751274058882";"0.0996118881861244";"0.926932444400709";"152"
"87";"4000";"-0.330441992214679";"-0.00150145282537235";"0.92581840844978";"155"
"88";"point";"-0.234154033685012";"-0.0312977864492452";"0.925430525487109";"156"
"89";"toutefois";"-0.327215279495203";"-0.610681856767501";"0.924731434100899";"157"
"90";"beaucoup";"-0.0535409413742357";"-0.433547316633955";"0.924537492619563";"158"
"91";"voici";"-0.263270944542006";"0.108930685423565";"0.923603867348947";"161"
"92";"pourquoi";"-0.169798675154378";"0.259575054079738";"0.921082628091583";"162"
"93";"comme";"-0.172035622644924";"0.00787769624838123";"0.919089090074132";"163"
"94";"15";"-0.257972758794526";"-0.7248463303741";"0.918412550022961";"164"
"95";"avant";"-0.185954312188912";"0.13680716352326";"0.91835391655186";"165"
"96";"chez";"-0.119464095642681";"-0.370784830700878";"0.917262431935971";"166"
"97";"sans";"-0.1880887910812";"-0.0517723342047148";"0.916292724529292";"168"
"98";"300";"0.0291067127356944";"-0.319588015258729";"0.913816587942006";"169"
"99";"vouloir";"-0.130807614970511";"-0.0422947496902576";"0.912409384635571";"170"
"100";"an";"-0.175102596955422";"-0.00624108786922802";"0.911160040674408";"171"
"101";"revoilà";"-0.153670931435345";"-0.464836745326977";"0.91012718952962";"172"
"102";"lorsqu";"-0.27210441905067";"-0.0188765962538172";"0.909419077609395";"176"
"103";"ces";"-0.173551053924662";"0.188239379947494";"0.907308272649741";"180"
"104";"ah";"0.0175524847033887";"-0.00231263568235132";"0.906694876336679";"181"
"105";"dont";"-0.231853612434352";"0.441268862407477";"0.906685855802664";"182"
"106";"parmi";"-0.236739890268402";"0.29086620786228";"0.905526717181657";"183"
"107";"moindre";"-0.239384272523029";"-0.216022301920585";"0.904877238732533";"186"
"108";"souvent";"-0.237539403927622";"-0.293419986044488";"0.904823115528439";"187"
"109";"avec";"-0.117449841066757";"-0.126664383497366";"0.901503559010693";"189"
"110";"car";"-0.218984696560918";"-0.125686480166655";"0.90134569966542";"190"
"111";"hormis";"-0.248168258093948";"0.0804256820455978";"0.900182050777406";"191"
"112";"dehors";"-0.0568191704687495";"-0.575409592561446";"0.899316079511907";"194"
"113";"envers";"-0.206117573284549";"0.189206344034094";"0.898847011743095";"195"
"114";"maintenant";"-0.0962905464877218";"0.271541131607096";"0.898747785868923";"196"
"115";"peut_être";"-0.192756903011555";"-0.213013264030808";"0.898612477858689";"197"
"116";"plein";"-0.0517510788228606";"-0.307034874970706";"0.898472659581447";"198"
"117";"c_est_à_dire";"-0.283033948061457";"-0.760625561570512";"0.898283228367119";"199"
"118";"ma";"-0.0101959874112448";"-0.481448207621382";"0.896984271468871";"201"
"119";"au";"-0.133094777083224";"-0.00913654353755028";"0.895166633864725";"202"
"120";"1990";"-0.30816498915043";"0.0551375551214123";"0.893421160532704";"208"
"121";"excepté";"-0.19647302455702";"-0.164574509472173";"0.893421160532704";"209"
"122";"33";"-0.234926445865826";"-0.715986020671044";"0.893421160532704";"211"
"123";"falloir";"-0.170484788150272";"-0.156404632623412";"0.89274913074854";"214"
"124";"vos";"-0.149904001534601";"0.119113031809278";"0.892541658466181";"215"
"125";"40";"-0.238887158219412";"-0.687015276576661";"0.892248491110674";"216"
"126";"m";"-0.0818047152004974";"-0.278237410407077";"0.892077100964377";"217"
"127";"ses";"-0.162450341589198";"0.159196674359523";"0.891874138949026";"218"
"128";"90";"-0.149085672743375";"-0.497506726049101";"0.891815505477924";"219"
"129";"8000";"-0.337877403129504";"0.0786294811413883";"0.891644115331628";"220"
"130";"certains";"-0.223142152631126";"-0.091970516630066";"0.890439874040543";"221"
"131";"aucune";"-0.223416841424424";"0.265688711255891";"0.889803926392442";"222"
"132";"aucun";"-0.157117162464961";"0.30863273535379";"0.889082283671193";"223"
"133";"bien";"-0.00526880360615164";"-0.13431156974729";"0.887102276454766";"224"
"134";"2100";"-0.341401500105953";"-0.858053945090203";"0.886718903759103";"225"
"135";"mieux";"-0.0721421714428302";"-0.399537827895498";"0.88514031030637";"226"
"136";"autour";"-0.232247291894213";"-0.315786692376345";"0.884341993045988";"227"
"137";"certaine";"-0.224470633278101";"-0.208080372094647";"0.884265318506856";"228"
"138";"divers";"-0.236875442642";"0.0983068277500251";"0.884093928360559";"229"
"139";"2022";"-0.317594207838573";"-0.46701223499709";"0.883286590566162";"231"
"140";"auxquels";"-0.278304856711513";"0.183740197263363";"0.881144213737453";"235"
"141";"derrière";"-0.222208263769962";"0.114254172979714";"0.879141655185987";"237"
"142";"59";"-0.131960919503824";"0.611413938388726";"0.879105573049925";"238"
"143";"2026";"0.0558846574051775";"-0.790614421831625";"0.879092042248901";"239"
"144";"2500";"-0.314109138074987";"-0.515283654990567";"0.878663566883159";"240"
"145";"toute";"-0.0527506722619887";"0.109109455781469";"0.878622974480089";"241"
"146";"parce_que";"-0.225039561457397";"-0.031451510185508";"0.878009578167028";"242"
"147";"surtout";"-0.0846070121567958";"-0.272892879649776";"0.877314997047825";"243"
"148";"120";"-0.244375941349082";"0.281738944105946";"0.87712105556649";"244"
"149";"ceux";"-0.198635186682348";"0.0178648990963493";"0.875795037066194";"245"
"150";"quelles";"-0.232689897715998";"0.240918565895504";"0.874847880994555";"246"
"151";"200";"-0.119754303862713";"0.520713817339358";"0.874252525749524";"247"
"152";"après";"-0.153074345573655";"0.0600855294827521";"0.874148789608345";"248"
"153";"différents";"-0.234704862999129";"-0.305917146385227";"0.873981909729056";"249"
"154";"moi";"-0.0434483590049681";"-0.343999932325288";"0.873476759824182";"250"
"155";"jusqu";"-0.149888393272691";"0.815871770369766";"0.87290395591419";"251"
"156";"celle";"-0.170390312835918";"0.170677428001882";"0.872592747490652";"252"
"157";"presque";"-0.15217617849984";"-0.318383479213111";"0.872520583218527";"253"
"158";"1950";"-0.240595563290599";"0.270612417192961";"0.871956799842551";"255"
"159";"quelques";"-0.239498816722887";"-0.204589027596808";"0.871167503116185";"257"
"160";"dix";"-0.225722893553572";"0.0494630581170713";"0.87066235321131";"258"
"161";"celle_ci";"-0.256434591445574";"0.593492661217312";"0.869706176605655";"260"
"162";"38";"-0.334547571943099";"-0.605095496403536";"0.869643032867546";"261"
"163";"quoique";"-0.264226459807442";"-0.151207894860404";"0.869083759758578";"262"
"164";"dessous";"-0.255695737934079";"-0.633412688022902";"0.868880797743226";"263"
"165";"ta";"-0.0585692214876644";"-0.13711536670823";"0.868244850095126";"265"
"166";"quatre";"-0.225438215039166";"-0.283812488224276";"0.868073459948829";"266"
"167";"autre";"-0.202461410222384";"0.0432386952494872";"0.868019336744735";"267"
"168";"encore";"-0.142525659411808";"-0.183089032148676";"0.86776225152529";"268"
"169";"2024";"-0.255644371644614";"0.0311001621855316";"0.867726169389228";"269"
"170";"dessus";"-0.238494900985259";"-0.085060196844548";"0.867442022567736";"270"
"171";"2013";"-0.291105782573156";"-0.800759442431748";"0.867121793610182";"271"
"172";"12";"-0.255850588610791";"-0.450350986853255";"0.867067670406088";"272"
"173";"très";"-0.0697912208184274";"-0.262789323088302";"0.866851177589713";"273"
"174";"45";"-0.254916433027186";"-0.0322470889317372";"0.866233271009644";"274"
"175";"nôtre";"-0.331002111838125";"-0.688362461940938";"0.86613855540248";"275"
"176";"1000";"0.0981003743236517";"-0.579456957880461";"0.865786754575871";"276"
"177";"2";"0.122946102262694";"-0.0650773234181855";"0.865660467099652";"277"
"178";"cependant";"-0.272446828362064";"0.047000826761274";"0.865250032801942";"278"
"179";"puis";"-0.183131022608872";"-0.0947739710418298";"0.8651102145247";"279"
"180";"55";"-0.17979693609864";"-0.720957316853659";"0.863590254543069";"281"
"181";"quelconque";"-0.222030386996639";"-0.349756943022136";"0.863297087187562";"282"
"182";"aucunement";"-0.251919590694075";"0.381365267769558";"0.863261005051499";"283"
"183";"lui";"0.0619508527907188";"0.0116326133460768";"0.862566423932297";"284"
"184";"auxquelles";"-0.260542099837623";"0.0424034525842419";"0.861894394148134";"287"
"185";"entre";"-0.199380426216112";"-0.0918522056690638";"0.86040149576855";"288"
"186";"5000";"-0.314721437519854";"-0.11317121217971";"0.860351882831464";"289"
"187";"tes";"-0.155778755981318";"-0.119040252742095";"0.859954979334777";"290"
"188";"autrui";"-0.256478791898763";"0.184197031908796";"0.859941448533753";"291"
"189";"2000";"-0.0455503154991582";"0.438300261437934";"0.859657301712261";"293"
"190";"madame";"0.223221239392632";"-0.0546553588837627";"0.859332562487699";"295"
"191";"bye";"-0.254535623065358";"-0.532093540648919";"0.858006543987404";"297"
"192";"62";"-0.062474370052575";"-0.956785941618946";"0.857663763694811";"298"
"193";"2019";"-0.302862383887995";"-0.422138427598516";"0.857663763694811";"299"
"194";"flop";"-0.281439005369899";"-0.867675508976603";"0.857663763694811";"300"
"195";"tienne";"-0.253065429880375";"0.664115808080123";"0.856391868398609";"301"
"196";"jusqu_à";"-0.1394006625153";"0.0332335808245761";"0.856017516236961";"303"
"197";"19";"0.0736440481412234";"-0.567676026000109";"0.855823574755626";"304"
"198";"99";"-0.189241852508782";"-0.152884459296145";"0.855701797546415";"305"
"199";"tant";"-0.112163731230437";"-0.00190137902480476";"0.855336465918782";"306"
"200";"davantage";"-0.268586430001598";"-0.387574788415012";"0.854844846814931";"308"
"201";"où";"-0.20569565170332";"0.0247731371150275";"0.85478621334383";"309"
"202";"25";"-0.0988581933389497";"-0.295461494162667";"0.85449755625533";"310"
"203";"alors";"-0.202142118716284";"-0.0398738452372032";"0.854470494653284";"311"
"204";"600";"-0.239564081336025";"-0.581040728403573";"0.854267532637932";"312"
"205";"lesquelles";"-0.280356088640108";"0.459620730087137";"0.85365413632487";"314"
"206";"elle_même";"-0.23033786879848";"0.496553689236497";"0.852549120907958";"316"
"207";"aujourd_hui";"-0.158690081046715";"0.300913118850735";"0.851728252312537";"317"
"208";"60";"-0.210222230360278";"-0.463885493128648";"0.8514756773601";"318"
"209";"jamais";"-0.0787550784964596";"0.147033014515931";"0.850889342649085";"320"
"210";"ci";"0.00360136158279325";"0.564074022157261";"0.850754034638851";"323"
"211";"vingt";"-0.251780091414552";"-0.453447036452224";"0.850442826215312";"324"
"212";"nulles";"-0.318178713010614";"0.516112919373341";"0.850253395000984";"327"
"213";"4500";"-0.3791100299289";"-1.21190731442386";"0.850253395000984";"328"
"214";"debout";"-0.290314171100933";"-0.273689154667482";"0.849617447352883";"331"
"215";"quand";"-0.165797165797358";"-0.0187084233124147";"0.849549793347766";"333"
"216";"moi_même";"-0.279304278200696";"-0.197486729667632";"0.848647739946205";"334"
"217";"alerte";"-0.285360705592713";"0.258959455163349";"0.848647739946205";"335"
"218";"2015";"-0.264236095318438";"0.376558543121344";"0.847678032539526";"336"
"219";"97";"-0.332988094450835";"-0.180434323081691";"0.847669012005511";"337"
"220";"adieu";"-0.288649895335811";"-0.799806896742119";"0.847339762513941";"338"
"221";"2050";"-0.3092991631802";"-1.30715368741312";"0.847339762513941";"340"
"222";"selon";"-0.252563615442078";"-0.0930161355864203";"0.846595568457653";"343"
"223";"21";"-0.218014383898347";"-0.660177552659537";"0.84647830151545";"344"
"224";"pan";"-0.276339031343709";"-0.444196439218401";"0.846370055107262";"345"
"225";"puisqu";"-0.23725278652396";"-0.107181275035506";"0.846311421636161";"347"
"226";"autant";"-0.226190692700638";"-0.276885692378767";"0.846302401102145";"348"
"227";"quel";"0.0779598616791891";"0.0603456364315028";"0.846085908285771";"349"
"228";"d_abord";"-0.12683625103752";"-0.0737401867061498";"0.845864905202388";"350"
"229";"peu";"-0.183344028071291";"-0.177761928690935";"0.845756658794201";"351"
"230";"tien";"-0.172291206909529";"-0.0763546398154129";"0.844574968838155";"353"
"231";"telle";"-0.280956560633832";"0.106180091128131";"0.844570458571147";"354"
"232";"ben";"-0.0795222402776152";"-0.0970103857430144";"0.844426130026898";"355"
"233";"pa";"-0.0990197380089536";"-0.427769835330213";"0.844308863084695";"356"
"234";"mêmes";"-0.240168320066993";"-0.0292446411788802";"0.844083349734304";"357"
"235";"demi";"-0.187812168662394";"0.241075286521222";"0.844020205996195";"358"
"236";"tandis_qu";"-0.215910561602734";"0.0278056995224799";"0.84386685691793";"359"
"237";"cent";"-0.266828835577128";"-0.696195409853904";"0.84386685691793";"360"
"238";"tels";"-0.238286135401666";"0.262399880138661";"0.843718018106672";"362"
"239";"trois";"-0.0804990796275938";"-0.309145213073171";"0.843041478055501";"365"
"240";"44";"-0.078020336722685";"-0.414234868733139";"0.842991865118415";"366"
"241";"mal";"-0.084057660478411";"-0.170596077753974";"0.842328855868267";"367"
"242";"merde";"-0.15382929779864";"-0.84079452629484";"0.841783113560323";"368"
"243";"quels";"-0.226101391515331";"0.359732924792631";"0.841593682345995";"369"
"244";"98";"-0.14351179723247";"-1.09159722964961";"0.840840467755691";"371"
"245";"plusieurs";"-0.207088556711115";"0.0553195939626952";"0.840813406153644";"372"
"246";"41";"-0.185858649313936";"-0.0305558487730453";"0.84045258479302";"373"
"247";"vers";"-0.0855029298837483";"-0.277530273645267";"0.840443564259004";"374"
"248";"50000";"-0.275215183546053";"-1.44622709866362";"0.839672308600669";"376"
"249";"douze";"-0.273060168141664";"-0.674320457631363";"0.839672308600669";"377"
"250";"05";"-0.293078627103329";"-1.46814061779423";"0.839672308600669";"379"
"251";"sienne";"-0.203475821170073";"-0.138160197560601";"0.839315997507052";"380"
"252";"pardon";"-0.132373977370254";"0.541891499227719";"0.83899125828249";"381"
"253";"vite";"-0.218050760402464";"-0.48691896479757";"0.838643967722889";"383"
"254";"devant";"-0.205833355296556";"0.355350531669256";"0.838418454372499";"384"
"255";"con";"0.0832721420618748";"-0.203609452047681";"0.838382372236436";"385"
"256";"toutes";"0.0472252419320996";"0.0751331453983552";"0.838183920488093";"386"
"257";"31";"-0.294779047632844";"-0.334476224804833";"0.837647198714164";"388"
"258";"ici";"-0.13910827357323";"-0.0688654123149879";"0.8366278783704";"389"
"259";"65";"-0.1838267374019";"-0.744694599000943";"0.836289608344814";"390"
"260";"cet";"-0.1206201230828";"0.191729256591006";"0.836131748999541";"392"
"261";"tous";"0.0147096341434412";"0.0534759194262645";"0.835937807518205";"393"
"262";"ailleurs";"-0.225635197604378";"0.181630160508599";"0.834774158630191";"396"
"263";"34";"-0.324974693422581";"-0.701837825309959";"0.833903677097684";"397"
"264";"tandis_que";"-0.261593641785587";"0.036515639263474";"0.83358344814013";"398"
"265";"1994";"0.27543233856296";"0.561463570185644";"0.832361165781014";"408"
"266";"htag_caisseunique";"0.27543233856296";"0.561463570185644";"0.832361165781014";"409"
"267";"ci_dessus";"-0.1844337094614";"-0.059809813316744";"0.832343124712983";"412"
"268";"soudain";"-0.264043175126551";"0.196590424441918";"0.832243898838811";"413"
"269";"ouais";"0.0455826959075956";"-0.211517240477057";"0.832207816702749";"414"
"270";"ouf";"0.166085692997956";"-0.692515545673874";"0.83189660827921";"415"
"271";"partout";"-0.11903480321211";"0.189342496634802";"0.831878567211179";"417"
"272";"hein";"-0.0521243152578778";"-0.223830777237924";"0.831220068228039";"419"
"273";"euh";"-0.180597818372485";"-0.13152442143632";"0.831098291018828";"420"
"274";"malgré";"-0.0492885975197235";"0.241001271226532";"0.830913370071508";"421"
"275";"outre";"-0.296138657555809";"-0.115765481680542";"0.830782572328282";"422"
"276";"chut";"-0.0386239542055065";"-1.32311849377101";"0.830033868004986";"425"
"277";"1960";"-0.260901035268675";"0.479439417900655";"0.830033868004986";"426"
"278";"certes";"-0.269875093576417";"0.0949276892217966";"0.829497146231057";"427"
"279";"mouais";"-0.0772225535780283";"-1.12593813422221";"0.829172407006495";"428"
"280";"sauf";"-0.213963631780134";"-0.0553110492833093";"0.828631174965558";"429"
"281";"comment";"-0.161380731493689";"0.129503530112575";"0.828604113363511";"430"
"282";"pseudo";"-0.19981905846398";"0.153727489522153";"0.827756183166043";"431"
"283";"six";"-0.264992598692826";"-0.0962126220130412";"0.827273584596208";"432"
"284";"ceux_là";"-0.278867589236178";"-0.195837938066099";"0.826998458308732";"433"
"285";"parfois";"-0.16419338114398";"-0.307988550960959";"0.826993948041724";"435"
"286";"heu";"-0.268155142920519";"-0.0851108000267753";"0.826588024011021";"436"
"287";"eh";"0.0131436054112459";"-0.24335799131623";"0.826299366922522";"437"
"288";"lequel";"-0.259810121644338";"-0.195295811424432";"0.826285836121498";"438"
"289";"ainsi";"-0.200706425618186";"0.185727572409222";"0.825731073279538";"439"
"290";"néanmoins";"-0.171909036189251";"-0.838498808155984";"0.825311618447812";"440"
"291";"cinq";"-0.149409913764785";"-0.542796466808889";"0.825311618447812";"441"
"292";"chouette";"-0.276449124334046";"-0.692598635128637";"0.825311618447812";"442"
"293";"croire";"0.0165351254074221";"0.121011756248657";"0.825063553762383";"443"
"294";"mien";"0.0460065710518529";"-1.38031085020734";"0.824914714951125";"444"
"295";"celui_là";"-0.130035606451121";"-0.325016331515795";"0.824648609197665";"445"
"296";"dommage";"0.114478685362368";"-0.312825670962279";"0.824635078396641";"446"
"297";"alentour";"-0.0269316588098962";"-1.22900366443794";"0.824337400774126";"448"
"298";"voilà";"-0.117418432495071";"0.0702726636084656";"0.82381420980122";"449"
"299";"tiens";"-0.0619486867892719";"-0.110868976420794";"0.823710473660041";"450"
"300";"sinon";"-0.0997287719038531";"-0.0281436172339606";"0.823024913074854";"451"
"301";"57";"-0.154499077448038";"0.598261901851533";"0.822095798071246";"453"
"302";"dedans";"-0.167208013347627";"-0.386630351643032";"0.821987551663058";"454"
"303";"laquelle";"-0.234845122257134";"-0.250567637584338";"0.821139621465591";"456"
"304";"in";"0.15907519826613";"0.0321125740960161";"0.821108049596536";"457"
"305";"bah";"-0.110403472589014";"-0.199202649569551";"0.820742717968904";"458"
"306";"volontiers";"-0.283968041461254";"-0.35726323614874";"0.820580348356623";"459"
"307";"celles_ci";"-0.241762742679761";"0.024546974866746";"0.820165403791905";"460"
"308";"nul";"0.0896987209054326";"0.0548177208056052";"0.819570048546874";"462"
"309";"loin";"-0.193380421013253";"-0.172487416409406";"0.818929590631765";"463"
"310";"40000";"-0.00747923363398264";"-0.993078157159334";"0.81887997769468";"464"
"311";"concernant";"-0.231900446342205";"-0.132486979449657";"0.818843895558617";"465"
"312";"ok";"-0.179384351380454";"-0.255144514255679";"0.818636423276258";"467"
"313";"unes";"-0.251923725423806";"-0.525511866562715";"0.818483074197993";"469"
"314";"htag_hypocrisie";"-0.251923725423806";"-0.525511866562715";"0.818483074197993";"470"
"315";"lesquels";"-0.17249077814629";"0.093427630048021";"0.818090680968313";"472"
"316";"f";"-0.154826832177035";"0.226692756894128";"0.817874188151939";"473"
"317";"anti";"-0.223104662605129";"0.174162672423376";"0.817441202519189";"474"
"318";"certain";"-0.104631183936321";"-0.213933527665577";"0.816426392442433";"475"
"319";"2008";"-0.227647126596322";"0.111214939778863";"0.81491094272781";"480"
"320";"sien";"-0.236095758773453";"-0.222549080217089";"0.814689939644427";"481"
"321";"voire";"-0.236758062035098";"-0.291635086080394";"0.814509528964115";"483"
"322";"quelqu_un";"-0.167995495183793";"-0.163625649231818";"0.813670619300663";"484"
"323";"2030";"-0.209923860309459";"-1.23252198654259";"0.813648067965624";"485"
"324";"via";"-0.0979801413870866";"-0.415033895307524";"0.813237633667913";"486"
"325";"2011";"-0.0636526487651292";"0.427278739946795";"0.813197041264843";"487"
"326";"2020";"-0.248032669187802";"0.500177903786267";"0.813066243521616";"488"
"327";"13";"-0.134117209555008";"0.0434307838770647";"0.812994079249492";"489"
"328";"salut";"0.864266794461104";"-0.186407699770698";"0.812470888276586";"490"
"329";"72";"-0.0122261648621209";"0.65414103346888";"0.812101046381946";"491"
"330";"mm";"0.588271204473708";"-0.231166374775393";"0.812069474512891";"492"
"331";"parce";"-0.147464928974175";"0.188306104909005";"0.8114966706029";"493"
"332";"91";"-0.0105893649366934";"0.0317610263789329";"0.811370383126681";"494"
"333";"allô";"-0.274298617936632";"0.463004278552695";"0.811370383126681";"495"
"334";"haha";"0.166221062179357";"-0.490240216567294";"0.811226054582431";"496"
"335";"42";"0.0472321587123371";"-1.12428526514949";"0.809841402611035";"497"
"336";"cinquante";"-0.220249804797418";"-0.0649297005081755";"0.809539214721512";"498"
"337";"hélas";"-0.231531698074886";"0.630556407055016";"0.809025044282622";"499"
"338";"bof";"0.488575763245263";"-0.439344550066336";"0.808533425178771";"501"
"339";"tel";"-0.222566721845351";"0.0171559535087801";"0.808474791707669";"502"
"340";"ha";"-0.119446543240749";"-0.117644786227503";"0.808195155153185";"504"
"341";"diverses";"-0.264054962716238";"0.0452122070562285";"0.807730597651381";"505"
"342";"uns";"-0.242939121782593";"0.499090424610005";"0.807266040149577";"506"
"343";"ceux_ci";"-0.28340873480402";"0.0965391920516928";"0.807207406678475";"507"
"344";"htag_cqfd";"-0.0788790764025144";"-0.648538345480183";"0.806805992914781";"508"
"345";"71";"0.0224818645510772";"-0.434166401875418";"0.806309863543922";"512"
"346";"68";"-0.0848316193746687";"-0.109710911232631";"0.806174555533688";"513"
