"";"*rts_a";"*rts_i"
"déjà";119;44
"air";51;8
"con";27;3
"mettre";85;40
"là";167;44
"emji_visage_avec_bouche_ouverte";132;39
"emji_visage_avec_un_doigt_sur_la_bouche";11;6
"autre";89;35
"vie";80;21
"ahahah";9;3
"trop";227;59
"chaud";97;30
"imaginer";30;10
"qui";750;227
"revoir";23;2
"mtn";12;1
"sur";293;114
"compte";16;9
"des";1070;310
"jeunesse";17;3
"heureusement";71;18
"cette";207;44
"période";18;3
"horreur";58;21
"apprendre";30;1
"aux";126;40
"beau";141;22
"oh";83;15
"putain";33;11
"merde";28;11
"punaise";20;2
"adorer";134;12
"ou";317;99
"tellement";133;40
"gros";63;17
"s";282;87
"bon";274;96
"enfant";70;18
"même";411;93
"délire";11;7
"60";28;4
"an";215;45
"connaître";143;23
"avec";582;149
"mes";117;19
"papa";22;4
"40";29;5
"maison";64;13
"rester";63;16
"gamin";28;0
"ta";68;22
"copain";22;4
"ville";10;5
"vacance";28;4
"une";962;228
"petit";215;31
"piscine";33;9
"comment";94;21
"peu";142;37
"souvenir";124;5
"année";161;23
"80";41;5
"ahaha";29;4
"oui";278;88
"fin";64;7
"équipe";9;6
"me";356;88
"régaler";18;5
"rouler";19;1
"neige";80;19
"excellent";57;10
"côté";58;12
"époque";255;14
"ciao";14;0
"vert";15;3
"monter";12;4
"h";16;1
"sans";117;52
"naître";54;6
"boy";14;0
"carrément";25;9
"huile";23;1
"premier";78;11
"flic";9;3
"drôle";90;26
"du";661;214
"toujours";218;44
"plaisir";23;8
"prendre";140;39
"emji_visage_avec_masque";11;4
"emji_visage_très_souriant_aux_yeux_rieurs";41;6
"hahaha";40;5
"emji_visage_stupéfait";12;2
"dessus";19;3
"emji_visage_en_pleine_réflexion";56;31
"emji_visage_avec_une_main_sur_la_bouche";93;25
"génie";31;19
"son";151;28
"truc";50;5
"devoir";136;57
"emji_visage_souriant";48;4
"face";17;3
"falloir";172;83
"arrêter";29;11
"partir";34;11
"sa";143;33
"bête";9;2
"couper";44;5
"vélo";8;3
"qu";596;185
"sérieux";27;5
"emji_visage_souriant_avec_coeurs";22;2
"courir";13;2
"ben";67;17
"voilà";50;24
"1er";19;9
"oups";8;10
"désolé";18;14
"doute";7;5
"toute";67;17
"pluie";26;6
"notre";59;18
"cerveau";10;5
"journée";33;17
"toi";174;83
"jean";60;20
"michel";12;5
"fondue";49;25
"haut";37;11
"montagne";9;2
"après";182;37
"quelques";24;7
"descente";10;4
"ski";25;2
"louper";10;3
"emji_visage_roulant_des_yeux";94;97
"svp";23;9
"grave";20;1
"sourire";7;3
"alors";144;64
"froid";102;33
"dos";20;5
"fribourg";17;4
"pis";7;5
"ailleurs";41;9
"plein";38;23
"oreille";12;0
"emji_visage_qui_vomit";57;15
"tête";121;17
"aimer";539;49
"emji_tête_de_fou";57;31
"ma";235;35
"maman";27;4
"15";11;4
"mec";69;26
"penser";172;35
"mdrrrr";13;0
"très";212;36
"parler";198;40
"blanc";78;11
"12";17;2
"tuer";17;8
"xd";13;4
"marier";41;2
"vendredi";17;4
"13";15;2
"20";30;14
"exactement";33;3
"croire";119;44
"rien";160;75
"point";29;6
"juste";100;48
"chiffre";6;4
"emji_feu";51;9
"emji_drapeau_suisse";37;5
"mal";84;48
"celle";26;11
"logique";4;6
"meilleur";60;14
"réponse";16;7
"vieux";116;13
"daron";24;0
"voix";39;2
"répondre";17;5
"vite";42;3
"clairement";16;3
"cheveu";66;8
"bleu";23;2
"lui";126;25
"quel";88;29
"genre";36;15
"battre";21;2
"couille";21;2
"partout";37;4
"2";88;41
"doigt";17;3
"patate";10;2
"vrai";130;36
"banane";13;2
"par";230;63
"contre";58;16
"mois";16;4
"oublier";56;12
"wsh";10;1
"emji_visage_qui_pleure_à_chaudes_larmes";427;282
"14";13;6
"plutôt";56;15
"mdr";110;38
"père";64;2
"pourquoi";110;45
"sortir";41;17
"chaque";71;17
"fois";114;24
"jouer";72;6
"lol";46;16
"hahahaha";8;6
"gars";48;23
"merci";133;52
"emji_visage_envoyant_un_bisou";25;10
"fou";50;7
"perso";54;10
"bonheur";16;4
"pareil";108;18
"2006";10;0
"bernard";8;2
"what";6;5
"interview";10;1
"genève";68;25
"emji_visage_étourdi";18;9
"emji_visage_qui_rougit";57;26
"aujourd_hui";180;1
"x";11;3
"cul";58;12
"enlever";16;5
"gosse";11;1
"sous";50;26
"d_abord";8;2
"lac";89;17
"grand_mère";17;1
"5";33;19
"fils";32;9
"besoin";32;8
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";64;25
"jeter";7;3
"cela";74;16
"jamais";164;41
"flotte";11;0
"savoir";250;72
"3";52;22
"mode";51;9
"choquer";20;3
"importer";28;16
"quoi";182;88
"liquide";11;0
"avant";120;28
"pendant";29;5
"emji_singe_ne_rien_voir";66;33
"linge";12;4
"passer";99;38
"deux";78;16
"boule";8;7
"droit";15;3
"eh";18;4
"emji_visage_qui_pleure";98;73
"fille";72;8
"gant";74;4
"brun";19;1
"classe";31;8
"ouf";17;3
"chose";92;18
"femme";73;9
"0";17;8
"jurer";42;20
"jeune";62;8
"marcher";13;12
"fort";34;21
"moins";121;37
"ahah";25;6
"film";26;6
"violet";10;2
"ah";141;54
"famille";29;6
"confirmer";12;4
"emji_yeux";47;37
"mêmes";32;6
"emji_visage_nauséeux";84;1
"évidemment";12;4
"car";66;22
"homme";59;15
"ca";62;26
"chéri";12;5
"poser";21;5
"question";37;12
"glace";15;3
"roi";19;7
"cousin";36;5
"inventer";40;7
"pain";18;3
"chocolat";15;9
"lausanne";21;12
"z";14;8
"emji_visage_blasé";13;2
"jaloux";12;8
"charles";12;2
"team";36;9
"tenue";10;1
"mince";10;5
"vaudois";78;19
"histoire";24;12
"raconter";6;5
"fribourgeois";15;4
"hein";49;14
"parce_que";66;26
"elles";49;12
"facile";19;1
"gagner";14;3
"emji_visage_de_geek";21;20
"avril";18;8
"aïe";8;8
"cou";10;1
"ch";10;3
"like";11;6
"emji_oeil";11;5
"sale";40;6
"etait";14;8
"avance";8;3
"effet";9;13
"chier";11;6
"monde";66;30
"r";16;3
"moche";31;3
"rendre";13;9
"bout";26;4
"commentaire";65;47
"courant";15;4
"fier";13;5
"chauve";8;2
"vive";50;13
"mot";101;11
"amuser";14;0
"emji_coeur_rouge";81;11
"enfance";21;4
"fermer";15;4
"arrière";14;3
"délicieux";10;1
"commencer";25;10
"ensuite";12;3
"franchement";19;11
"top";49;5
"moment";29;14
"expliquer";17;11
"1";58;39
"phrase";19;1
"emji_pouce_vers_le_haut_peau_claire";33;4
"prochain";16;10
"30";28;10
"couteau";14;3
"travail";23;7
"chaussette";50;6
"mourir";24;6
"écouter";27;11
"manquer";44;17
"presque";32;4
"cuisse";16;0
"hahah";8;6
"50";26;9
"haha";26;8
"encore";206;72
"certainement";10;7
"jour";89;25
"effectivement";32;9
"sauver";10;3
"montrer";15;4
"accent";325;3
"sûr";35;29
"incroyable";39;13
"leur";86;39
"mauvais";15;6
"ceux";44;19
"heure";41;12
"bientôt";8;6
"prêt";17;4
"emji_visage_souriant_avec_yeux_plissés";130;58
"emji_visage_effrayé";11;11
"emji_applaudissements";80;42
"coeur";24;6
"arriver";52;14
"nom";62;10
"boire";30;12
"gag";7;3
"vendre";15;5
"trouver";104;17
"cas";41;10
"donc";144;29
"personnage";11;0
"emji_mains_levées";37;16
"frère";13;1
"fumer";22;7
"impossible";16;3
"automne";22;10
"tirer";23;4
"chaise";22;2
"table";13;0
"vers";11;3
"hiver";203;33
"pur";10;4
"bordel";11;9
"celui";31;8
"surtout";69;22
"vin";28;17
"valaisan";27;5
"valoir";51;17
"wc";47;6
"toilette";199;11
"blague";44;39
"sport";10;5
"salle";64;12
"bel";15;1
"faute";6;5
"dingue";9;1
"pays";29;16
"emmental";18;12
"pote";24;4
"emji_femme_avec_la_paume_sur_le_visage_peau_claire";19;32
"rentrer";13;4
"trou";19;3
"aaaah";14;5
"peine";9;3
"sacré";33;12
"règle";10;2
"taille";13;3
"culotte";17;2
"cet";57;9
"bonjour";18;2
"énorme";15;1
"leurs";40;22
"abuser";10;4
"devenir";44;14
"lire";20;18
"emji_visage_boudeur";21;76
"amour";12;1
"gentil";11;3
"fameux";35;6
"part";37;10
"autant";26;9
"compliqué";9;6
"louis";15;3
"saison";40;13
"ahhh";12;5
"corps";16;8
"vent";8;6
"emji_visage_bleu_et_froid";21;13
"remonter";9;2
"degré";31;16
"sembler";17;1
"bonnet";13;4
"version";18;6
"allemand";30;20
"animal";9;5
"seconde";9;2
"soirée";7;4
"préférer";48;13
"aucune";23;13
"langue";21;9
"chercher";13;4
"ces";142;51
"ouais";36;18
"ses";76;16
"emji_visage_soulagé";26;7
"perdre";30;3
"style";27;9
"emji_visage_ébahi";10;2
"demander";56;8
"verre";11;4
"look";13;3
"rappeler";52;5
"piste";9;2
"emji_visage_souriant_avec_de_grands_yeux";10;4
"omg";25;7
"esprit";9;1
"espérer";20;15
"payer";9;12
"cassette";16;0
"bernois";5;7
"emji_visage_souriant_avec_yeux_rieurs";63;6
"tous";144;48
"propre";58;6
"prononcer";19;3
"votre";64;34
"niveau";24;4
"bas";20;11
"ressembler";51;6
"loin";38;11
"sketch";15;8
"saint";17;4
"détester";58;6
"emji_visage_souriant_avec_auréole";35;4
"dame";60;4
"rouge";23;5
"heu";10;1
"noël";21;8
"route";8;6
"habiter";33;6
"hier";17;6
"bouche";9;3
"vraiment";87;33
"emji_visage_éméché";33;12
"lorsque";11;1
"vif";19;5
"jusqu_à";21;5
"nuit";13;5
"parisien";18;4
"genevois";22;4
"faux";17;13
"réf";13;2
"70";30;1
"ici";50;18
"personne";105;32
"aucun";24;14
"ni";48;14
"québec";42;0
"emji_visage_implorant";18;3
"suite";21;2
"moustache";11;1
"gruyère";25;29
"vacherin";6;4
"vache";21;4
"pierre";26;4
"sosie";14;1
"stylé";11;5
"françois";17;2
"barre";6;5
"depuis";90;24
"10";33;15
"dommage";35;5
"appeler";174;26
"déconner";8;6
"magnifique";13;1
"slip";17;2
"grand_père";10;0
"travailler";17;11
"tard";31;5
"donner";50;10
"valaisans";14;4
"sueur";4;9
"quelque";18;8
"noir";27;10
"emji_index_pointant_vers_le_haut_peau_claire";5;6
"alain";14;1
"joli";28;7
"allumer";10;5
"emji_miam";27;6
"taper";8;4
"foutre";30;14
"début";44;3
"vivre";53;13
"bande";17;3
"costume";13;4
"emji_pouce_vers_le_haut";31;4
"technique";10;2
"marrer";14;1
"tant";23;11
"garder";29;4
"émission";12;0
"jacques";10;0
"the";11;1
"retour";17;8
"clair";15;6
"rêve";18;8
"humour";22;11
"japonais";27;3
"p";61;9
"tits";11;0
"italie";67;5
"espagne";10;1
"bidet";340;0
"partie";48;9
"bain";92;11
"utiliser";138;14
"pourtant";34;7
"utile";13;1
"hygiénique";24;1
"papier";56;11
"cheval";14;1
"bouger";8;3
"pet";15;1
"gens";105;23
"essuyer";19;3
"lieu";14;6
"laver";229;17
"nettoyer";31;5
"commission";12;1
"exister";61;8
"douchettes";11;0
"sinon";41;5
"bref";9;2
"fesse";51;2
"bouteille";43;1
"affaire";8;2
"main";46;11
"âge";22;6
"chanson";23;2
"pratique";85;3
"moyen";24;4
"contraception";11;0
"ciel";13;3
"toutes";63;11
"nain";12;1
"pardon";14;8
"servir";68;6
"simplement";9;3
"derrière";32;5
"certaines";10;2
"siècle";8;2
"appartement";12;2
"pièce";10;1
"selon";10;6
"problème";30;18
"invention";23;1
"intime";36;1
"chez";134;41
"vos";24;11
"rapport";16;7
"musique";20;6
"classique";18;1
"stp";11;3
"samedi";8;6
"mr";17;5
"autres";52;36
"claude";16;2
"daniel";11;0
"dimanche";50;4
"17";12;2
"nos";67;15
"normal";12;10
"veste";14;3
"léger";12;0
"pied";74;11
"obliger";19;2
"chien";18;3
"sac";42;1
"plastique";24;1
"envers";19;7
"ci";7;3
"pensée";14;0
"retrouver";30;9
"machine";9;2
"t_shirt";8;3
"porte";24;6
"blond";18;3
"voiture";16;15
"nan";21;5
"absolument";16;3
"installer";32;6
"rigoler";25;12
"france";146;35
"emji_visage_anxieux_avec_goutte_de_sueur";17;20
"assez";32;19
"doux";18;1
"ancien";22;3
"poisson";25;6
"belge";41;2
"europe";16;1
"ok";49;13
"belgique";51;1
"finir";30;13
"mi";10;1
"triste";11;9
"envoyer";14;7
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";16;9
"long";12;7
"caillou";5;7
"sauter";13;3
"canton";30;9
"vaud";19;2
"bah";65;26
"français";229;36
"pire";40;19
"fendre";11;3
"emji_coeur_brisé";6;8
"refaire";10;1
"vintage";10;2
"péter";8;4
"dixit";4;7
"dedans";24;6
"ouin";15;0
"lunette";21;5
"gauche";14;11
"emji_visage_qui_tire_la_langue_les_yeux_plissés";27;10
"changer";83;8
"emji_ok";22;3
"life";7;3
"emji_chat_qui_pleure_de_joie";43;16
"chat";47;6
"place";25;5
"quelqu_un";34;9
"mdrrr";17;3
"geneve";11;4
"remarquer";10;3
"paire";15;1
"longtemps";41;7
"entendre";100;12
"emji_drapeau_france";21;2
"anglais";14;2
"bureau";8;2
"go";9;2
"emji_visage_avec_des_symboles_dans_la_bouche";44;137
"pull";35;7
"terminer";10;3
"enfin";17;20
"4";37;20
"justement";11;3
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";15;1
"heureux";18;4
"génial";20;5
"beauf";10;1
"camping";11;3
"voisin";22;6
"acheter";28;10
"boulot";15;1
"walkman";27;0
"wtf";7;10
"sauf";31;10
"public";15;2
"souvent";28;7
"type";18;6
"odeur";19;19
"porc";8;4
"tjs";23;1
"certains";32;6
"danse";41;2
"plage";33;1
"puis";26;4
"plat";10;3
"gris";7;7
"groupe";11;2
"celles";8;2
"emji_visage_qui_regarde_entre_ses_doigts";62;28
"rassurer";11;2
"ons";4;8
"sortie";11;3
"dernier";51;8
"emji_visage_épuisé";38;7
"tomber";20;9
"reprendre";10;0
"porter";23;7
"bosser";12;1
"téléphone";13;1
"seul";57;14
"oeil";19;12
"emji_visage_qui_fait_un_câlin";30;3
"cigarette";9;2
"nord";23;6
"filmer";9;2
"collège";10;0
"madame";26;7
"emji_visage_avec_yeux_ouverts_et_main_sur_la_bouche";7;3
"casque";13;12
"meme";29;5
"pauvre";46;19
"mari";21;4
"base";12;4
"rare";10;0
"dîner";8;4
"risque";4;6
"idem";22;3
"di";8;5
"chambre";8;2
"tenir";9;8
"couleur";23;6
"terre";9;6
"emji_tête_de_mort";15;1
"parfois";26;4
"baiser";15;0
"emji_visage_rouge_et_chaud";10;1
"souci";8;2
"ya";21;4
"emji_visage_qui_tire_la_langue";5;7
"geler";11;3
"pari";14;2
"euh";11;2
"chemise";10;1
"fromage";36;24
"raclette";16;21
"rigolo";14;4
"sympa";19;2
"crème";8;3
"semaine";11;2
"ensemble";9;1
"mère";64;1
"moitié";13;6
"100";15;6
"inquiéter";7;4
"revenir";42;5
"emji_visage_aux_yeux_en_spirales";27;23
"st";15;5
"emji_visage_souriant_avec_une_larme";19;9
"milieu";8;5
"matin";22;7
"feu";16;5
"plusieurs";21;8
"short";5;5
"ps";30;8
"service";11;3
"devant";21;5
"ouai";10;5
"emji_mains_en_prière";23;2
"foot";9;5
"hyper";9;4
"suffire";11;4
"terme";19;1
"tante";12;1
"dormir";17;17
"rouleau";8;2
"peur";12;9
"envie";23;3
"ptdr";16;2
"café";18;3
"ridicule";14;5
"vivement";10;8
"collier";10;1
"emji_tête_à_l";10;3
"jpp";9;4
"hop";12;3
"tourner";10;1
"collection";10;2
"pleuvoir";7;4
"ha";15;4
"2023";11;1
"terrible";7;3
"force";10;10
"toucher";5;5
"image";9;3
"e";26;9
"complètement";15;5
"oncle";13;1
"luc";8;3
"emji_verre_de_vin";11;0
"argument";5;7
"2000";15;8
"date";18;2
"seulement";19;10
"écrire";19;17
"durant";10;1
"emji_tas_de_crotte";30;11
"rue";12;1
"emji_bouton_coché";15;5
"exemple";15;5
"parfaire";17;11
"haïr";12;0
"tes";27;14
"emji_tête_qui_explose";11;39
"emji_visage_avec_un_léger_sourire";16;0
"bouffe";11;0
"nègre";14;0
"emji_visage_sans_expression";11;0
"tjrs";12;2
"tete";10;0
"negre";26;0
"finalement";12;3
"dépendre";11;0
"sujet";10;6
"raciste";8;3
"continuer";8;7
"tit";32;6
"jaune";11;2
"apéro";12;5
"midi";8;3
"riche";7;7
"sec";11;2
"90";28;5
"intérieur";10;4
"quels";9;1
"pâtisserie";12;1
"pov";13;5
"16";10;1
"dsl";5;10
"lidl";13;2
"aldi";12;1
"frérot";6;7
"tel";10;2
"epoque";22;2
"coincer";10;1
"emji_crâne";23;13
"hors";9;1
"bouffer";13;2
"caca";21;6
"déranger";7;3
"capter";8;2
"calme";8;3
"créer";7;4
"paix";5;6
"gueule";28;16
"emji_visage_de_clown";14;14
"accord";23;7
"com";20;7
"jusqu_au";9;4
"expression";13;3
"7";6;9
"gâteau";11;0
"traiter";7;5
"frais";17;2
"coller";7;5
"prof";33;1
"printemps";25;4
"ami";24;3
"cher";25;14
"fête";11;6
"soir";33;15
"sushis";18;0
"cause";13;6
"direct";13;3
"lit";8;3
"i";19;9
"bro";7;5
"emji_homme_qui_hausse_les_épaules";3;7
"lé";5;6
"retourner";8;5
"adolescence";13;3
"village";19;0
"nez";9;1
"étonner";9;6
"chance";7;10
"emji_femme_qui_hausse_les_épaules";18;19
"difficile";13;1
"fan";16;5
"etc";39;9
"lait";9;2
"sonner";19;2
"rater";13;8
"oser";10;6
"emji_visage_avec_un_monocle";15;17
"façon";18;7
"essayer";17;11
"no";10;2
"netflix";4;12
"bravo";25;31
"jeu";27;4
"soeur";12;2
"garçon";16;2
"simple";19;6
"emji_visage_fatigué";13;6
"seum";10;2
"mer";8;7
"léman";25;5
"6";13;20
"soupe";20;1
"content";15;10
"francais";12;1
"courage";4;11
"rose";8;2
"bière";12;2
"italien";93;12
"grâce";6;12
"conseil";5;6
"exceptionnel";10;1
"dinguerie";5;5
"cycle";11;2
"balle";12;3
"wow";10;3
"gauchiste";7;6
"dance";10;1
"différent";17;1
"commun";6;11
"udc";3;8
"marque";22;7
"emji_homme_avec_la_paume_sur_le_visage_peau_légèrement_mate";1;16
"fond";16;4
"pls";12;10
"général";10;1
"internet";8;2
"migros";13;3
"marrant";13;4
"arabe";9;6
"salade";20;1
"aigri";14;3
"vérité";10;7
"télé";10;1
"état";9;2
"parfum";11;13
"emji_singe_ne_rien_dire";5;5
"poche";11;2
"cravate";7;4
"tiens";12;10
"prénom";27;3
"québécois";40;1
"lundi";18;4
"mort";30;13
"génération";33;4
"bras";10;4
"emji_escargot";10;0
"permettre";16;2
"nouveau";7;10
"soleil";36;4
"coco";8;4
"choix";9;3
"choisir";12;3
"menu";7;3
"paquet";9;4
"affreux";7;3
"new";4;6
"lavabo";16;2
"peau";13;1
"emji_fondue";8;9
"lancer";8;4
"hâte";7;9
"ouvrir";17;3
"tt";15;0
"lécher";5;5
"cool";8;7
"star";11;1
"plan";10;1
"passage";22;3
"interdire";5;5
"juvénile";10;0
"tiroir";10;3
"éviter";13;7
"dur";9;7
"serviette";49;0
"cours";25;4
"clope";16;1
"neuchâtelois";21;3
"canada";12;0
"zizi";12;1
"emji_visage_qui_fond";10;2
"différents";10;3
"bois";20;10
"emji_boisson_chaude";9;5
"précis";9;2
"mamie";11;0
"goût";15;7
"mme";12;1
"habiller";14;8
"caméra";9;2
"emji_cornes_avec_les_doigts";9;4
"visiblement";11;4
"photo";12;15
"contraire";16;0
"emji_drapeau_italie";29;0
"origine";13;2
"suivre";7;4
"prince";12;6
"plateau";8;2
"yverdon";6;8
"récré";16;1
"autour";10;2
"iphone";14;0
"genou";16;2
"indispensable";12;0
"chaleur";39;6
"moustique";8;2
"tunisie";18;2
"apparemment";8;8
"deteste";9;1
"découvrir";10;0
"kiffe";7;3
"douche";98;36
"transpirer";10;2
"bienvenue";6;7
"également";16;2
"frigo";9;2
"doucher";8;9
"nouvelle";7;13
"sud";8;2
"solution";7;5
"cacher";7;4
"dont";16;5
"région";23;3
"thé";13;9
"totalement";7;3
"horrible";11;2
"25";15;4
"train";11;10
"mentir";9;2
"wesh";24;1
"insupportable";7;5
"argentin";21;0
"vallée";10;6
"jupe";10;0
"pitié";8;3
"pantalon";25;5
"chacun";13;2
"manche";8;2
"huitante";27;0
"sûrement";11;10
"savoie";11;1
"dent";20;5
"bcp";14;5
"patois";17;2
"intonation";12;0
"combien";12;13
"bizarre";19;4
"emji_visage_en_colère";2;12
"cornet";32;0
"poitrine";16;0
"attention";8;9
"emji_femme_avec_la_paume_sur_le_visage";16;36
"fringue";13;0
"certain";8;4
"complet";6;4
"exact";10;2
"ptn";6;5
"emji_mains_en_prière_peau_claire";9;4
"ligne";8;3
"info";8;13
"sympathique";7;4
"plaire";10;3
"bus";7;3
"chips";4;15
"vague";14;6
"client";29;0
"orthographe";8;8
"champion";5;9
"dégueulasse";20;3
"claque";14;2
"mdrr";12;1
"dead";6;4
"second";12;2
"emji_visage_festif";8;9
"pipi";13;3
"dégoûtant";8;2
"che";9;2
"cest";19;7
"maillot";9;2
"surprise";7;4
"emji_homme_avec_la_paume_sur_le_visage";10;23
"alsacien";11;2
"romand";15;1
"retraite";8;3
"neuchâtel";17;7
"thérèse";15;0
"emji_étincelles";3;8
"emji_femme_avec_la_paume_sur_le_visage_peau_moyennement_claire";10;15
"jésus";16;1
"casser";8;4
"emji_index_pointant_vers_l_utilisateur";6;15
"emji_personne_avec_la_paume_sur_le_visage";4;12
"guerre";6;5
"georges";30;0
"originel";10;1
"000";11;7
"emji_pop_corn";2;10
"malheureusement";11;4
"2025";32;2
"bdg";12;0
"deuxième";9;1
"wallah";10;0
"jambe";14;2
"emji_croix";10;0
"réveiller";9;1
"tour";7;3
"pomme";21;7
"bla_bla_bla";4;7
"martin";7;4
"ménage";7;4
"tektonik";17;0
"chaussure";21;9
"cheville";14;1
"coca";6;4
"boîte";12;1
"élastique";19;1
"etais";13;6
"emji_ciseaux";16;0
"trois";9;2
"aop";5;8
"nonante";10;0
"8";13;4
"nul";8;2
"prix";11;7
"cornichon";15;1
"recevoir";13;4
"biensur";7;4
"franc";33;5
"bouton";14;4
"carte";19;4
"collègue";12;0
"napoléon";10;1
"dynamique";17;2
"argent";7;8
"disparaître";10;0
"information";3;7
"million";7;13
"croissant";3;8
"cyril";26;0
"electro";11;0
"certaine";6;4
"hôtel";9;2
"savon";14;6
"jet";6;6
"hygiène";71;7
"couvercle";10;0
"essoreuse";10;0
"utilité";10;3
"or";3;10
"vocabulaire";11;0
"alsace";18;1
"emji_billet_avec_des_ailes";6;5
"crétin";24;1
"schnek";19;0
"éponge";15;1
"schneck";60;0
"lavette";45;0
"moselle";15;0
"débarbouillette";12;0
"lorrain";25;0
"calosse";16;0
"frontalier";3;11
"lingette";19;0
"emji_tête_secouée_horizontalement";4;8
"mystère";20;0
"emji_visage_de_menteur";2;8
"moix";28;0
"mouillemerde";16;0
"obligatoire";11;2
"lune";13;9
"poule";9;1
"emji_visage_endormi";2;10
"rincer";11;2
"bronzé";12;0
"emji_visage_bâillant";1;9
"minet";14;0
"gta";7;12
"penalty";6;5
"emji_visage_avec_fumée_sortant_des_narines";7;35
"panini";12;0
"aquatique";13;0
"douchette";48;1
"pq";14;5
"musulman";12;3
"ongle";1;10
"vêtement";10;2
"bot";3;9
"emji_visage_en_colère_avec_des_cornes";3;12
"fast_food";20;1
"paninari";13;0
"2cv";12;0
"tunis";14;0
"tunisien";16;0
"training";1;15
"burlington";21;0
"chevignon";14;0
"bourge";12;0
"benetton";26;0
"benett";44;0
"benet";10;0
"new_wave";27;0
"bennett";12;0
"trump";0;16
"timbre";0;14
