"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17"
"exemplaire";1;1;1;1;1;1;1;1;1;0,388;1;1;1;0;1;0,002;1
"esprit";0,495;1;1;1;0,631;1;1;1;0,315;1;0,431;0;1;0,298;1;1;1
"espoir";1;1;0,45;0,519;0,042;0,246;1;1;1;1;1;1;1;0,231;1;0,393;1
"enjeu";1;1;0,629;1;1;0;1;1;0,383;0,326;1;0,493;1;1;1;0,562;0,326
"emji_étincelles";1;1;1;1;1;1;1;1;0,116;1;0,183;0,001;1;1;1;0,213;1
"emji_montagne_enneigée";1;1;1;0;0,11;1;1;1;1;1;1;1;1;1;1;0,562;1
"emji_livres";1;0,146;1;1;1;1;1;1;0,45;1;1;0;1;0,429;1;1;0,388
"emji_billet_avec_des_ailes";1;1;1;0;1;1;1;1;1;1;0,265;1;1;0,167;0,191;1;1
"emji_avion";1;1;0,71;1;0,808;1;0,47;1;1;1;1;0,053;0,064;1;1;0,002;1
"démission";1;0,519;1;1;1;1;1;0;1;1;1;1;1;1;1;0,393;0,202
"durée";1;0,004;1;0,708;0,723;1;0,402;0,42;1;0,326;1;1;1;0,364;1;1;1
"disparition";0,495;1;1;1;0,631;0;1;1;1;1;1;0,415;1;0,298;1;1;1
"devancer";1;1;1;1;1;1;1;1;0,022;0,015;1;1;1;1;1;1;0,015
"destiner";1;1;0,072;1;1;0,383;0,018;1;1;1;1;1;0,528;0,364;1;0,051;1
"destination";1;1;0,45;1;0,532;1;0;1;1;0,202;1;1;0,364;1;1;1;1
"daniel";0,495;0,617;1;0,617;0,631;1;1;1;1;1;1;0,415;1;1;0,009;1;0,264
"consultation";1;1;1;0;1;1;1;1;0,246;1;1;1;1;0,231;0,261;1;0,202
"confiance";0,034;1;1;0,617;1;1;1;0,348;1;0,264;1;1;0,447;1;1;0,479;0,264
"concept";1;0,415;1;1;1;1;1;1;1;1;0,265;0,004;1;1;1;0,007;1
"concentrer";0,407;0,519;1;1;0,532;1;1;1;0,003;1;0,349;0,334;1;1;1;1;1
"collection";1;1;1;1;0,205;0,061;1;1;1;1;1;0;1;1;1;1;1
"brésilien";0,008;1;1;1;1;1;1;1;1;1;0,265;1;0,005;1;1;0,303;1
"boulens";0,803;0,943;0,858;0,943;0,959;1;0,598;1;1;1;1;0,705;0,006;0,553;1;1;0,507
"barrage";1;0,197;1;1;1;1;1;1;1;1;0,106;1;0;1;1;1;1
"avocat";0;0,519;1;1;0,532;1;1;1;1;1;1;1;1;1;1;1;1
"audience";0;1;1;0,197;0,205;1;1;1;1;1;1;1;1;1;1;1;1
"artistique";1;1;1;1;1;1;1;1;1;1;1;0,041;0,048;0,019;1;1;1
"archive";0,034;0,617;0,542;0,617;1;1;1;1;1;1;1;0,415;1;0,007;1;1;1
"approuver";1;0,943;0,858;0;1;1;1;0,62;1;1;1;1;1;1;1;0,143;1
"août";0,056;1;1;1;1;1;1;1;1;1;1;0,034;0,528;0,364;0,402;0,051;1
"andrew";0,002;1;1;1;1;0,116;1;1;1;1;1;1;1;1;1;0,213;0,089
"alpin";1;1;1;1;1;0,061;1;1;1;1;1;0,099;1;0,056;1;0,128;1
"alimenter";0,018;0,519;0,45;1;0,532;1;1;1;1;0,202;1;1;1;1;1;0,393;1
"albert";1;1;0,542;0,617;1;1;1;1;1;1;0,431;1;1;0,298;0,332;0;1
"agression";0,034;0,617;1;1;0,631;1;1;1;1;1;1;1;0,025;0,298;0,332;1;1
"affiche";1;0,415;1;0,415;1;1;1;1;1;1;0,265;1;1;0,167;0,191;0,303;1
"acquérir";1;0,039;1;0,519;1;1;0,261;1;1;1;0,349;0,334;1;1;1;0,393;1
"accorder";0,495;0,617;1;0,068;1;1;1;0,011;1;0,264;0,431;1;1;1;1;1;1
"abonnement";1;1;1;0;1;1;1;1;1;1;0,265;1;1;1;1;1;1
"évoluer";1;0,708;1;1;0,11;1;1;0,42;0,383;0,326;0,51;0,493;1;1;1;0,562;1
"évacuer";1;1;0;1;1;1;1;1;1;1;1;1;0,001;1;1;1;1
"épreuve";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0,213;0,089
"émotion";1;0,617;1;0,002;0,631;1;1;1;1;1;1;1;0,447;0,007;1;1;1
"église";1;1;1;0,002;1;1;1;1;1;1;1;0;1;1;1;1;1
"écran";1;0,197;1;1;1;1;0;1;0,061;1;1;1;1;1;1;1;1
"yverdon";1;0,415;1;1;0,427;1;0;1;1;1;1;1;1;1;1;0,303;1
"vétérinaire";1;0,415;1;1;1;0;1;1;0,179;1;1;1;1;1;1;0,303;1
"vision";0,135;1;1;1;1;0,061;1;1;1;1;0,106;0,099;1;1;1;1;1
"vainqueur";0,223;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"vague";1;1;1;1;1;0,116;1;1;1;1;1;1;0,193;1;1;0;1
"urs";1;0,617;1;0,068;0,631;1;1;1;0,315;1;1;1;1;0,298;0,009;1;1
"urgent";1;0,008;0,004;0,792;0,808;0,025;1;1;1;1;1;1;1;1;1;1;1
"transporter";1;1;1;1;1;1;0,332;1;1;0,264;0,431;1;0,447;0,298;0,332;0,479;0,264
"touriste";1;1;1;0,019;0,427;1;1;1;1;1;1;1;0,005;1;1;0,303;1
"tourisme";1;1;1;0;1;1;1;0,348;1;1;1;0,019;0,447;1;1;1;1
"terroriste";0,407;1;0;1;1;1;1;1;1;1;1;1;0,013;1;1;1;1
"terrain";0,316;1;0,353;0,415;1;1;1;1;1;1;0,265;0,253;1;1;1;0,303;1
"tentative";0,056;0,708;0,629;1;1;1;1;0,42;1;1;1;0,493;0,001;1;1;1;1
"sydney";1;1;1;1;1;1;1;0,203;1;1;0,265;1;0;1;1;1;1
"suggérer";1;1;1;1;0,808;0,45;1;1;0,025;0,016;1;0,001;0,604;1;1;1;1
"soldat";1;1;0;1;1;1;1;0,348;1;1;1;0,415;0,447;1;1;1;1
"sentiment";1;0,519;1;1;1;0,246;1;0;1;1;1;1;1;0,231;0,261;1;1
"sensation";1;0,708;1;1;1;0,383;1;1;1;1;0,51;0;1;0,364;1;1;1
"satellite";1;1;1;0,197;1;1;1;1;0,061;0,045;1;0,099;1;1;1;1;1
"récompenser";1;1;1;1;1;1;1;1;1;1;1;0;1;0,019;1;1;1
"réclamer";0,495;1;0,542;1;0,631;1;1;0,011;0,315;1;1;1;0,447;1;1;0,479;1
"réchauffement";1;1;1;1;0,427;0,001;1;1;1;1;1;1;1;1;0,001;0,303;1
"roi";0;1;1;1;1;1;1;1;1;1;1;1;1;1;0,261;1;0
"robert";0,407;1;1;1;1;1;1;1;0,003;0,202;1;1;1;0,231;1;1;0,002
"provisoire";0;1;1;1;1;1;0,261;1;1;1;1;1;1;1;1;1;0,202
"prouver";1;0,039;1;0,519;1;0,246;1;1;1;1;0,011;0,334;1;1;1;1;1
"progrès";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"profiter";1;1;1;0,415;0,427;1;1;1;1;1;0,004;0,253;1;0,167;1;1;1
"priorité";1;1;1;0,519;1;0,003;0,004;0,275;1;1;1;1;1;1;1;1;0,202
"prime";1;1;1;0,519;0,532;1;1;1;1;1;0,349;1;1;1;0;1;1
"portée";0,002;1;1;0,306;1;1;1;0;1;1;1;1;1;1;1;1;1
"plonger";0,316;1;1;0,415;1;1;1;0,203;1;1;1;0;1;1;1;1;1
"pixabay";0,495;1;1;1;0,631;0,008;1;1;1;0;1;1;1;1;0,332;1;1
"perturber";1;0,617;1;1;0,072;1;0;1;1;1;1;1;0,025;1;1;1;1
"patrick";1;0,617;1;0,617;1;0,315;1;1;0,315;0,264;0,022;1;1;1;1;0,479;1
"parc";1;1;0,353;1;1;0,001;1;1;0,179;1;1;0,004;1;1;1;1;1
"nation";0,316;1;0,353;1;1;1;1;1;1;1;0,265;1;0,278;1;1;1;0,001
"mohammed";1;1;0;1;1;1;0,47;1;1;1;1;1;1;1;0,47;1;1
"mobilisation";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0,264
"mauvais";1;0,519;1;0,519;0,042;0,246;1;1;1;1;0,349;1;1;0,231;1;1;1
"mark";0,407;1;1;1;1;1;1;1;1;1;1;1;0,013;0,231;0,261;1;0,002
"marge";0,316;1;1;1;0,427;1;1;1;1;1;0,265;1;1;1;0,191;1;0,001
"majoritairement";1;0,007;0,254;0,306;1;1;1;0,134;1;1;1;1;1;1;1;1;1
"lire";0,495;0,617;1;0,617;0,072;1;1;1;0,315;1;1;0,415;1;1;1;0,479;1
"lever";1;0,415;0,353;1;1;1;1;1;1;1;1;1;0;1;1;1;0,143
"leader";1;1;1;1;1;1;1;1;1;0,089;0,183;1;1;1;1;0,213;0
"lac";1;1;1;1;1;0;0,125;1;1;1;1;1;0,193;1;1;0,213;1
"kefalas";1;0,792;1;0,792;1;0,45;0,47;1;1;1;0,586;0,001;1;1;0,47;0,641;1
"japonais";1;1;1;0,519;1;1;1;1;1;0,002;0,011;1;0,364;1;1;1;0,202
"japon";1;0,708;1;1;1;0,383;1;1;1;0,326;0,51;1;0,042;1;1;1;0
"interview";0,223;1;0,004;1;1;1;1;1;1;1;0,183;1;1;1;1;0,213;1
"internet";0,658;0,792;1;0,008;0,155;0,45;1;1;1;1;1;1;1;1;0,47;1;0,388
"institution";0,495;1;1;1;1;1;1;0,348;0,315;0,264;1;0,415;1;1;0,332;0,031;1
"instant";1;1;1;1;0,317;1;1;0,134;1;1;1;0,173;1;1;0,125;1;0,089
"initier";0,579;1;1;0,104;0,11;1;1;0,42;1;0,326;1;0,493;1;1;1;0,562;1
"impressionnant";1;1;1;0,617;1;1;1;1;1;1;0;0,415;1;1;0,332;1;1
"identité";0,316;1;1;0;1;1;1;1;1;1;1;0,253;1;1;1;0,303;1
"hauteur";1;1;1;1;0,427;1;0,001;1;1;1;0,265;0,004;1;1;1;1;1
"global";1;0,708;1;0,104;1;0,015;1;1;0,015;1;1;0,493;1;1;0,402;1;1
"glacier";1;1;1;0,002;1;0,061;1;1;1;1;1;1;1;1;1;0,128;1
"georgios";1;0,792;1;0,792;1;0,45;0,47;1;1;1;0,586;0,001;1;1;0,47;0,641;1
"gagnant";1;1;1;1;1;1;1;0,134;1;1;0,183;0,173;1;0,107;0,125;1;1
"fidèle";1;1;1;1;1;1;1;1;1;1;0,183;0;0,193;1;1;1;1
"faune";1;1;1;1;1;0;0,125;1;1;1;1;1;1;1;1;1;1
"faible";1;0;1;1;1;0,246;1;1;1;1;1;1;1;1;1;0,016;1
"exploser";1;0,519;1;1;1;0,246;1;1;0,246;1;0,011;1;0,364;1;1;0,393;1
"exiger";1;0,708;1;0,104;0,723;1;0,402;0,42;1;1;0,51;1;1;1;0,018;1;1
"exercice";0,407;0;0,45;1;1;1;1;1;1;1;1;1;1;1;0,261;0,393;1
"erreur";0,316;0,415;1;1;1;0;1;1;1;0,143;1;1;1;1;1;1;1
"epstein";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"entraîneur";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"entamer";1;1;0,45;1;1;1;1;0,275;0,246;1;1;1;1;1;0,261;0,393;0,002
"emji_hôpital";1;1;0,144;0,871;0,887;1;1;0,557;0,514;0,448;1;1;0,677;1;0,535;0,108;1
"emji_explosion";1;1;0;1;1;1;1;1;1;1;1;0,334;0,013;1;1;0,393;1
"efficace";0,316;0,415;1;1;1;1;0,191;1;0,179;0,143;1;1;1;1;1;0,303;1
"effectif";1;1;0,542;0,002;0,631;1;1;0,348;1;1;1;1;1;1;0,009;1;1
"déplorer";1;0,708;0,072;1;1;1;1;0,02;1;1;1;0,493;0,001;1;1;1;1
"déclencher";1;1;0,158;1;1;0,061;0,067;1;1;0,045;1;1;1;1;1;1;1
"déclaration";0,407;1;0;1;1;1;1;1;1;1;0,349;1;1;1;1;0,393;0,202
"dpa";1;0,617;1;0,068;1;0,315;1;1;0,315;0,264;1;0,415;1;0,298;1;1;1
"domestique";1;0,039;1;1;1;0,003;1;1;1;1;0,349;1;1;1;0,261;0,393;1
"diversité";1;0,039;1;1;0,532;1;1;1;0,246;1;1;0,334;1;0,231;1;0,393;1
"dialogue";1;0,415;0,011;1;1;1;1;0,203;1;1;1;0,253;0,278;1;1;1;1
"cycle";1;0;1;0,415;1;1;1;1;1;1;1;0,253;1;1;1;1;1
"coûter";1;1;0,542;0,617;0,631;1;1;1;1;1;0,431;1;0,447;1;1;0;1
"contenu";0,002;1;1;1;1;1;1;0,134;1;1;1;1;0,001;1;1;1;1
"contacter";0,495;1;1;0,617;1;1;0,332;1;1;1;0,022;1;0,025;1;1;0,479;1
"contact";1;0,104;1;1;1;0,383;0,402;1;0,383;0,009;1;1;0,042;1;1;1;1
"constituer";0,034;1;0,542;0,617;1;1;1;1;1;0,264;1;0,415;1;0,298;1;1;0,264
"congrès";0,056;1;0,629;0,708;1;0,383;1;1;1;0,326;1;1;1;1;1;1;0
"compléter";1;1;1;0,617;0,631;1;0;1;0,315;1;1;1;1;1;1;0,479;1
"comparer";0,117;0,194;0,144;0,871;0,887;1;1;1;0,514;1;1;1;1;1;0,535;1;0,448
"cher";1;1;1;0,039;1;1;1;1;1;1;0,349;1;0,364;1;0,004;1;0,202
"chanteur";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"chanson";1;1;1;1;0,532;1;1;0,275;1;0,202;1;0,334;1;0;1;1;1
"cellule";0,084;1;1;1;1;0;1;1;0;0,388;0,586;1;1;1;1;1;1
"bord";0,495;1;0,001;1;1;1;0,009;1;1;1;1;1;0,025;1;1;1;1
"beauté";1;0,306;1;1;1;0,116;1;1;1;1;0,183;0,173;1;1;0,125;1;1
"avis";1;1;0,71;1;1;0;1;1;0,45;1;0,586;1;0,604;1;0,47;0,077;1
"auprès_de";0,495;0,068;1;0,068;1;1;1;1;1;0,264;1;1;1;1;0,009;1;1
"athlète";1;1;1;1;1;1;1;1;0,246;1;0;1;1;1;1;1;0,202
"apprendre";0,034;0,617;1;0,617;1;1;1;1;0,315;1;1;1;1;0,298;0,332;1;0,264
"analyser";1;0,617;1;1;1;1;1;1;0,315;0;1;1;1;0,298;1;0,031;1
"alcool";1;0,007;1;1;1;1;1;1;0,116;1;1;1;1;0,107;0,125;1;1
"ahmed";1;1;0,001;1;1;1;1;0,073;1;1;1;1;0,113;1;1;1;1
"aggraver";0,658;0,792;0,106;1;0,155;0,45;1;0,033;1;1;1;1;1;1;0,47;1;1
"afrique";1;0,306;0;1;1;1;1;1;1;1;1;0,173;1;1;1;1;1
"acheter";1;1;1;0,039;1;1;1;1;0,246;1;1;0,01;1;1;1;0,016;1
"accélérer";0,579;0,104;0,629;0,708;1;1;1;0,02;1;1;1;1;1;0,364;1;0,562;1
"absence";0,018;1;1;1;1;1;0,261;0,275;0,246;1;1;1;0,364;1;1;0,393;1
"époux";0;1;1;1;1;1;1;1;1;1;1;1;0,364;0,003;1;1;0,202
"époque";0,056;1;0,629;1;0,723;1;1;1;1;1;0,51;0;1;0,364;1;1;1
"émotionnel";0,316;0,415;1;1;0,427;1;1;1;1;0,001;1;0,253;1;1;1;1;1
"élément";0,223;0,306;1;1;1;1;1;1;0,116;0,089;1;1;0,193;1;1;1;1
"écrivain";0,316;1;1;1;1;1;1;1;1;1;1;0;0,278;1;1;1;1
"voyage";1;1;0,254;0,306;0,317;1;1;1;1;1;1;1;1;1;1;0,213;0,089
"volonté";1;0,415;1;0,019;0,427;1;1;0,203;1;1;1;1;1;1;1;0,303;1
"voler";1;1;1;0,098;0,103;1;1;1;1;1;0,045;1;1;1;1;1;1
"violation";1;1;0;1;1;1;1;0,348;1;1;1;1;1;1;1;1;1
"valaisanne";1;1;1;0,197;0,205;1;0,067;0,073;1;1;1;1;1;1;1;1;1
"témoin";0,316;0,415;1;1;1;1;1;1;0,179;1;1;1;0;1;1;1;1
"toxique";1;0,415;1;1;1;0;1;1;0,179;1;1;1;1;1;1;1;1
"tourner";0,407;0,039;1;1;0,042;1;1;1;1;1;1;1;0,364;1;1;0,393;1
"tournant";0,223;1;1;1;1;1;1;1;1;0,089;1;0,173;1;0,107;1;1;0,089
"tir";1;1;0,001;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"temporairement";0,316;1;1;1;1;1;0,001;1;1;0,143;0,265;1;0,278;1;1;1;1
"talent";1;1;1;1;0,103;1;1;1;1;1;1;1;1;0;1;1;1
"tabac";1;0,306;1;0,007;1;1;1;1;0,116;1;1;1;1;1;1;0,213;1
"sûr";0,316;0,415;0,353;1;1;1;1;0,203;0,179;0,143;1;1;1;1;1;1;1
"symptôme";1;0,039;1;1;0,532;0,003;1;1;0,246;0,202;1;1;1;1;1;1;1
"surface";1;1;1;1;0,205;1;0,067;1;1;0;1;1;1;1;1;1;1
"stabilité";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,213;0,089
"spécialiser";0,658;0,146;0,71;1;1;1;1;1;1;1;0,586;1;0,604;1;0,47;0,002;1
"souffrir";1;0;0,45;1;1;1;1;1;1;0,202;0,349;1;1;1;1;0,393;1
"solaire";1;1;1;1;1;1;1;1;0,022;0,015;1;1;1;1;1;0,056;1
"scolaire";1;0;1;0,415;1;1;1;1;1;1;1;1;1;1;0,191;1;1
"schuerpf";1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1
"salle";1;0,306;0,254;1;1;1;1;1;1;1;0,183;1;1;0;1;1;1
"routier";0,223;1;1;0,007;1;1;1;1;0,116;1;1;1;0,193;1;1;1;1
"revanche";0,495;1;1;1;1;1;1;0,011;0,008;1;1;1;0,447;1;0,332;1;0,264
"restriction";0,495;1;0,045;0,068;1;1;1;0,348;0,008;1;1;1;1;1;1;1;1
"reposer";1;1;1;1;1;1;0,125;1;1;0;1;0,173;1;1;1;0,213;1
"remplir";0,316;1;1;0,415;1;1;1;1;0,179;0,143;0,004;1;1;1;1;1;1
"regarder";1;1;1;1;1;0,001;1;1;0,179;1;0,004;0,253;1;1;1;1;1
"pénurie";1;1;0,542;0,617;0,631;1;1;0,011;1;1;1;1;0,447;1;0,332;0,479;1
"puissant";0,316;1;0,353;1;1;0,179;1;1;0,179;1;0,265;1;1;1;1;1;0,143
"puissance";1;0,306;0,254;0,007;1;1;1;0,134;1;1;1;1;1;1;1;1;1
"publicité";1;0,415;1;0,019;1;0,179;1;1;1;1;1;1;1;0,001;1;1;1
"préparation";1;1;0,011;1;1;1;1;1;0,179;0,143;1;0,253;1;1;0,191;1;1
"préférer";1;1;1;0,068;0,072;1;1;1;1;0,264;0,431;0,415;1;1;1;1;0,264
"prolongé";0,495;1;0,542;1;0,631;1;0,009;1;0,315;1;1;1;0,447;0,298;1;1;1
"privilégier";1;0,104;0,629;0,104;1;1;1;1;0;1;1;1;1;1;0,402;1;1
"prisonnier";0,002;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"prestation";1;0,617;0,542;1;1;1;1;0,011;1;1;1;1;0,447;1;0,332;0,031;1
"post";1;0,019;1;1;0,427;1;1;1;1;1;1;0,253;1;1;1;0,007;1
"pop";1;1;1;1;1;1;1;1;1;1;1;0,334;1;0;1;1;1
"perspective";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0,213;1
"persister";1;0,708;0,002;1;0,723;1;1;0,42;1;1;1;1;1;1;0,018;1;0,326
"ours";1;1;1;1;1;1;1;1;0,061;0,045;1;1;0,113;0,056;1;1;1
"organisé";1;0,306;1;1;1;1;1;1;1;1;1;0,173;0,193;1;1;1;0
"ofs";1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"oeil";1;1;1;1;1;0,061;1;1;0,061;1;0;1;1;1;1;1;1
"notable";1;0,068;0,542;0,617;0,631;1;1;1;0,315;1;1;0,415;1;1;0,332;1;1
"norme";1;0,104;1;0,104;0,11;0,383;1;1;1;1;1;1;0,042;1;1;1;1
"nocturne";1;0,415;1;1;1;1;0;1;1;1;1;0,253;1;1;1;1;1
"nationalité";1;0;1;1;0,317;1;1;1;1;1;1;1;1;1;1;0,213;1
"mêler";1;0,415;1;1;1;1;1;1;1;1;1;0,253;0,278;0;1;1;1
"mère";1;0,415;1;1;1;1;1;1;1;1;0,004;0,253;0,278;1;1;1;0,143
"moderne";0,495;1;1;1;0,072;0,315;0,332;1;1;0,264;1;1;1;0,298;1;0,479;1
"maire";1;1;1;0,519;1;1;1;0,275;1;1;1;1;1;1;1;0,393;0
"législatif";1;1;1;1;1;1;1;0,028;0,022;1;1;1;1;1;0,025;1;1
"ludovic";0,034;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"lionel";0,135;1;1;1;1;1;1;0,073;1;1;1;0,099;1;0,056;1;1;1
"licenciement";0,407;1;1;0,519;0,532;1;1;1;1;1;1;0,334;1;1;0,261;0,393;0,202
"lancement";1;1;1;1;1;1;0,261;1;1;0,002;1;0,01;1;0,231;1;1;0,202
"kilo";1;1;1;1;0,532;1;0,004;1;0,246;1;0,349;1;1;1;1;0,016;1
"jury";1;1;1;1;1;1;1;1;0,116;1;1;0;1;0,107;1;1;1
"jardin";1;1;1;1;0,103;0,022;1;1;1;1;1;1;0,048;1;1;1;1
"intégrer";1;0,019;0,353;0,019;1;1;1;1;1;1;1;0,253;1;1;1;1;1
"infraction";0;0,519;1;0,519;1;1;0,261;1;1;1;1;1;1;1;0,261;1;1
"industrie";1;1;1;0,306;0,317;1;1;1;1;1;1;0,173;1;1;0,125;1;0,089
"illustrer";1;1;1;0,415;1;1;1;1;0,179;1;1;0,253;1;0,167;1;0,303;0,143
"icône";0,495;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0,264
"harry";1;1;1;1;1;1;1;1;1;1;1;0,041;1;0,019;1;1;0,015
"gestion";1;0,104;1;0,708;0,723;1;1;1;0,383;1;0,038;1;1;1;1;0,051;1
"fsr";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"fréquenter";1;1;0,353;1;0,427;1;1;1;1;0,001;1;0,253;1;1;0,191;1;1
"fréquence";1;1;1;0;1;1;0;1;1;1;1;1;1;1;0,261;1;1
"forcer";1;1;0,158;1;1;1;1;1;1;1;0,106;1;0,113;0,056;1;1;1
"fonctionner";1;1;0,045;0,068;0,072;1;1;1;1;1;1;1;0,447;1;0,332;1;1
"flueeler";1;0,519;1;0,039;0,532;1;1;1;0,246;1;1;1;1;1;0,004;1;1
"facture";1;1;0,254;0,306;0,317;1;1;0,134;1;1;1;0,173;1;1;1;1;1
"expression";0,223;1;1;1;1;1;1;0;1;1;0,183;1;1;1;1;1;0,089
"exploiter";1;1;0,254;0,007;1;0,116;0,125;1;1;1;1;1;1;1;1;1;1
"exploit";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"excessif";1;0,002;1;1;0,631;0,315;1;1;0,315;1;1;1;0,447;1;0,332;1;1
"environnemental";0,407;0,519;1;0,519;0,532;0,003;1;1;1;1;1;1;1;1;0,261;1;1
"endommager";1;1;0,011;1;1;1;1;1;1;0,001;1;0,253;0,278;1;1;1;1
"emji_voiture";0,495;1;1;0,068;0,072;0,315;0,332;1;1;1;1;1;1;1;0,332;1;1
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"emji_téléviseur";1;1;1;0,002;1;1;1;1;1;1;1;0;1;1;1;1;1
"emji_symbole_d_interdiction";1;0,008;1;1;0,009;1;1;0,49;1;1;1;0,567;1;0,429;1;1;0,388
"emji_stéthoscope";0,579;0,104;1;1;0,723;0,383;1;0,42;1;0,326;1;1;1;1;0,402;0,562;1
"emji_drapeau_royaume_uni";0,056;1;1;1;1;1;1;1;1;0,009;1;0,493;1;0;1;1;0,326
"emji_drapeau_brésil";0,008;1;1;1;1;1;1;1;1;1;0,265;1;0,005;1;1;0,303;1
"elon";1;1;1;0,002;1;1;1;1;1;0,045;1;1;1;1;1;1;0,045
"dépression";1;0;1;1;1;1;1;1;0,001;0,143;1;1;1;1;1;1;1
"diviser";1;0,415;1;0,415;0,427;0,179;0,191;1;1;1;1;1;1;1;1;1;0,143
"distinguer";1;1;0,353;1;1;0,179;1;1;1;0;1;0,253;1;1;1;1;1
"diminution";1;0;1;1;1;1;0,191;1;1;1;1;1;1;1;0,191;0,303;1
"cédric";0,135;1;1;1;1;1;1;1;1;1;0,106;0,099;1;1;1;0,128;1
"court";1;0,415;1;0,415;1;1;0,191;1;1;1;0,265;1;1;0,167;0,191;1;1
"corée";1;0,415;1;1;1;0,179;1;0,203;1;1;1;1;1;1;1;0,303;0,001
"communication";1;0,039;0,45;0,519;1;0,246;0,261;1;1;1;1;1;1;0,231;1;1;1
"code";0,018;1;1;1;1;1;1;1;1;0,202;1;1;0,364;1;0,004;1;0,202
"cinquième";1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0,089
"christof";1;0;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1
"chien";1;0,098;1;1;1;0,022;1;1;1;1;1;1;1;1;1;0,056;1
"cave";1;1;1;1;0,205;1;1;1;1;1;1;0;1;1;1;1;1
"casque";1;1;1;0,002;1;1;1;1;1;1;1;1;1;0,056;0,067;1;1
"capturer";1;1;1;1;0,205;0;1;1;1;0,045;1;1;1;1;1;1;1
"cameron";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0,056;1
"café";1;0,197;1;1;1;1;1;1;0,061;1;1;0,099;1;1;1;0,128;1
"bénévole";1;0,415;0,353;1;1;0,179;0,191;1;0,179;1;1;0,253;1;1;1;1;1
"bonheur";1;0,415;0,011;1;1;0,179;1;1;1;0,001;1;1;1;1;1;1;1
"bbc";0,135;1;1;0,197;1;1;1;1;1;0,045;1;1;1;1;1;1;0,045
"banque";1;1;1;0,197;1;1;1;1;1;1;1;1;1;0,056;0,067;1;0,045
"autriche";1;1;1;0,098;1;1;1;0,028;1;1;1;0,041;1;1;1;1;1
"attaquer";1;1;1;1;1;1;1;1;1;0,089;0,001;1;0,001;1;1;1;1
"assister";1;1;0,353;1;1;1;1;0,203;1;1;0,004;1;0,278;1;1;0,303;1
"appliquer";0,084;1;1;0,008;0,155;1;1;1;0,45;1;1;1;1;0,429;0,47;1;1
"apparaître";1;0,617;1;0,617;1;1;1;1;0,315;1;0,022;0,019;1;0,298;1;1;1
"annulation";1;1;1;0,306;1;1;0;0,134;1;1;1;0,173;1;1;1;1;1
"anglais";1;1;1;1;1;1;1;1;1;0,202;0;1;0,364;0,003;1;1;1
"ampleur";0,316;0,415;1;0,415;1;1;1;1;1;1;1;1;0,278;1;0,191;0,303;1
"alternative";1;1;1;0,104;1;0,383;0;1;0,015;1;1;1;1;1;1;1;1
"afficher";1;1;1;1;1;1;1;0,005;1;1;0,011;0,334;1;1;1;0,393;0,202
"adversaire";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"accru";1;0,104;0,629;0,708;0,11;1;1;1;1;0,326;1;0,493;1;1;1;0,562;1
"électoral";0,061;1;1;0,098;1;1;1;1;1;1;1;1;1;1;1;1;0,015
"world";1;1;1;1;1;1;1;1;1;1;0;1;1;0,019;1;1;1
"voyager";1;1;0,353;0,019;1;1;0,191;1;1;1;1;1;0,278;1;1;1;0,143
"votation";1;1;1;1;0,103;1;1;0;1;1;1;1;1;1;1;1;1
"von";1;1;1;1;0,103;1;1;1;1;1;1;1;0,048;0,019;1;1;1
"virus";1;1;1;1;1;0;1;1;0,116;0,089;1;1;1;1;1;1;1
"violer";0,002;1;0,004;1;1;1;1;1;0,116;1;1;1;1;1;1;1;1
"urbain";1;1;1;0,007;1;0,116;1;1;1;1;1;1;1;1;0,125;1;0,089
