"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17"
"centrale";-0,714;0,069;0,138;2,11;-0,876;-0,522;25,945;-0,556;0,572;-0,47;-0,643;0,328;-0,66;-0,504;-0,539;-0,696;-0,47
"cardiaque";-0,569;-0,684;-0,612;-0,684;-0,698;-0,416;-0,43;-0,443;18,539;8,101;0,62;-0,499;-0,527;-0,402;0,943;0,5;-0,375
"cambriolage";1,483;-0,425;-0,381;1,047;1,003;-0,259;-0,267;-0,276;-0,259;-0,233;-0,319;1,859;1,696;-0,25;-0,267;-0,345;-0,233
"cacher";0,195;-0,857;-0,767;0,069;-0,876;-0,522;-0,539;-0,556;13,784;-0,47;0,297;3,746;-0,66;-0,504;-0,539;-0,696;5,82
"bébé";-0,641;2,649;-0,689;-0,771;-0,787;5,902;-0,484;-0,5;0,761;18,019;-0,578;-0,562;-0,594;-0,453;-0,484;0,336;-0,423
"britannique";-0,786;-0,945;-0,845;-0,945;-0,965;-0,575;-0,594;-0,613;-0,575;26,966;0,197;0,222;2,845;4,488;-0,594;-0,767;0,575
"bloquer";0,307;0,14;3,229;-0,771;0,126;-0,469;0,703;-0,5;0,761;-0,423;0,433;-0,562;-0,594;-0,453;-0,484;-0,625;0,963
"bientôt";-0,714;-0,857;0,138;0,069;-0,876;-0,522;0,523;4,525;-0,522;-0,47;0,297;-0,625;0,268;-0,504;4,751;-0,696;0,745
"autoriser";0,116;-0,945;2,134;0,027;0,02;-0,575;-0,594;0,346;-0,575;-0,518;-0,708;-0,689;8,741;-0,556;-0,594;0,134;0,575
"au_delà";-0,497;0,416;0,572;4,257;-0,61;-0,363;-0,375;-0,387;-0,363;-0,328;0,877;6,713;-0,46;-0,352;-0,375;-0,485;-0,328
"administration";9,092;-0,857;-0,767;6,979;-0,876;-0,522;-0,539;-0,556;0,572;-0,47;-0,643;-0,625;-0,66;-0,504;0,523;-0,696;5,82
"2e";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;19,838;-0,186;-0,196;-0,15;-0,16;3,64;-0,14
"étudier";-0,641;8,295;-0,689;2,649;0,126;-0,469;-0,484;-0,5;0,761;0,963;-0,578;-0,562;-0,594;-0,453;0,703;-0,625;-0,423
"écouter";0,465;-0,684;0,372;-0,684;3,226;-0,416;-0,43;-0,443;1,011;-0,375;-0,513;-0,499;-0,527;19,286;-0,43;-0,555;-0,375
"vitesse";0,307;-0,771;-0,689;0,14;0,126;-0,469;5,632;-0,5;-0,469;-0,423;0,433;0,471;-0,594;-0,453;5,632;-0,625;-0,423
"version";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;5,249;-0,14;-0,191;-0,186;-0,196;5,468;5,043;-0,206;-0,14
"transférer";-0,641;-0,771;32,918;2,649;-0,787;-0,469;-0,484;-0,5;-0,469;-0,423;-0,578;-0,562;0,399;-0,453;-0,484;0,336;-0,423
"trace";-0,569;-0,684;-0,612;-0,684;3,226;-0,416;-0,43;-0,443;7,052;-0,375;0,62;0,665;0,577;-0,402;-0,43;0,5;-0,375
"tournée";-0,641;-0,771;0,234;-0,771;-0,787;-0,469;0,703;-0,5;-0,469;-0,423;-0,578;-0,562;0,399;31,917;-0,484;0,336;0,963
"tournoi";-0,425;-0,511;-0,457;-0,511;-0,522;-0,311;-0,321;-0,332;-0,311;-0,281;95,645;-0,373;-0,394;-0,301;-0,321;-0,415;-0,281
"tenue";0,688;0,416;-0,534;-0,597;-0,61;-0,363;-0,375;1,189;-0,363;-0,328;-0,448;0,932;0,825;-0,352;-0,375;-0,485;9,747
"technologie";-0,569;-0,684;-0,612;3,342;0,231;1,011;0,943;-0,443;-0,416;1,247;-0,513;0,665;-0,527;-0,402;-0,43;0,5;-0,375
"symbole";3,647;-0,771;0,234;0,14;-0,787;-0,469;-0,484;14,685;-0,469;-0,423;4,313;-0,562;-0,594;-0,453;-0,484;-0,625;-0,423
"streaming";-0,425;0,665;-0,457;0,665;-0,522;-0,311;-0,321;-0,332;-0,311;-0,281;-0,383;-0,373;-0,394;27,52;-0,321;-0,415;2,144
"spectacle";0,307;0,14;-0,689;-0,771;-0,787;-0,469;-0,484;-0,5;-0,469;-0,423;4,313;4,502;0,399;6,191;-0,484;-0,625;-0,423
"soudan";-0,497;-0,597;67,101;-0,597;-0,61;-0,363;-0,375;-0,387;-0,363;-0,328;-0,448;0,932;-0,46;-0,352;-0,375;-0,485;-0,328
"sondage";-0,354;1,047;-0,381;-0,425;1,003;-0,259;-0,267;-0,276;-0,259;-0,233;-0,319;-0,31;-0,328;2,605;12,873;-0,345;-0,233
"signe";-0,497;12,121;-0,534;0,416;-0,61;-0,363;-0,375;-0,387;-0,363;-0,328;-0,448;-0,436;-0,46;1,432;-0,375;-0,485;9,747
"signaler";0,195;0,069;0,138;-0,857;-0,876;4,992;0,523;-0,556;-0,522;-0,47;-0,643;-0,625;3,418;-0,504;0,523;-0,696;0,745
"schneider";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;2,607;-0,248;-0,262;-0,2;3,352;12,742;-0,186
"réserve";-0,641;0,14;0,234;-0,771;0,126;-0,469;0,703;-0,5;0,761;-0,423;-0,578;0,471;-0,594;0,823;-0,484;0,336;0,963
"réjouir";-0,569;-0,684;-0,612;-0,684;-0,698;-0,416;0,943;-0,443;-0,416;-0,375;0,62;5,462;-0,527;-0,402;0,943;13,043;-0,375
"romands";0,465;3,342;-0,612;0,251;-0,698;-0,416;0,943;6,458;1,011;-0,375;-0,513;-0,499;-0,527;-0,402;-0,43;-0,555;-0,375
"romain";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;3,504;-0,186;-0,255;14,386;-0,262;3,666;-0,214;-0,276;-0,186
"relier";-0,641;-0,771;0,234;0,14;0,126;-0,469;72,442;-0,5;-0,469;-0,423;-0,578;-0,562;-0,594;-0,453;-0,484;-0,625;-0,423
"relancer";10,66;-0,771;0,234;8,295;-0,787;-0,469;-0,484;-0,5;-0,469;-0,423;-0,578;0,471;-0,594;0,823;-0,484;-0,625;-0,423
"recul";-0,786;5,917;-0,845;12,725;-0,965;0,426;0,384;-0,613;-0,575;-0,518;-0,708;-0,689;-0,728;-0,556;4,04;-0,767;-0,518
"recueillir";-0,354;7,282;1,299;-0,425;-0,434;-0,259;-0,267;-0,276;2,477;-0,233;-0,319;-0,31;1,696;-0,25;-0,267;-0,345;-0,233
"recenser";-0,425;0,665;6,42;0,665;-0,522;10,546;-0,321;-0,332;-0,311;-0,281;-0,383;-0,373;-0,394;-0,301;-0,321;-0,415;-0,281
"radio";-0,641;-0,771;3,229;8,295;2,547;-0,469;-0,484;0,65;-0,469;-0,423;-0,578;-0,562;0,399;-0,453;-0,484;-0,625;-0,423
"publication";10,66;-0,771;-0,689;0,14;0,126;-0,469;-0,484;-0,5;-0,469;-0,423;0,433;-0,562;0,399;0,823;0,703;-0,625;-0,423
"provenir";-0,569;0,251;0,372;0,251;-0,698;-0,416;-0,43;-0,443;-0,416;1,247;-0,513;14,891;-0,527;1,084;-0,43;-0,555;-0,375
"promouvoir";-0,569;3,342;-0,612;-0,684;3,226;-0,416;-0,43;0,879;-0,416;-0,375;-0,513;0,665;0,577;-0,402;-0,43;0,5;-0,375
"producteur";-0,425;-0,511;-0,457;0,665;-0,522;-0,311;-0,321;-0,332;-0,311;2,144;-0,383;-0,373;-0,394;51,516;-0,321;-0,415;-0,281
"printemps";-0,859;-1,032;-0,923;11,111;-1,054;0,313;3,455;3,271;0,313;-0,566;0,124;-0,753;-0,795;0,351;-0,649;-0,838;-0,566
"principalement";0,116;12,725;-0,845;0,027;0,02;0,426;-0,594;-0,613;-0,575;-0,518;0,197;-0,689;-0,728;-0,556;0,384;-0,767;0,575
"potentiellement";0,116;-0,945;0,073;-0,945;-0,965;-0,575;-0,594;0,346;23,857;0,575;-0,708;0,222;0,174;-0,556;-0,594;-0,767;0,575
"possibilité";-0,569;-0,684;-0,612;3,342;0,231;-0,416;0,943;0,879;-0,416;-0,375;-0,513;5,462;-0,527;-0,402;-0,43;-0,555;1,247
"percevoir";-0,714;6,979;-0,767;2,11;-0,876;-0,522;-0,539;-0,556;0,572;-0,47;-0,643;-0,625;-0,66;-0,504;4,751;0,218;0,745
"passager";-0,714;-0,857;0,138;-0,857;-0,876;-0,522;13,226;-0,556;0,572;-0,47;-0,643;-0,625;3,418;-0,504;-0,539;9,415;-0,47
"of";-0,354;-0,425;1,299;-0,425;-0,434;-0,259;2,357;-0,276;-0,259;-0,233;-0,319;10,783;-0,328;-0,25;-0,267;-0,345;2,888
"méthode";0,307;0,14;0,234;-0,771;-0,787;5,902;-0,484;-0,5;15,893;0,963;-0,578;-0,562;-0,594;-0,453;-0,484;-0,625;-0,423
"modifier";-0,714;0,069;-0,767;0,069;0,059;-0,522;-0,539;-0,556;4,992;15,694;0,297;-0,625;0,268;-0,504;-0,539;-0,696;-0,47
"mental";-0,714;25,204;-0,767;-0,857;0,059;-0,522;-0,539;-0,556;13,784;-0,47;-0,643;-0,625;-0,66;-0,504;0,523;-0,696;-0,47
"matériel";-0,569;-0,684;0,372;0,251;-0,698;-0,416;0,943;0,879;-0,416;-0,375;-0,513;-0,499;5,042;-0,402;-0,43;0,5;1,247
"matinal";0,195;-0,857;2,619;0,069;-0,876;-0,522;13,226;0,477;-0,522;-0,47;-0,643;-0,625;-0,66;-0,504;-0,539;0,218;0,745
"magasin";1,007;-0,511;-0,457;-0,511;5,343;1,809;-0,321;1,62;-0,311;2,144;-0,383;-0,373;-0,394;-0,301;-0,321;-0,415;-0,281
"irlande";-0,497;-0,597;0,572;-0,597;-0,61;-0,363;-0,375;7,859;-0,363;-0,328;17,208;0,932;-0,46;-0,352;-0,375;-0,485;-0,328
"humanité";7,074;-0,511;17,129;-0,511;-0,522;1,809;-0,321;-0,332;-0,311;-0,281;-0,383;-0,373;-0,394;-0,301;-0,321;-0,415;-0,281
"horaire";-0,859;1,343;-0,923;-1,032;-1,054;-0,628;125,058;-0,669;-0,628;-0,566;-0,774;-0,753;-0,795;-0,607;-0,649;0,075;-0,566
"génération";-0,497;0,416;-0,534;-0,597;0,39;-0,363;1,265;1,189;-0,363;-0,328;-0,448;6,713;-0,46;-0,352;-0,375;0,731;-0,328
"grippe";-0,283;-0,34;-0,304;-0,34;1,603;17,628;-0,214;-0,22;-0,207;4,025;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"gilliéron";-0,786;1,684;-0,845;-0,945;0,02;0,426;-0,594;3,837;4,257;-0,518;-0,708;-0,689;0,174;-0,556;0,384;0,134;-0,518
"frère";9,092;0,069;0,138;-0,857;-0,876;-0,522;-0,539;-0,556;-0,522;-0,47;10,486;0,328;-0,66;0,625;-0,539;-0,696;-0,47
"fruit";-0,714;-0,857;0,138;-0,857;2,021;0,572;-0,539;-0,556;13,784;5,82;-0,643;-0,625;0,268;-0,504;-0,539;-0,696;-0,47
"fournir";-0,859;0,005;22,468;-1,032;1,274;0,313;-0,649;-0,669;-0,628;-0,566;-0,774;0,143;0,106;-0,607;-0,649;0,075;-0,566
"finalement";-0,569;-0,684;-0,612;-0,684;-0,698;1,011;-0,43;0,879;-0,416;-0,375;14,393;-0,499;0,577;1,084;-0,43;-0,555;1,247
"faveur";0,465;-0,684;11,521;0,251;-0,698;-0,416;-0,43;0,879;-0,416;-0,375;-0,513;-0,499;5,042;-0,402;-0,43;-0,555;-0,375
"fait";27,585;-0,945;2,134;0,027;0,02;-0,575;-0,594;-0,613;-0,575;-0,518;-0,708;-0,689;0,174;-0,556;-0,594;0,134;-0,518
"facteur";-0,714;73,756;-0,767;-0,857;-0,876;0,572;-0,539;0,477;-0,522;-0,47;-0,643;-0,625;-0,66;-0,504;-0,539;-0,696;-0,47
"exclure";1,007;-0,511;-0,457;0,665;-0,522;-0,311;-0,321;9,745;1,809;-0,281;1,241;-0,373;-0,394;-0,301;-0,321;-0,415;-0,281
"entendre";0,027;0;1,42;1,067;-1,144;-0,681;-0,704;2,8;-0,681;0,334;2,106;-0,817;0,058;-0,659;-0,704;0,036;-0,614
"enseignant";0,465;0,251;-0,612;0,251;3,226;-0,416;-0,43;0,879;-0,416;-0,375;-0,513;-0,499;-0,527;-0,402;0,943;0,5;-0,375
"empêcher";0,307;0,14;0,234;0,14;-0,787;0,761;-0,484;-0,5;-0,469;-0,423;0,433;-0,562;0,399;-0,453;0,703;0,336;-0,423
"emji_trophée";-0,569;-0,684;-0,612;-0,684;-0,698;-0,416;-0,43;0,879;-0,416;-0,375;5,246;47,641;-0,527;-0,402;-0,43;-0,555;-0,375
"emji_porte_documents";-0,859;0,005;-0,923;0,005;29,589;-0,628;-0,649;0,245;-0,628;-0,566;-0,774;-0,753;-0,795;-0,607;10,181;-0,838;-0,566
"emji_main_qui_écrit_peau_moyennement_claire";-0,714;0,069;-0,767;0,069;-0,876;-0,522;-0,539;0,477;13,784;0,745;-0,643;0,328;-0,66;0,625;-0,539;0,218;-0,47
"emji_graphique_en_hausse";-0,641;-0,771;-0,689;-0,771;-0,787;0,761;-0,484;-0,5;0,761;-0,423;0,433;-0,562;-0,594;-0,453;0,703;36,724;-0,423
"emji_graphique_en_baisse";-0,859;43,499;-0,923;1,343;0,003;-0,628;-0,649;-0,669;-0,628;-0,566;0,124;-0,753;-0,795;-0,607;0,277;-0,838;-0,566
"emji_cerveau";-0,786;34,069;-0,845;-0,945;-0,965;-0,575;-0,594;-0,613;12,067;5,002;-0,708;-0,689;-0,728;-0,556;-0,594;-0,767;-0,518
"déplacement";-0,425;-0,511;0,862;5,504;-0,522;-0,311;-0,321;-0,332;-0,311;-0,281;-0,383;-0,373;-0,394;-0,301;-0,321;-0,415;29,721
"dégât";-0,641;-0,771;-0,689;0,14;2,547;-0,469;0,703;-0,5;-0,469;-0,423;-0,578;-0,562;23,391;-0,453;-0,484;0,336;-0,423
"dédier";-0,212;-0,254;-0,228;-0,254;2,659;-0,155;-0,16;-0,165;-0,155;5,951;-0,191;-0,186;-0,196;5,468;-0,16;-0,206;-0,14
"douane";0,465;-0,684;-0,612;-0,684;-0,698;-0,416;0,943;-0,443;-0,416;-0,375;-0,513;-0,499;0,577;-0,402;0,943;0,5;20,935
"distance";-0,714;2,11;-0,767;0,069;0,059;-0,522;0,523;-0,556;-0,522;-0,47;0,297;0,328;0,268;-0,504;-0,539;3,124;-0,47
"directement";-0,641;-0,771;-0,689;-0,771;-0,787;5,902;0,703;-0,5;-0,469;6,829;-0,578;0,471;0,399;-0,453;0,703;0,336;-0,423
"difficulté";-0,859;-1,032;0,032;0,005;19,026;0,313;-0,649;-0,669;0,313;0,441;-0,774;-0,753;-0,795;-0,607;3,455;-0,838;-0,566
"dangereux";-0,714;0,069;-0,767;-0,857;-0,876;-0,522;-0,539;-0,556;4,992;-0,47;0,297;-0,625;20,345;-0,504;0,523;0,218;-0,47
"criminel";35,706;0,14;0,234;-0,771;-0,787;-0,469;-0,484;-0,5;-0,469;-0,423;-0,578;-0,562;-0,594;-0,453;-0,484;3,801;-0,423
"contrôler";-0,641;0,14;9,674;2,649;-0,787;0,761;-0,484;-0,5;-0,469;-0,423;-0,578;-0,562;0,399;-0,453;-0,484;0,336;-0,423
"contrat";-0,641;-0,771;-0,689;0,14;8,052;-0,469;0,703;-0,5;0,761;-0,423;0,433;-0,562;-0,594;-0,453;-0,484;0,336;0,963
"conférence";-0,569;0,251;0,372;0,251;-0,698;-0,416;-0,43;6,458;-0,416;-0,375;-0,513;-0,499;-0,527;-0,402;-0,43;13,043;-0,375
"condamnation";48,532;-0,597;0,572;-0,597;0,39;-0,363;-0,375;-0,387;-0,363;-0,328;-0,448;-0,436;-0,46;-0,352;-0,375;-0,485;-0,328
"concevoir";0,307;2,649;-0,689;-0,771;-0,787;0,761;-0,484;-0,5;0,761;0,963;-0,578;-0,562;-0,594;16,555;-0,484;-0,625;-0,423
"composer";0,195;-0,857;-0,767;0,069;-0,876;-0,522;-0,539;-0,556;0,572;0,745;0,297;0,328;-0,66;14,379;-0,539;-0,696;0,745
"communal";-0,569;-0,684;-0,612;9,959;9,683;1,011;-0,43;0,879;-0,416;-0,375;-0,513;-0,499;-0,527;-0,402;-0,43;-0,555;-0,375
"client";0,195;0,069;-0,767;0,069;6,762;-0,522;0,523;-0,556;4,992;-0,47;-0,643;0,328;-0,66;-0,504;-0,539;-0,696;-0,47
"cibler";-0,641;0,14;-0,689;0,14;0,126;0,761;-0,484;0,65;0,761;0,963;-0,578;0,471;0,399;-0,453;-0,484;-0,625;-0,423
"chinois";3,647;-0,771;-0,689;0,14;2,547;-0,469;0,703;-0,5;-0,469;-0,423;-0,578;-0,562;0,399;-0,453;-0,484;0,336;0,963
"capable";-0,425;-0,511;-0,457;-0,511;-0,522;1,809;1,711;-0,332;1,809;29,721;-0,383;-0,373;-0,394;-0,301;-0,321;-0,415;-0,281
"brésil";-0,497;-0,597;0,572;-0,597;-0,61;1,346;-0,375;-0,387;-0,363;-0,328;-0,448;6,713;-0,46;-0,352;-0,375;5,79;1,625
"bois";-0,497;-0,597;-0,534;-0,597;-0,61;1,346;1,265;-0,387;1,346;-0,328;-0,448;17,778;-0,46;-0,352;-0,375;0,731;-0,328
"automne";-0,786;-0,945;-0,845;0,027;1,606;12,067;0,384;-0,613;-0,575;-0,518;0,197;3,138;-0,728;-0,556;-0,594;-0,767;0,575
"australie";-0,569;3,342;-0,612;-0,684;-0,698;1,011;-0,43;-0,443;-0,416;1,247;0,62;0,665;5,042;-0,402;-0,43;-0,555;-0,375
"attente";-0,641;8,295;-0,689;-0,771;0,126;-0,469;5,632;-0,5;0,761;-0,423;-0,578;-0,562;0,399;-0,453;0,703;-0,625;-0,423
"assemblée";-0,283;-0,34;-0,304;1,661;-0,347;-0,207;-0,214;39,853;-0,207;-0,186;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"après_des";-0,569;0,251;0,372;-0,684;0,231;-0,416;-0,43;0,879;-0,416;-0,375;-0,513;-0,499;0,577;1,084;-0,43;-0,555;8,101
"adolescent";-0,641;29,002;-0,689;-0,771;-0,787;-0,469;-0,484;-0,5;5,902;0,963;-0,578;-0,562;0,399;-0,453;-0,484;-0,625;-0,423
"abus";3,647;0,14;-0,689;-0,771;2,547;-0,469;-0,484;0,65;0,761;0,963;-0,578;-0,562;0,399;-0,453;-0,484;-0,625;-0,423
"abri";-0,354;-0,425;1,299;7,282;-0,434;-0,259;12,873;-0,276;-0,259;-0,233;-0,319;-0,31;-0,328;-0,25;-0,267;-0,345;-0,233
"abandonner";-0,497;4,257;-0,534;0,416;0,39;-0,363;-0,375;-0,387;-0,363;-0,328;0,877;0,932;-0,46;1,432;-0,375;-0,485;-0,328
"washington";-0,497;-0,597;-0,534;-0,597;-0,61;-0,363;-0,375;-0,387;-0,363;-0,328;0,877;-0,436;0,825;-0,352;-0,375;-0,485;75,065
"vérifier";-0,569;0,251;-0,612;0,251;3,226;-0,416;0,943;-0,443;1,011;-0,375;-0,513;-0,499;0,577;-0,402;-0,43;0,5;-0,375
"viande";-0,354;-0,425;-0,381;-0,425;-0,434;2,477;-0,267;-0,276;2,477;-0,233;-0,319;10,783;-0,328;-0,25;-0,267;1,55;-0,233
"uniquement";0,195;-0,857;-0,767;-0,857;-0,876;0,572;-0,539;0,477;-0,522;5,82;0,297;-0,625;-0,66;-0,504;0,523;3,124;0,745
"ue";-0,641;-0,771;0,234;-0,771;0,126;30,732;-0,484;0,65;0,761;-0,423;-0,578;-0,562;-0,594;-0,453;-0,484;0,336;-0,423
"télévision";-0,497;-0,597;0,572;-0,597;-0,61;-0,363;-0,375;-0,387;-0,363;-0,328;-0,448;0,932;16,666;1,432;-0,375;-0,485;1,625
"tschani";0,062;0,005;0,032;0,005;0,003;-0,628;0,277;-0,669;-0,628;-0,566;-0,774;0,143;7,61;0,351;-0,649;-0,838;0,441
"transmettre";-0,497;-0,597;-0,534;4,257;-0,61;1,346;-0,375;-0,387;-0,363;1,625;0,877;-0,436;-0,46;8,918;-0,375;-0,485;-0,328
"top";-0,212;-0,254;-0,228;-0,254;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;19,838;4,18;-0,196;-0,15;-0,16;-0,206;-0,14
"tomber";-0,497;-0,597;0,572;0,416;-0,61;-0,363;-0,375;-0,387;-0,363;-0,328;0,877;-0,436;6,227;-0,352;-0,375;5,79;-0,328
"séduire";-0,569;-0,684;-0,612;0,251;-0,698;1,011;-0,43;-0,443;1,011;-0,375;5,246;0,665;-0,527;7,378;-0,43;-0,555;-0,375
"suspension";12,636;-0,684;0,372;-0,684;-0,698;-0,416;-0,43;6,458;1,011;-0,375;-0,513;-0,499;0,577;-0,402;-0,43;-0,555;-0,375
"studio";-0,354;-0,425;-0,381;-0,425;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;-0,319;1,859;-0,328;63,306;-0,267;-0,345;-0,233
"stade";-0,425;-0,511;-0,457;-0,511;-0,522;-0,311;-0,321;-0,332;-0,311;2,144;8,106;-0,373;-0,394;1,913;1,711;-0,415;2,144
"soumettre";-0,497;-0,597;-0,534;4,257;0,39;-0,363;1,265;-0,387;-0,363;-0,328;-0,448;6,713;-0,46;-0,352;-0,375;0,731;-0,328
"siècle";0,465;0,251;-0,612;-0,684;0,231;-0,416;-0,43;-0,443;-0,416;-0,375;-0,513;14,891;-0,527;-0,402;-0,43;4,663;-0,375
"similaire";2,988;-0,857;-0,767;0,069;-0,876;-0,522;0,523;0,477;-0,522;-0,47;0,297;-0,625;0,268;-0,504;-0,539;0,218;5,82
"sanction";-0,354;1,047;-0,381;1,047;-0,434;-0,259;-0,267;2,245;-0,259;-0,233;-0,319;-0,31;-0,328;-0,25;-0,267;-0,345;15,067
"républicain";0,307;-0,771;-0,689;-0,771;-0,787;-0,469;-0,484;0,65;-0,469;-0,423;-0,578;-0,562;-0,594;-0,453;-0,484;-0,625;116,029
"réagir";2,988;2,11;0,138;-0,857;0,059;0,572;-0,539;-0,556;-0,522;0,745;0,297;-0,625;-0,66;-0,504;-0,539;0,218;-0,47
"respecter";0,116;1,684;7,026;1,684;0,02;-0,575;-0,594;-0,613;-0,575;-0,518;-0,708;-0,689;0,174;-0,556;0,384;-0,767;-0,518
"remplacer";-0,641;-0,771;-0,689;0,14;0,126;0,761;0,703;-0,5;-0,469;6,829;-0,578;-0,562;0,399;0,823;-0,484;0,336;-0,423
"reconnaissance";-0,425;0,665;6,42;-0,511;-0,522;-0,311;-0,321;-0,332;-0,311;2,144;-0,383;-0,373;-0,394;-0,301;1,711;-0,415;2,144
"rang";1,483;-0,425;-0,381;-0,425;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;10,429;-0,31;-0,328;2,605;2,357;-0,345;-0,233
"raconter";1,483;1,047;-0,381;-0,425;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;1,775;1,859;-0,328;-0,25;-0,267;1,55;-0,233
"quantité";-0,786;-0,945;0,073;1,684;0,02;-0,575;0,384;-0,613;-0,575;-0,518;2,987;-0,689;0,174;-0,556;-0,594;8,113;-0,518
"présidentiel";29,509;-0,597;-0,534;-0,597;-0,61;-0,363;-0,375;1,189;-0,363;-0,328;-0,448;-0,436;-0,46;-0,352;-0,375;-0,485;9,747
"proximité";0,116;-0,945;2,134;-0,945;0,02;0,426;0,384;-0,613;-0,575;0,575;0,197;-0,689;-0,728;-0,556;-0,594;2,583;0,575
"prononcer";7,821;-0,945;0,073;1,684;-0,965;-0,575;-0,594;3,837;0,426;-0,518;-0,708;-0,689;-0,728;0,471;0,384;-0,767;-0,518
"pied";0,465;0,251;-0,612;-0,684;-0,698;1,011;6,745;-0,443;-0,416;-0,375;0,62;-0,499;0,577;1,084;-0,43;-0,555;-0,375
"perturbation";-0,569;0,251;-0,612;-0,684;0,231;-0,416;17,838;-0,443;1,011;-0,375;-0,513;0,665;0,577;-0,402;-0,43;-0,555;-0,375
"patron";-0,354;-0,425;1,299;1,047;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;-0,319;-0,31;-0,328;-0,25;2,357;-0,345;15,067
"parmelin";-0,425;-0,511;-0,457;-0,511;-0,522;-0,311;-0,321;1,62;-0,311;-0,281;-0,383;-0,373;-0,394;-0,301;-0,321;1,061;55,435
"page";9,183;-0,425;-0,381;-0,425;-0,434;2,477;-0,267;-0,276;-0,259;-0,233;1,775;-0,31;-0,328;2,605;-0,267;-0,345;-0,233
"ordonner";18,508;-0,857;0,138;-0,857;0,059;-0,522;0,523;0,477;-0,522;-0,47;-0,643;-0,625;0,268;-0,504;-0,539;-0,696;0,745
"négatif";-0,641;2,649;-0,689;-0,771;-0,787;0,761;0,703;-0,5;-0,469;-0,423;0,433;-0,562;-0,594;-0,453;29,618;-0,625;-0,423
"médicament";2,23;1,661;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;3,504;4,025;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;-0,186
"mécanisme";-0,786;-0,945;7,026;-0,945;0,02;0,426;-0,594;-0,613;-0,575;44,504;-0,708;0,222;-0,728;-0,556;-0,594;-0,767;-0,518
"musk";-0,283;-0,34;-0,304;9,989;-0,347;-0,207;-0,214;-0,22;-0,207;4,025;-0,255;-0,248;-0,262;-0,2;-0,214;-0,276;4,025
"monter";0,688;4,257;-0,534;0,416;-0,61;-0,363;-0,375;1,189;-0,363;-0,328;-0,448;-0,436;-0,46;-0,352;1,265;-0,485;1,625
"malfaiteur";58,18;-0,511;-0,457;-0,511;-0,522;-0,311;-0,321;-0,332;-0,311;-0,281;-0,383;-0,373;-0,394;-0,301;-0,321;1,061;-0,281
"lutter";-0,786;0,027;0,073;0,027;0,02;-0,575;-0,594;0,346;-0,575;0,575;-0,708;-0,689;0,174;-0,556;-0,594;8,113;0,575
"logement";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;17,005;-0,22;-0,207;-0,186;-0,255;2,714;-0,262;-0,2;3,352;-0,276;-0,186
"libération";3,647;-0,771;49,715;-0,771;-0,787;0,761;-0,484;-0,5;-0,469;-0,423;-0,578;-0,562;-0,594;-0,453;-0,484;-0,625;-0,423
"lauréat";-0,283;-0,34;-0,304;-0,34;-0,347;-0,207;-0,214;-0,22;-0,207;-0,186;-0,255;35,264;-0,262;3,666;-0,214;-0,276;-0,186
"juillet";-0,714;-0,857;2,619;-0,857;-0,876;-0,522;-0,539;0,477;-0,522;-0,47;0,297;-0,625;-0,66;5,25;-0,539;19,09;-0,47
"juge";31,234;-0,857;0,138;-0,857;-0,876;-0,522;0,523;0,477;-0,522;-0,47;0,297;-0,625;-0,66;-0,504;-0,539;-0,696;0,745
"issue";0,688;-0,597;0,572;4,257;-0,61;-0,363;-0,375;7,859;-0,363;-0,328;-0,448;-0,436;-0,46;-0,352;-0,375;-0,485;1,625
"investir";-0,714;-0,857;-0,767;14,677;0,059;-0,522;-0,539;0,477;-0,522;-0,47;-0,643;-0,625;0,268;-0,504;-0,539;3,124;0,745
"intense";-0,354;-0,425;-0,381;1,047;-0,434;-0,259;-0,267;-0,276;-0,259;-0,233;1,775;-0,31;10,094;2,605;-0,267;-0,345;-0,233
"inondation";-0,212;-0,254;-0,228;14,552;-0,26;-0,155;-0,16;-0,165;-0,155;-0,14;-0,191;-0,186;3,896;-0,15;-0,16;-0,206;-0,14
"influence";-0,714;6,979;-0,767;-0,857;-0,876;-0,522;-0,539;-0,556;-0,522;5,82;0,297;0,328;0,268;-0,504;0,523;-0,696;0,745
